,LRP,source_gene,target_gene
1,0.00051007664,CBX2,AMH
2,0.0007787256,CTNNB1,AMH
3,0.00051689,DHH,AMH
4,0.0020119667,DKK1,AMH
5,0.0014046304,DMRT1,AMH
6,0.00017683792,FGF9,AMH
7,0.0010226101,FOXL2,AMH
8,0.0011114025,GATA4,AMH
9,0.0024953382,NR0B1,AMH
10,0.001704514,NR5A1,AMH
11,0.00031336508,PGD2,AMH
12,0.0030019674,RSPO1,AMH
13,0.0014731216,SOX9,AMH
14,0.0027119173,SRY,AMH
15,0.0015471812,UGR,AMH
16,0.001162835,WNT4,AMH
17,0.00019650761,WT1mKTS,AMH
18,0.0004112493,WT1pKTS,AMH
21,0.0071872966,CTNNB1,CBX2
22,0.0010228888,DHH,CBX2
23,0.022348743,DKK1,CBX2
24,0.016669605,DMRT1,CBX2
25,0.0017154001,FGF9,CBX2
26,0.002946028,FOXL2,CBX2
27,0.004752321,GATA4,CBX2
28,0.005828044,NR0B1,CBX2
29,0.038695775,NR5A1,CBX2
30,0.00097133184,PGD2,CBX2
31,0.024004644,RSPO1,CBX2
32,0.004381402,SOX9,CBX2
33,0.0014218334,SRY,CBX2
34,0.006709167,UGR,CBX2
35,0.0044226376,WNT4,CBX2
36,0.004569497,WT1mKTS,CBX2
37,0.005409288,WT1pKTS,CBX2
41,0.00046873212,DHH,CTNNB1
42,0.0023696148,DKK1,CTNNB1
43,0.0014765817,DMRT1,CTNNB1
44,0.00064415374,FGF9,CTNNB1
45,0.001776264,FOXL2,CTNNB1
46,0.0016087485,GATA4,CTNNB1
47,0.007471299,NR0B1,CTNNB1
48,0.017584827,NR5A1,CTNNB1
49,0.0004323558,PGD2,CTNNB1
50,0.018764649,RSPO1,CTNNB1
51,0.005928429,SOX9,CTNNB1
52,0.0015685894,SRY,CTNNB1
53,0.0048024654,UGR,CTNNB1
54,0.0069592535,WNT4,CTNNB1
55,0.0016372992,WT1mKTS,CTNNB1
56,0.0034853194,WT1pKTS,CTNNB1
61,0.0039875973,DKK1,DHH
62,0.0038011442,DMRT1,DHH
63,0.00035672434,FGF9,DHH
64,0.0007646136,FOXL2,DHH
65,0.00052535057,GATA4,DHH
66,0.0006267855,NR0B1,DHH
67,0.002398304,NR5A1,DHH
68,0.00041249808,PGD2,DHH
69,0.0025350538,RSPO1,DHH
70,0.0006467707,SOX9,DHH
71,0.00077550014,SRY,DHH
72,0.00139126,UGR,DHH
73,0.0017536465,WNT4,DHH
74,0.00036619004,WT1mKTS,DHH
75,0.00053576485,WT1pKTS,DHH
81,0.010325425,DMRT1,DKK1
