,LRP,source_gene,target_gene
1,0.0029963548,CBX2,AMH
2,0.0024066737,CTNNB1,AMH
3,0.00049690704,DHH,AMH
4,0.00074723386,DKK1,AMH
5,0.0016498641,DMRT1,AMH
6,0.0002328908,FGF9,AMH
7,0.0006695344,FOXL2,AMH
8,0.00027013928,GATA4,AMH
9,0.0041623344,NR0B1,AMH
10,0.002027336,NR5A1,AMH
11,0.00025568143,PGD2,AMH
12,0.001632408,RSPO1,AMH
13,0.0018558609,SOX9,AMH
14,0.0034702641,SRY,AMH
15,0.0055378526,UGR,AMH
16,0.003105686,WNT4,AMH
17,0.00023661379,WT1mKTS,AMH
18,0.0011384459,WT1pKTS,AMH
21,0.009198217,CTNNB1,CBX2
22,0.0025067024,DHH,CBX2
23,0.007986278,DKK1,CBX2
24,0.005982356,DMRT1,CBX2
25,0.0012051413,FGF9,CBX2
26,0.0047964714,FOXL2,CBX2
27,0.0032912751,GATA4,CBX2
28,0.019272462,NR0B1,CBX2
29,0.021135781,NR5A1,CBX2
30,0.0016040602,PGD2,CBX2
31,0.016028678,RSPO1,CBX2
32,0.0054499544,SOX9,CBX2
33,0.011541128,SRY,CBX2
34,0.023250325,UGR,CBX2
35,0.006746304,WNT4,CBX2
36,0.0037053002,WT1mKTS,CBX2
37,0.0038215013,WT1pKTS,CBX2
41,0.0010794774,DHH,CTNNB1
42,0.002986032,DKK1,CTNNB1
43,0.0042313547,DMRT1,CTNNB1
44,0.0014358057,FGF9,CTNNB1
45,0.00095513475,FOXL2,CTNNB1
46,0.00053682656,GATA4,CTNNB1
47,0.01142301,NR0B1,CTNNB1
48,0.006805286,NR5A1,CTNNB1
49,0.0011748098,PGD2,CTNNB1
50,0.0066108913,RSPO1,CTNNB1
51,0.0032284064,SOX9,CTNNB1
52,0.0038943128,SRY,CTNNB1
53,0.013889765,UGR,CTNNB1
54,0.0052881446,WNT4,CTNNB1
55,0.0009829196,WT1mKTS,CTNNB1
56,0.0011492661,WT1pKTS,CTNNB1
61,0.0009317312,DKK1,DHH
62,0.0009350508,DMRT1,DHH
63,0.00019288539,FGF9,DHH
64,0.00027565588,FOXL2,DHH
65,0.00044586207,GATA4,DHH
66,0.0026761186,NR0B1,DHH
67,0.001959278,NR5A1,DHH
68,0.00036956358,PGD2,DHH
69,0.0020306304,RSPO1,DHH
70,0.0010598797,SOX9,DHH
71,0.0018081978,SRY,DHH
72,0.0009555561,UGR,DHH
73,0.0013448796,WNT4,DHH
74,0.0002964194,WT1mKTS,DHH
75,0.00013393596,WT1pKTS,DHH
81,0.00057648355,DMRT1,DKK1
82,0.0005915599,FGF9,DKK1
83,0.00158367,FOXL2,DKK1
84,0.0008792579,GATA4,DKK1
85,0.00937815,NR0B1,DKK1
86,0.0068129506,NR5A1,DKK1
87,0.0005689183,PGD2,DKK1
88,0.0036731367,RSPO1,DKK1
89,0.0028134512,SOX9,DKK1
90,0.0042158063,SRY,DKK1
91,0.0070249145,UGR,DKK1
92,0.00404093,WNT4,DKK1
93,0.0012596826,WT1mKTS,DKK1
94,0.002554081,WT1pKTS,DKK1
