,LRP,source_gene,target_gene
1,0.003275127,CBX2,AMH
2,0.0021208986,CTNNB1,AMH
3,0.0007146138,DHH,AMH
4,0.0015263564,DKK1,AMH
5,0.0015896412,DMRT1,AMH
6,0.00027073734,FGF9,AMH
7,0.00078254525,FOXL2,AMH
8,0.00047145472,GATA4,AMH
9,0.0019448876,NR0B1,AMH
10,0.0016639512,NR5A1,AMH
11,0.00027062936,PGD2,AMH
12,0.0016095903,RSPO1,AMH
13,0.0021405662,SOX9,AMH
14,0.0018833734,SRY,AMH
15,0.004651905,UGR,AMH
16,0.0027947547,WNT4,AMH
17,0.00044515106,WT1mKTS,AMH
18,0.0010586812,WT1pKTS,AMH
21,0.007684335,CTNNB1,CBX2
22,0.0033687372,DHH,CBX2
23,0.0073490497,DKK1,CBX2
24,0.0047822967,DMRT1,CBX2
25,0.0010512184,FGF9,CBX2
26,0.00567145,FOXL2,CBX2
27,0.0017706839,GATA4,CBX2
28,0.012139371,NR0B1,CBX2
29,0.016693404,NR5A1,CBX2
30,0.0017100456,PGD2,CBX2
31,0.011744782,RSPO1,CBX2
32,0.005625349,SOX9,CBX2
33,0.009015296,SRY,CBX2
34,0.023416983,UGR,CBX2
35,0.0058201156,WNT4,CBX2
36,0.0039685452,WT1mKTS,CBX2
37,0.0035107299,WT1pKTS,CBX2
41,0.0014836711,DHH,CTNNB1
42,0.0027593402,DKK1,CTNNB1
43,0.0039093625,DMRT1,CTNNB1
44,0.0014840766,FGF9,CTNNB1
45,0.0010908376,FOXL2,CTNNB1
46,0.00032833708,GATA4,CTNNB1
47,0.0051929937,NR0B1,CTNNB1
48,0.0024390905,NR5A1,CTNNB1
49,0.0016623368,PGD2,CTNNB1
50,0.0036972244,RSPO1,CTNNB1
51,0.003654806,SOX9,CTNNB1
52,0.006523606,SRY,CTNNB1
53,0.0131656565,UGR,CTNNB1
54,0.0046967817,WNT4,CTNNB1
55,0.0013184313,WT1mKTS,CTNNB1
56,0.0016794135,WT1pKTS,CTNNB1
61,0.0013002773,DKK1,DHH
62,0.0009242182,DMRT1,DHH
63,0.00043339378,FGF9,DHH
64,0.0001655715,FOXL2,DHH
65,0.00047648876,GATA4,DHH
66,0.0030699726,NR0B1,DHH
67,0.0021471798,NR5A1,DHH
68,0.000373454,PGD2,DHH
69,0.0022914708,RSPO1,DHH
70,0.0006940675,SOX9,DHH
71,0.001793203,SRY,DHH
72,0.0035938695,UGR,DHH
73,0.0021398105,WNT4,DHH
74,0.00044000515,WT1mKTS,DHH
75,0.00045392558,WT1pKTS,DHH
81,0.00056337944,DMRT1,DKK1
82,0.0007803744,FGF9,DKK1
83,0.0017104477,FOXL2,DKK1
84,0.0012715282,GATA4,DKK1
85,0.006811444,NR0B1,DKK1
86,0.007329526,NR5A1,DKK1
87,0.0005238411,PGD2,DKK1
88,0.004014886,RSPO1,DKK1
89,0.0039229514,SOX9,DKK1
90,0.0078065232,SRY,DKK1
91,0.00723427,UGR,DKK1
92,0.0059050894,WNT4,DKK1
93,0.0014989912,WT1mKTS,DKK1
94,0.0013744293,WT1pKTS,DKK1
101,0.00094438705,FGF9,DMRT1
102,0.002043715,FOXL2,DMRT1
103,0.0006695083,GATA4,DMRT1
104,0.0060186926,NR0B1,DMRT1
105,0.004442632,NR5A1,DMRT1
