,LRP,source_gene,target_gene
1,0.00065177464,CBX2,AMH
2,0.0013700398,CTNNB1,AMH
3,0.0003924088,DHH,AMH
4,0.0011643649,DKK1,AMH
5,0.0014649744,DMRT1,AMH
6,0.00050574634,FGF9,AMH
7,0.001989913,FOXL2,AMH
8,0.00026525522,GATA4,AMH
9,0.00071998336,NR0B1,AMH
10,0.00075648713,NR5A1,AMH
11,0.00022753257,PGD2,AMH
12,0.00052736484,RSPO1,AMH
13,0.0014698277,SOX9,AMH
14,0.00037001102,SRY,AMH
15,0.0004723999,UGR,AMH
16,0.00069847354,WNT4,AMH
17,2.2129414e-05,WT1mKTS,AMH
18,0.0017908609,WT1pKTS,AMH
21,0.002279609,CTNNB1,CBX2
22,0.0021365127,DHH,CBX2
23,0.00035535044,DKK1,CBX2
24,0.0016896215,DMRT1,CBX2
25,0.00040384458,FGF9,CBX2
26,0.010910055,FOXL2,CBX2
27,0.0019709358,GATA4,CBX2
28,0.001251748,NR0B1,CBX2
29,0.0039115697,NR5A1,CBX2
30,0.00020167358,PGD2,CBX2
31,0.0012898219,RSPO1,CBX2
32,0.0005712936,SOX9,CBX2
33,0.0065741357,SRY,CBX2
34,0.0006544463,UGR,CBX2
35,0.0020026686,WNT4,CBX2
36,0.00034421607,WT1mKTS,CBX2
37,0.007106977,WT1pKTS,CBX2
41,0.002679274,DHH,CTNNB1
42,0.0018278938,DKK1,CTNNB1
43,0.0024670402,DMRT1,CTNNB1
44,0.0015130739,FGF9,CTNNB1
45,0.0059498064,FOXL2,CTNNB1
46,0.0028087245,GATA4,CTNNB1
47,0.0050465553,NR0B1,CTNNB1
48,0.0041184556,NR5A1,CTNNB1
49,0.00049778266,PGD2,CTNNB1
50,0.002813251,RSPO1,CTNNB1
51,0.0025771407,SOX9,CTNNB1
52,0.0054814275,SRY,CTNNB1
53,0.0029092852,UGR,CTNNB1
54,0.0033362112,WNT4,CTNNB1
55,0.0024683743,WT1mKTS,CTNNB1
56,0.0070789084,WT1pKTS,CTNNB1
61,0.0014715611,DKK1,DHH
62,0.0011216012,DMRT1,DHH
63,0.00019637283,FGF9,DHH
64,0.0028852697,FOXL2,DHH
65,0.0005189731,GATA4,DHH
66,0.0009524574,NR0B1,DHH
67,0.001933668,NR5A1,DHH
68,0.0002701453,PGD2,DHH
69,0.0014180852,RSPO1,DHH
70,0.0013218926,SOX9,DHH
71,0.0015624568,SRY,DHH
72,0.00048565748,UGR,DHH
73,0.0013673372,WNT4,DHH
74,0.00016413612,WT1mKTS,DHH
75,0.0033923695,WT1pKTS,DHH
81,0.003054469,DMRT1,DKK1
82,0.0008935792,FGF9,DKK1
83,0.005806981,FOXL2,DKK1
84,0.00069303164,GATA4,DKK1
85,0.003032697,NR0B1,DKK1
86,0.0039678556,NR5A1,DKK1
87,0.00058638194,PGD2,DKK1
88,0.0024686258,RSPO1,DKK1
89,0.0031822752,SOX9,DKK1
90,0.006176076,SRY,DKK1
91,0.00037657854,UGR,DKK1
92,0.0031655557,WNT4,DKK1
93,0.00033334448,WT1mKTS,DKK1
94,0.003504471,WT1pKTS,DKK1
101,0.00051937613,FGF9,DMRT1
102,0.0041703284,FOXL2,DMRT1
103,0.00059151195,GATA4,DMRT1
104,0.001664235,NR0B1,DMRT1
105,0.0015348868,NR5A1,DMRT1
106,0.0011693162,PGD2,DMRT1
107,0.0025348621,RSPO1,DMRT1
108,0.0027929102,SOX9,DMRT1
109,0.0027717035,SRY,DMRT1
110,0.0013170212,UGR,DMRT1
111,0.0020389752,WNT4,DMRT1
112,0.00033329765,WT1mKTS,DMRT1
113,0.0034470155,WT1pKTS,DMRT1
121,0.00043826248,FOXL2,FGF9
122,0.00020043533,GATA4,FGF9
123,0.0004944015,NR0B1,FGF9
124,0.002237441,NR5A1,FGF9
125,0.0002872461,PGD2,FGF9
126,0.0014502371,RSPO1,FGF9
127,0.00087671477,SOX9,FGF9
128,0.00069003063,SRY,FGF9
129,0.00090064015,UGR,FGF9
130,0.0003694418,WNT4,FGF9
131,9.8136305e-05,WT1mKTS,FGF9
132,0.00075858313,WT1pKTS,FGF9
141,0.002889896,GATA4,FOXL2
142,0.004548782,NR0B1,FOXL2
143,0.0023137978,NR5A1,FOXL2
144,0.0014322307,PGD2,FOXL2
145,0.006965909,RSPO1,FOXL2
146,0.0069634155,SOX9,FOXL2
147,0.011520241,SRY,FOXL2
148,0.0017990419,UGR,FOXL2
149,0.0094641,WNT4,FOXL2
150,0.001941386,WT1mKTS,FOXL2
151,0.0062829265,WT1pKTS,FOXL2
161,0.000490831,NR0B1,GATA4
162,0.003153311,NR5A1,GATA4
163,0.0007417971,PGD2,GATA4
164,0.0037589497,RSPO1,GATA4
165,0.0016054261,SOX9,GATA4
166,0.0010962988,SRY,GATA4
167,0.0010477705,UGR,GATA4
168,0.00056054356,WNT4,GATA4
169,0.0004430813,WT1mKTS,GATA4
170,0.0011693917,WT1pKTS,GATA4
181,0.0044381367,NR5A1,NR0B1
182,0.0009418668,PGD2,NR0B1
183,0.002219006,RSPO1,NR0B1
184,0.0043086796,SOX9,NR0B1
185,0.002379712,SRY,NR0B1
186,0.0018050349,UGR,NR0B1
187,0.0014702306,WNT4,NR0B1
188,0.00066853943,WT1mKTS,NR0B1
189,0.0053235036,WT1pKTS,NR0B1
201,0.00037626032,PGD2,NR5A1
202,0.005882506,RSPO1,NR5A1
203,0.007482681,SOX9,NR5A1
204,0.0050602816,SRY,NR5A1
205,0.005657662,UGR,NR5A1
206,0.0013423943,WNT4,NR5A1
207,0.0025750455,WT1mKTS,NR5A1
208,0.0031145164,WT1pKTS,NR5A1
221,0.0013193119,RSPO1,PGD2
222,0.00094400113,SOX9,PGD2
223,0.0012159533,SRY,PGD2
224,0.0011865257,UGR,PGD2
225,0.00021301849,WNT4,PGD2
226,0.000108376764,WT1mKTS,PGD2
227,0.00093816733,WT1pKTS,PGD2
241,0.005362847,SOX9,RSPO1
242,0.001981242,SRY,RSPO1
243,0.003587691,UGR,RSPO1
244,0.00047834002,WNT4,RSPO1
245,0.0018404353,WT1mKTS,RSPO1
246,0.005679704,WT1pKTS,RSPO1
261,0.001954129,SRY,SOX9
262,0.0016407185,UGR,SOX9
263,0.001593653,WNT4,SOX9
264,0.0016517143,WT1mKTS,SOX9
265,0.0072687743,WT1pKTS,SOX9
281,0.0017900275,UGR,SRY
282,0.0053797727,WNT4,SRY
283,0.0014756122,WT1mKTS,SRY
284,0.006586657,WT1pKTS,SRY
301,0.004786452,WNT4,UGR
302,0.00019271261,WT1mKTS,UGR
303,0.0023452572,WT1pKTS,UGR
321,0.00028267206,WT1mKTS,WNT4
322,0.0075708264,WT1pKTS,WNT4
341,0.0011180104,WT1pKTS,WT1mKTS
