,LRP,source_gene,target_gene
1,0.0023330508,CBX2,AMH
2,0.0016598966,CTNNB1,AMH
3,0.0006868365,DHH,AMH
4,0.00034703463,DKK1,AMH
5,0.0015669658,DMRT1,AMH
6,0.00020388706,FGF9,AMH
7,0.00093405554,FOXL2,AMH
8,0.0007777038,GATA4,AMH
9,0.0037006254,NR0B1,AMH
10,0.0007265225,NR5A1,AMH
11,0.00037115192,PGD2,AMH
12,0.001082003,RSPO1,AMH
13,0.0017554709,SOX9,AMH
14,0.0011661595,SRY,AMH
15,0.0017175155,UGR,AMH
16,0.0013846377,WNT4,AMH
17,0.00038043704,WT1mKTS,AMH
18,0.0010529675,WT1pKTS,AMH
21,0.007218737,CTNNB1,CBX2
22,0.002081791,DHH,CBX2
23,0.0068771415,DKK1,CBX2
24,0.004064555,DMRT1,CBX2
25,0.0007719938,FGF9,CBX2
26,0.005031581,FOXL2,CBX2
27,0.004353787,GATA4,CBX2
28,0.019770296,NR0B1,CBX2
29,0.011925148,NR5A1,CBX2
30,0.0014205375,PGD2,CBX2
31,0.011081031,RSPO1,CBX2
32,0.0036863452,SOX9,CBX2
33,0.007575701,SRY,CBX2
34,0.02392735,UGR,CBX2
35,0.0045975028,WNT4,CBX2
36,0.0033009052,WT1mKTS,CBX2
37,0.0013414705,WT1pKTS,CBX2
41,0.0015033023,DHH,CTNNB1
42,0.0028410782,DKK1,CTNNB1
43,0.0023764446,DMRT1,CTNNB1
44,0.0012980911,FGF9,CTNNB1
45,0.0010135791,FOXL2,CTNNB1
46,0.0009076613,GATA4,CTNNB1
47,0.0060772295,NR0B1,CTNNB1
48,0.000969027,NR5A1,CTNNB1
49,0.0019875565,PGD2,CTNNB1
50,0.0019269648,RSPO1,CTNNB1
51,0.00435137,SOX9,CTNNB1
52,0.0054097446,SRY,CTNNB1
53,0.011942377,UGR,CTNNB1
54,0.00295355,WNT4,CTNNB1
55,0.0008600066,WT1mKTS,CTNNB1
56,0.0013474325,WT1pKTS,CTNNB1
61,0.0005428337,DKK1,DHH
62,0.001121228,DMRT1,DHH
63,0.00047355142,FGF9,DHH
64,0.0003450294,FOXL2,DHH
65,0.00052069244,GATA4,DHH
66,0.002903621,NR0B1,DHH
67,0.001649626,NR5A1,DHH
68,0.00013718191,PGD2,DHH
69,0.001639007,RSPO1,DHH
70,0.0008291815,SOX9,DHH
71,0.001094941,SRY,DHH
72,0.0017679869,UGR,DHH
73,0.0005012031,WNT4,DHH
74,8.178766e-05,WT1mKTS,DHH
75,0.0009075008,WT1pKTS,DHH
81,0.00012565442,DMRT1,DKK1
82,0.0010329622,FGF9,DKK1
83,0.0014916484,FOXL2,DKK1
84,0.0008871741,GATA4,DKK1
85,0.006803793,NR0B1,DKK1
86,0.0033816397,NR5A1,DKK1
87,0.00023902112,PGD2,DKK1
88,0.0028155667,RSPO1,DKK1
89,0.0020500978,SOX9,DKK1
90,0.0037969276,SRY,DKK1
91,0.005808907,UGR,DKK1
92,0.0038205145,WNT4,DKK1
93,0.0013917624,WT1mKTS,DKK1
94,0.0004054291,WT1pKTS,DKK1
101,0.0011979928,FGF9,DMRT1
102,0.0017329885,FOXL2,DMRT1
103,0.001322587,GATA4,DMRT1
104,0.0072010113,NR0B1,DMRT1
105,0.0019899514,NR5A1,DMRT1
106,0.00057449966,PGD2,DMRT1
107,0.0018833103,RSPO1,DMRT1
108,0.0016099238,SOX9,DMRT1
109,0.005370673,SRY,DMRT1
110,0.009597879,UGR,DMRT1
111,0.0022142415,WNT4,DMRT1
112,0.00023391416,WT1mKTS,DMRT1
113,0.00088939467,WT1pKTS,DMRT1
121,0.00027213676,FOXL2,FGF9
