,PseudoTime1,PseudoTime2
E83_98,NA,0.18841
E28_199,NA,0.39752
E24_470,0.95859,NA
E86_236,NA,0.47412
E5_26,0.03934,NA
E70_161,0.31884,NA
E59_268,NA,0.54037
E36_473,0.9648,NA
E49_409,NA,0.8323
E50_430,0.87578,NA
E65_268,0.54037,NA
E41_330,NA,0.66874
E25_121,NA,0.23602
E7_485,0.98965,NA
E82_239,0.48033,NA
E46_176,NA,0.3499
E44_303,0.61284,NA
E99_489,NA,0.99793
E76_192,0.38302,NA
E13_304,0.61491,NA
E9_97,0.18634,NA
E45_257,0.5176,NA
E31_358,0.72671,NA
E48_110,NA,0.21325
E20_459,0.93582,NA
E96_209,0.41822,NA
E60_195,NA,0.38923
E51_172,NA,0.34161
E94_40,0.06832,NA
E6_287,NA,0.57971
E80_302,0.61077,NA
E35_110,NA,0.21325
E10_7,0.0,NA
E0_74,NA,0.13872
E43_419,0.853,NA
E40_269,NA,0.54244
E62_122,NA,0.2381
E15_178,NA,0.35404
E22_161,NA,0.31884
E37_220,NA,0.44099
E75_114,NA,0.22153
E58_64,0.11801,NA
E56_127,NA,0.24845
E33_244,NA,0.49068
E66_448,0.91304,NA
E1_220,NA,0.44099
E67_481,NA,0.98137
E29_256,NA,0.51553
E73_409,0.8323,NA
E93_317,NA,0.64182
E55_116,0.22567,NA
E88_177,0.35197,NA
E26_490,NA,1.0
E92_149,0.294,NA
E87_33,0.05383,NA
E52_484,0.98758,NA
E57_134,0.26294,NA
E38_213,0.4265,NA
E71_20,0.02692,NA
E47_224,NA,0.44928
E64_328,NA,0.6646
E97_383,NA,0.77847
E95_158,0.31263,NA
E90_125,NA,0.24431
E8_37,0.06211,NA
E54_148,NA,0.29193
E91_187,0.37267,NA
E61_462,0.94203,NA
E2_207,NA,0.41408
E16_435,0.88613,NA
E12_11,0.00828,NA
E63_242,0.48654,NA
E68_258,NA,0.51967
E34_17,0.0207,NA
E4_256,NA,0.51553
E81_477,0.97308,NA
E32_222,0.44513,NA
E85_78,0.147,NA
E77_164,NA,0.32505
E84_20,NA,0.02692
E11_369,NA,0.74948
E21_198,NA,0.39545
E74_144,0.28364,NA
E89_152,NA,0.30021
E53_328,NA,0.6646
E98_407,0.82816,NA
E72_197,0.39337,NA
E39_446,0.9089,NA
E42_272,0.54865,NA
E18_465,NA,0.94824
E14_392,NA,0.7971
E19_227,NA,0.45549
E69_448,NA,0.91304
E23_175,0.34783,NA
E3_46,NA,0.08075
E27_386,NA,0.78468
E17_216,0.43271,NA
E78_205,NA,0.40994
E30_375,0.7619,NA
E79_367,0.74534,NA
