TF	Target	EdgeWeight
Pu1	Gfi1	0.05491098016500473
Scl	Fli1	0.05489668250083923
cJun	EgrNab	0.05488545075058937
Fli1	Scl	0.054882828146219254
Cebpa	Gfi1	0.054877690970897675
Cebpa	Pu1	0.05486086383461952
Scl	Gata1	0.05485424026846886
Gata2	Eklf	0.054848864674568176
Gata1	Scl	0.05484843626618385
Gata1	Fli1	0.0548408068716526
EgrNab	cJun	0.05483870953321457
Gata1	Fog1	0.054823555052280426
Fli1	cJun	0.05480670556426048
Scl	Fog1	0.05480589345097542
cJun	Cebpa	0.05480059236288071
Scl	Eklf	0.05479994788765907
Fog1	Gata1	0.05479953810572624
Eklf	Gata2	0.054796479642391205
Fog1	cJun	0.05479554831981659
Eklf	Scl	0.05479443073272705
Gata2	Fog1	0.05479302629828453
Pu1	EgrNab	0.054791878908872604
Eklf	Gata1	0.05479169264435768
Gata1	EgrNab	0.054789409041404724
Pu1	Eklf	0.05478712543845177
Pu1	cJun	0.05478682741522789
EgrNab	Fog1	0.05478411540389061
Scl	Cebpa	0.05478336662054062
Fli1	Gata1	0.05478078871965408
Gata2	Gfi1	0.05478007718920708
Fli1	EgrNab	0.054779645055532455
Gfi1	Pu1	0.05477950721979141
EgrNab	Pu1	0.054777007550001144
Fli1	Eklf	0.05477603152394295
Pu1	Fli1	0.05477335676550865
Fog1	Gfi1	0.054772570729255676
cJun	Eklf	0.05477022007107735
Fog1	EgrNab	0.05476918816566467
cJun	Gfi1	0.05476801097393036
Fog1	Cebpa	0.054759591817855835
Eklf	Gfi1	0.05475812405347824
EgrNab	Scl	0.054757777601480484
Eklf	EgrNab	0.05475767329335213
Eklf	Fog1	0.05475732311606407
Gata2	Pu1	0.0547558069229126
Fog1	Gata2	0.05475578457117081
Fog1	Scl	0.054754894226789474
Fog1	Fli1	0.05475284531712532
Fog1	Eklf	0.05475267767906189
Fli1	Fog1	0.054752252995967865
Gfi1	Gata1	0.05474616587162018
Gata2	Scl	0.05474470928311348
Gata2	Gata1	0.054744601249694824
Pu1	Gata1	0.05474329739809036
cJun	Gata2	0.05474293977022171
Gata1	Gata2	0.05474020913243294
EgrNab	Gata1	0.05474010109901428
cJun	Fog1	0.054739661514759064
Pu1	Cebpa	0.05473746731877327
EgrNab	Fli1	0.054736774414777756
Eklf	Cebpa	0.05473675951361656
Cebpa	Gata1	0.0547301359474659
Gata1	Cebpa	0.054728273302316666
Cebpa	cJun	0.05472675710916519
cJun	Pu1	0.0547267310321331
Gfi1	Cebpa	0.05472429841756821
Scl	EgrNab	0.05472378432750702
EgrNab	Cebpa	0.05472350865602493
Cebpa	Scl	0.05472056567668915
Pu1	Gata2	0.0547202043235302
Fog1	Pu1	0.05471479892730713
Gata1	Eklf	0.054711729288101196
Gata2	cJun	0.05470671504735947
Gata2	Fli1	0.05470532178878784
EgrNab	Gfi1	0.05470438301563263
cJun	Fli1	0.0547037273645401
Gata2	Cebpa	0.054702017456293106
Cebpa	Gata2	0.05469963327050209
EgrNab	Gata2	0.05469665303826332
cJun	Gata1	0.054692551493644714
Fli1	Gata2	0.054692450910806656
Eklf	Fli1	0.05468948185443878
Cebpa	Eklf	0.05468858405947685
Cebpa	EgrNab	0.054687462747097015
Scl	Gata2	0.05468564108014107
Fli1	Pu1	0.05468529090285301
cJun	Scl	0.05467696487903595
Pu1	Scl	0.054676491767168045
Scl	Gfi1	0.054676447063684464
Gata2	EgrNab	0.054673630744218826
Gfi1	Gata2	0.05467349663376808
Gfi1	EgrNab	0.054669033735990524
Fli1	Gfi1	0.05466185882687569
Gata1	cJun	0.05465744063258171
Scl	cJun	0.054651401937007904
Gfi1	Fli1	0.054649773985147476
Eklf	cJun	0.05464663729071617
Gfi1	Eklf	0.05464620143175125
EgrNab	Eklf	0.05464579164981842
Scl	Pu1	0.054645657539367676
Eklf	Pu1	0.05464138835668564
Gata1	Gfi1	0.054635580629110336
Gata1	Pu1	0.054624754935503006
Cebpa	Fli1	0.054623328149318695
Gfi1	cJun	0.05461724475026131
Gfi1	Scl	0.05461294576525688
Fli1	Cebpa	0.05460646003484726
Pu1	Fog1	0.054605502635240555
Cebpa	Fog1	0.054587941616773605
Gfi1	Fog1	0.05457894876599312
