,LRP,source_gene,target_gene
1,0.0069119697,Dbx2,Dbx1
2,0.011450977,Irx3,Dbx1
3,0.005775668,Nkx22,Dbx1
4,0.00937386,Nkx61,Dbx1
5,0.009164159,Nkx62,Dbx1
6,0.023780879,Olig2,Dbx1
7,0.017339937,Pax6,Dbx1
10,0.008941063,Irx3,Dbx2
11,0.00271904,Nkx22,Dbx2
12,0.0062333783,Nkx61,Dbx2
13,0.007334822,Nkx62,Dbx2
14,0.016681308,Olig2,Dbx2
15,0.011832228,Pax6,Dbx2
19,0.0328999,Nkx22,Irx3
20,0.022159375,Nkx61,Irx3
21,0.008219196,Nkx62,Irx3
22,0.3239625,Olig2,Irx3
23,0.031751953,Pax6,Irx3
28,0.01882311,Nkx61,Nkx22
29,0.0068998476,Nkx62,Nkx22
30,0.06950012,Olig2,Nkx22
31,0.031928208,Pax6,Nkx22
37,0.011366879,Nkx62,Nkx61
38,0.031398743,Olig2,Nkx61
39,0.033506855,Pax6,Nkx61
46,0.023787512,Olig2,Nkx62
47,0.017318062,Pax6,Nkx62
55,0.14321484,Pax6,Olig2
