,LRP,source_gene,target_gene
1,0.013123123,Dbx2,Dbx1
2,0.047372907,Irx3,Dbx1
3,0.0012328612,Nkx22,Dbx1
4,0.009871901,Nkx61,Dbx1
5,0.022464173,Nkx62,Dbx1
6,0.016700916,Olig2,Dbx1
7,0.0033373097,Pax6,Dbx1
10,0.0543016,Irx3,Dbx2
11,0.007542604,Nkx22,Dbx2
12,0.01164776,Nkx61,Dbx2
13,0.021331191,Nkx62,Dbx2
14,0.0036350219,Olig2,Dbx2
15,0.0031093264,Pax6,Dbx2
19,0.13051917,Nkx22,Irx3
20,0.08795291,Nkx61,Irx3
21,0.05426826,Nkx62,Irx3
22,0.122474395,Olig2,Irx3
23,0.12690547,Pax6,Irx3
28,0.01772466,Nkx61,Nkx22
29,0.009980982,Nkx62,Nkx22
30,0.06375082,Olig2,Nkx22
31,0.07501583,Pax6,Nkx22
37,0.017102176,Nkx62,Nkx61
38,0.0050959922,Olig2,Nkx61
39,0.012167858,Pax6,Nkx61
46,0.021924801,Olig2,Nkx62
47,0.01097163,Pax6,Nkx62
55,0.065769695,Pax6,Olig2
