,LRP,source_gene,target_gene
1,0.30225134,Dbx2,Dbx1
2,0.21136662,Irx3,Dbx1
3,0.07079893,Nkx22,Dbx1
4,0.3307702,Nkx61,Dbx1
5,0.055862285,Nkx62,Dbx1
6,0.055429522,Olig2,Dbx1
7,0.078076944,Pax6,Dbx1
10,0.15130997,Irx3,Dbx2
11,0.056630556,Nkx22,Dbx2
12,0.41986543,Nkx61,Dbx2
13,0.03150248,Nkx62,Dbx2
14,0.063826226,Olig2,Dbx2
15,0.07790272,Pax6,Dbx2
19,0.016900586,Nkx22,Irx3
20,0.07474822,Nkx61,Irx3
21,0.014736357,Nkx62,Irx3
22,0.075544015,Olig2,Irx3
23,0.035503857,Pax6,Irx3
28,0.02842556,Nkx61,Nkx22
29,0.01777913,Nkx62,Nkx22
30,0.014774956,Olig2,Nkx22
31,0.0141973095,Pax6,Nkx22
37,0.033363815,Nkx62,Nkx61
38,0.043208405,Olig2,Nkx61
39,0.03397167,Pax6,Nkx61
46,0.01744485,Olig2,Nkx62
47,0.007237644,Pax6,Nkx62
55,0.0053727324,Pax6,Olig2
