,LRP,source_gene,target_gene
1,0.0051724,Dbx2,Dbx1
2,0.010870227,Irx3,Dbx1
3,0.024256386,Nkx22,Dbx1
4,0.0032278374,Nkx61,Dbx1
5,0.003839586,Nkx62,Dbx1
6,0.014322008,Olig2,Dbx1
7,0.017219488,Pax6,Dbx1
10,0.012466973,Irx3,Dbx2
11,0.02294555,Nkx22,Dbx2
12,0.0016720643,Nkx61,Dbx2
13,0.004141832,Nkx62,Dbx2
14,0.010724062,Olig2,Dbx2
15,0.02679881,Pax6,Dbx2
19,0.08638479,Nkx22,Irx3
20,0.009596203,Nkx61,Irx3
21,0.00959136,Nkx62,Irx3
22,0.026224123,Olig2,Irx3
23,0.08681098,Pax6,Irx3
28,0.019065682,Nkx61,Nkx22
29,0.017406432,Nkx62,Nkx22
30,0.05302722,Olig2,Nkx22
31,0.19257824,Pax6,Nkx22
37,0.0022015625,Nkx62,Nkx61
38,0.016203556,Olig2,Nkx61
39,0.024277028,Pax6,Nkx61
46,0.010568051,Olig2,Nkx62
47,0.012804644,Pax6,Nkx62
55,0.047217567,Pax6,Olig2
