,PseudoTime1,PseudoTime2
E1667_105,0.20884,
E160_386,0.7730899999999999,
E817_222,,0.44378
E23_369,,0.7389600000000001
E13_453,,0.9076299999999999
E1783_280,,0.56024
E1882_320,0.64056,
E1285_76,,0.1506
E777_37,,0.07229
E10_338,0.67671,
E1270_153,,0.30522
E313_433,,0.8674700000000001
E1917_358,,0.71687
E219_338,0.67671,
E1296_311,,0.62249
E200_332,,0.66466
E1312_184,0.36746999999999996,
E974_403,,0.80723
E739_326,,0.65261
E1943_471,0.94378,
E617_320,,0.64056
E1443_23,0.044180000000000004,
E1994_204,,0.40763
E465_137,0.27309,
E198_242,0.48394,
E1301_289,0.57831,
E416_24,0.04618,
E1026_225,0.4498,
E1461_498,,0.9979899999999999
E1466_335,,0.67068
E1430_64,,0.12650999999999998
E872_276,0.5522100000000001,
E738_437,,0.8755
E1361_176,0.35141,
E1074_129,0.25703000000000004,
E391_453,,0.9076299999999999
E1206_241,,0.48193
E707_195,,0.38956
E982_38,,0.0743
E1952_271,,0.5421699999999999
E652_4,,0.00602
E1521_40,0.07831,
E1713_60,0.11847,
E1051_348,0.6967899999999999,
E70_441,,0.8835299999999999
E1897_460,,0.92169
E564_470,,0.9417700000000001
E1135_309,,0.61847
E1079_89,,0.17670999999999998
E554_238,0.4759,
E1145_42,,0.08233
E1215_419,0.83936,
E992_497,0.99598,
E1869_414,0.8293200000000001,
E705_154,,0.30723
E742_154,,0.30723
E1711_379,,0.7590399999999999
E1765_47,,0.09237000000000001
E7_190,,0.37951999999999997
E1618_133,,0.26506
E32_438,0.87751,
E580_83,0.16466,
E140_53,,0.10442
E385_285,0.57028,
E115_33,,0.06426
E1028_247,0.49398000000000003,
E63_308,0.61647,
E804_50,,0.09838999999999999
E1843_404,,0.80924
E428_371,,0.74297
E1187_445,0.8915700000000001,
E1417_234,,0.46787
E354_379,0.7590399999999999,
E788_341,,0.6827300000000001
E737_36,0.07028,
E963_6,,0.01004
E204_275,0.5502,
E1918_287,0.5743,
E433_456,,0.91365
E404_461,0.92369,
E914_405,,0.81124
E1685_108,,0.21486
E1700_43,0.08434,
E1970_98,0.19478,
E1034_223,0.44578,
E1429_395,0.7911600000000001,
E1239_247,0.49398000000000003,
E880_71,0.14056,
E1669_489,0.9799200000000001,
E1229_412,0.8253,
E1508_22,0.04217,
E1328_397,0.79518,
E227_45,,0.08835
E823_117,0.23293000000000003,
E715_483,,0.9678700000000001
E223_407,0.81526,
E189_478,0.95783,
E1276_438,0.87751,
E29_173,0.34538,
E915_176,0.35141,
E302_55,,0.10843
E1610_400,0.8012,
E1709_361,,0.7228899999999999
E796_307,0.61446,
E1198_20,,0.03815
E1675_437,0.8755,
E1786_32,0.06225,
E1764_290,0.58032,
E889_155,,0.30924
E1324_470,,0.9417700000000001
E1151_165,,0.32932
E149_490,,0.98193
E1305_60,,0.11847
E1824_81,,0.16064
E1295_37,,0.07229
E700_464,0.9297200000000001,
E769_67,,0.13253
E754_251,,0.5020100000000001
E1696_155,,0.30924
E1953_88,,0.1747
E1980_497,0.99598,
E711_299,0.59839,
E1605_77,,0.15261
E1101_280,0.56024,
E946_442,,0.88554
E1752_5,,0.008029999999999999
E488_305,,0.61044
E1738_270,,0.5401600000000001
E173_374,0.7490000000000001,
E116_293,,0.58635
E941_409,0.8192799999999999,
E1532_295,0.59036,
E1480_443,,0.88755
E1233_422,0.8453799999999999,
E1116_382,,0.7650600000000001
E88_107,,0.21285
E860_198,,0.39558000000000004
E1659_19,,0.03614
E874_312,0.6245,
E922_40,,0.07831
E1830_235,0.46988,
E1586_119,0.23695,
E1042_277,0.5542199999999999,
E1498_210,,0.41968
E1736_97,,0.19277
E1522_194,,0.38755
E1254_463,0.92771,
E611_270,0.5401600000000001,
E1903_145,0.28916,
E1929_379,,0.7590399999999999
E813_161,0.32129,
E659_422,,0.8453799999999999
E723_430,,0.86145
E95_194,,0.38755
E1545_36,,0.07028
E890_60,,0.11847
E1619_183,,0.36546
E966_86,,0.17068
E234_234,0.46787,
E240_106,0.21084,
E310_219,,0.43775
E431_41,0.08032,
E242_79,0.15663,
E1070_68,,0.13454000000000002
E929_113,,0.2249
E1592_345,0.69076,
E270_334,0.66867,
E1203_280,,0.56024
E1967_430,,0.86145
E1383_43,,0.08434
E329_326,0.65261,
E1901_221,0.44177,
E229_161,,0.32129
E1731_153,,0.30522
E978_432,,0.86546
E1648_289,,0.57831
E713_79,0.15663,
E495_193,,0.38554
E867_106,,0.21084
E1472_147,0.29317,
E62_248,0.49598000000000003,
E829_141,,0.28112
E996_111,0.22088000000000002,
E1778_239,0.47791000000000006,
E1558_145,0.28916,
E667_397,0.79518,
E1147_91,,0.18072
E756_269,,0.53815
E448_74,,0.14659
E460_252,,0.50402
E105_390,,0.78112
E386_287,,0.5743
E1354_353,0.7068300000000001,
E444_88,0.1747,
E855_191,,0.38153000000000004
E1318_434,,0.8694799999999999
E17_474,0.9498,
E509_276,,0.5522100000000001
E1485_338,0.67671,
E169_247,,0.49398000000000003
E728_19,,0.03614
E1389_3,,0.00402
E12_122,0.24297,
E1471_36,,0.07028
E1879_282,,0.56426
E637_130,,0.25904
E772_95,0.18875999999999998,
E104_400,0.8012,
E1424_251,,0.5020100000000001
E496_89,,0.17670999999999998
E1831_322,0.64458,
E1556_137,0.27309,
E1505_162,,0.32329
E1408_164,0.32731,
E1039_166,,0.33133
E1_190,0.37951999999999997,
E1124_254,0.50803,
E237_329,0.65863,
E1604_222,0.44378,
E490_77,0.15261,
E1798_491,0.9839399999999999,
E1915_133,,0.26506
E1110_219,,0.43775
E1832_108,,0.21486
E397_64,,0.12650999999999998
E781_299,,0.59839
E182_52,0.10240999999999999,
E1563_417,,0.83534
E1128_462,0.9257,
E233_340,0.68072,
E623_480,,0.96185
E406_95,0.18875999999999998,
E833_381,,0.76305
E755_237,0.4739,
E1795_136,0.27108000000000004,
E137_440,,0.8815299999999999
E1052_354,,0.7088399999999999
E1284_150,0.2992,
E79_379,0.7590399999999999,
E1091_37,0.07229,
E1319_119,,0.23695
E816_187,0.37349,
E1268_269,0.53815,
E746_69,0.13655,
E1966_155,,0.30924
E561_44,0.08635,
E1961_436,0.87349,
E736_438,0.87751,
E1753_112,0.22289,
E967_109,,0.21686999999999998
E749_129,,0.25703000000000004
E1178_136,,0.27108000000000004
E1761_127,0.25301,
E1889_333,,0.66667
E28_481,,0.96386
E1926_360,0.72088,
E263_369,,0.7389600000000001
E371_428,0.8574299999999999,
E1585_169,,0.33735
E763_137,,0.27309
E172_379,,0.7590399999999999
E1740_461,0.92369,
E133_217,0.43373,
E1681_46,0.09036,
E26_147,0.29317,
E1255_366,,0.73293
E1021_339,0.67871,
E1017_227,,0.45382
E1192_132,,0.26305
E696_339,0.67871,
E643_182,,0.36345
E112_87,,0.17269
E192_230,,0.45983999999999997
E1058_8,,0.01406
E1816_313,0.62651,
E176_191,,0.38153000000000004
E1355_446,0.8935700000000001,
E1656_44,,0.08635
E41_227,,0.45382
E1919_91,,0.18072
E645_174,0.34739000000000003,
E450_282,,0.56426
E642_461,0.92369,
E179_52,,0.10240999999999999
E1782_423,0.84739,
E1356_4,,0.00602
E1705_31,0.060239999999999995,
E1513_364,,0.72892
E425_162,,0.32329
E85_397,,0.79518
E1394_151,0.3012,
E1142_308,0.61647,
E863_150,0.2992,
E432_90,0.17870999999999998,
E1533_353,,0.7068300000000001
E1336_146,0.29116,
E225_291,,0.58233
E1886_413,0.82731,
E1988_164,,0.32731
E847_159,0.31727,
E74_309,,0.61847
E1906_191,,0.38153000000000004
E96_110,,0.21888000000000002
E1311_458,0.9176700000000001,
E1981_30,,0.05823
E76_408,,0.8172699999999999
E486_454,0.90964,
E293_44,,0.08635
E276_157,,0.31325
E1400_144,,0.28715
E972_398,,0.79719
E1733_285,,0.57028
E1176_420,0.8413700000000001,
E205_105,0.20884,
E2_37,,0.07229
E1931_268,,0.53614
E40_399,0.7992,
E1674_397,,0.79518
E1945_327,,0.65462
E194_309,,0.61847
E729_212,,0.42368999999999996
E1525_203,0.40562,
E1811_408,,0.8172699999999999
E312_274,0.54819,
E1993_18,0.03414,
E56_109,0.21686999999999998,
E1413_96,,0.19075999999999999
E1562_483,0.9678700000000001,
E86_339,0.67871,
E281_275,,0.5502
E961_435,,0.87149
E1122_6,,0.01004
E1092_71,,0.14056
E1218_114,,0.22691
E579_445,,0.8915700000000001
E831_297,,0.59438
E1109_13,0.0241,
E1144_285,,0.57028
E507_301,0.60241,
E1646_268,0.53614,
E1256_172,,0.34337
E888_276,,0.5522100000000001
E396_365,0.73092,
E684_124,,0.24699000000000002
E377_134,,0.26707
E1841_441,,0.8835299999999999
E387_261,0.5220899999999999,
E24_48,,0.09437999999999999
E776_184,,0.36746999999999996
E1800_327,0.65462,
E71_79,,0.15663
E1132_35,,0.06827000000000001
E1982_391,0.78313,
E285_83,,0.16466
