,PseudoTime1,PseudoTime2,PseudoTime3
E2503_501,0.6261,NA,NA
E4493_391,NA,NA,0.48808
E199_247,0.3074,NA,NA
E2000_380,NA,0.47428,NA
E1976_564,NA,NA,0.70514
E1599_289,0.3601,NA,NA
E3262_82,NA,NA,0.10038
E2106_741,0.92723,NA,NA
E3609_407,NA,NA,0.50816
E1455_388,NA,0.48432,NA
E2329_248,0.30866,NA,NA
E3127_749,NA,NA,0.93726
E4569_178,NA,NA,0.22083
E700_610,0.76286,NA,NA
E898_240,0.29862,NA,NA
E1444_596,NA,NA,0.74529
E3712_476,NA,NA,0.59473
E1908_617,0.77164,NA,NA
E3353_621,NA,0.77666,NA
E2573_545,NA,NA,0.6813
E2233_311,NA,0.3877,NA
E758_743,0.92974,NA,NA
E982_429,NA,NA,0.53576
E2587_554,NA,NA,0.6926
E1667_642,0.80301,NA,NA
E592_460,NA,NA,0.57465
E4317_412,NA,0.51443,NA
E873_738,NA,0.92346,NA
E4828_81,NA,0.09912,NA
E3419_718,NA,NA,0.89837
E228_411,0.51317,NA,NA
E3308_350,NA,0.43664,NA
E1173_529,NA,0.66123,NA
E1480_504,NA,0.62986,NA
E2134_344,0.42911,NA,NA
E1037_573,NA,NA,0.71644
E1840_630,0.78795,NA,NA
E3233_166,0.20577,NA,NA
E4451_580,NA,NA,0.72522
E676_266,0.33124,NA,NA
E2335_174,NA,NA,0.21581
E2116_797,NA,NA,0.99749
E2297_274,0.34128,NA,NA
E522_255,0.31744,NA,NA
E1653_58,0.07026,NA,NA
E2348_60,0.07277,NA,NA
E2974_663,0.82936,NA,NA
E3418_369,0.46048,NA,NA
E4735_298,0.37139,NA,NA
E1202_726,NA,NA,0.90841
E531_621,0.77666,NA,NA
E1317_220,NA,NA,0.27353
E875_414,NA,NA,0.51694
E1730_106,NA,0.13049,NA
E574_755,NA,NA,0.94479
E2787_23,NA,0.02635,NA
E4292_316,NA,NA,0.39398
E4041_194,0.2409,NA,NA
E2298_786,0.98369,NA,NA
E2108_109,NA,NA,0.13425
E636_261,0.32497,NA,NA
E184_326,NA,0.40652,NA
E3569_433,NA,NA,0.54078
E3721_427,0.53325,NA,NA
E106_44,NA,0.0527,NA
E3147_457,0.57089,NA,NA
E4678_601,NA,NA,0.75157
E3711_648,NA,0.81054,NA
E4963_13,0.0138,NA,NA
E3064_262,0.32622,NA,NA
E2887_582,0.72773,NA,NA
E3274_355,0.44291,NA,NA
E1328_416,NA,0.51945,NA
E1544_82,NA,0.10038,NA
E1992_716,0.89586,NA,NA
E1669_495,0.61857,NA,NA
E1816_702,NA,0.87829,NA
E2265_370,NA,NA,0.46173
E2696_664,NA,NA,0.83061
E2504_128,0.15809,NA,NA
E2154_249,0.30991,NA,NA
E3389_512,0.6399,NA,NA
E4345_275,NA,NA,0.34253
E3855_401,NA,NA,0.50063
E729_485,0.60602,NA,NA
E3517_131,NA,NA,0.16186
E1606_376,NA,0.46926,NA
E3844_422,NA,NA,0.52698
E1866_22,0.02509,NA,NA
E3136_660,0.8256,NA,NA
E306_310,NA,0.38645,NA
E3858_681,NA,0.85194,NA
E293_164,0.20326,NA,NA
E4703_106,NA,NA,0.13049
E247_158,NA,0.19573,NA
E4471_546,NA,0.68256,NA
E845_600,NA,0.75031,NA
E623_603,0.75408,NA,NA
E4592_36,NA,NA,0.04266
E989_550,NA,0.68758,NA
E3428_329,0.41029,NA,NA
E4076_138,NA,NA,0.17064
E2387_373,0.4655,NA,NA
E775_685,NA,0.85696,NA
E2905_336,0.41907,NA,NA
E148_389,NA,NA,0.48557
E2743_792,NA,0.99122,NA
E3195_465,NA,NA,0.58093
E253_446,NA,0.55709,NA
E4788_313,0.39021,NA,NA
E1113_750,NA,NA,0.93852
E1796_121,NA,0.14931,NA
E210_286,NA,0.35634,NA
E3789_339,0.42284,NA,NA
E4002_618,0.7729,NA,NA
E1681_238,0.29611,NA,NA
E4696_623,0.77917,NA,NA
E42_763,NA,0.95483,NA
E2593_652,NA,NA,0.81556
E1198_320,NA,0.399,NA
E3042_750,0.93852,NA,NA
E4241_481,0.601,NA,NA
E4626_718,NA,0.89837,NA
E3516_256,0.3187,NA,NA
E4439_554,0.6926,NA,NA
E1625_5,0.00376,NA,NA
E3008_409,0.51066,NA,NA
E2483_475,NA,NA,0.59348
E1280_764,NA,0.95609,NA
E3463_431,NA,NA,0.53827
E4441_717,0.89711,NA,NA
E4545_644,0.80552,NA,NA
E3295_122,0.15056,NA,NA
E4139_379,0.47302,NA,NA
E3919_402,NA,0.50188,NA
E1668_321,NA,NA,0.40025
E1814_401,NA,NA,0.50063
E2964_596,0.74529,NA,NA
E3672_781,0.97742,NA,NA
E4549_280,NA,NA,0.34881
E1623_138,0.17064,NA,NA
E3954_412,NA,0.51443,NA
E2565_311,NA,0.3877,NA
E6_355,NA,NA,0.44291
E4091_790,NA,0.98871,NA
E414_686,NA,0.85822,NA
E2957_58,NA,NA,0.07026
E3636_232,NA,0.28858,NA
E4873_60,NA,NA,0.07277
E1916_134,0.16562,NA,NA
E1321_75,NA,NA,0.09159
E706_76,NA,0.09285,NA
E123_750,NA,NA,0.93852
E2161_740,NA,0.92597,NA
E3106_406,NA,NA,0.5069
E4825_234,0.29109,NA,NA
E4878_416,NA,0.51945,NA
E803_506,NA,0.63237,NA
E701_670,0.83814,NA,NA
E378_394,0.49184,NA,NA
E2386_252,0.31368,NA,NA
E428_433,0.54078,NA,NA
