,PseudoTime1,PseudoTime2
E77_264,NA,0.51173
E52_310,0.60981,NA
E92_272,NA,0.52878
E56_354,0.70362,NA
E78_476,NA,0.96375
E2_240,NA,0.46055
E3_267,0.51812,NA
E38_279,0.54371,NA
E19_481,0.97441,NA
E0_201,0.3774,NA
E67_24,NA,0.0
E16_471,0.95309,NA
E85_48,0.05117,NA
E74_316,0.6226,NA
E39_32,NA,0.01706
E72_121,0.20682,NA
E54_424,0.85288,NA
E41_185,0.34328,NA
E47_468,0.9467,NA
E32_59,NA,0.07463
E73_235,0.44989,NA
E42_399,0.79957,NA
E99_107,0.17697,NA
E63_64,NA,0.08529
E57_127,NA,0.21962
E4_137,0.24094,NA
E91_346,NA,0.68657
E51_435,NA,0.87633
E96_124,NA,0.21322
E1_129,NA,0.22388
E79_404,0.81023,NA
E82_183,NA,0.33902
E90_215,0.40725,NA
E83_304,0.59701,NA
E81_280,0.54584,NA
E27_186,0.34542,NA
E69_439,0.88486,NA
E22_108,0.1791,NA
E11_331,NA,0.65458
E9_372,NA,0.742
E24_125,0.21535,NA
E5_155,NA,0.27932
E18_55,0.0661,NA
E75_110,NA,0.18337
E76_450,NA,0.90832
E30_191,NA,0.35608
E66_154,NA,0.27719
E36_74,NA,0.10661
E35_103,0.16844,NA
E12_207,0.39019,NA
E93_489,0.99147,NA
E25_124,NA,0.21322
E33_330,0.65245,NA
E70_382,NA,0.76333
E71_355,0.70576,NA
E45_224,NA,0.42644
E65_261,0.50533,NA
E61_225,NA,0.42857
E31_102,NA,0.16631
E87_477,NA,0.96588
E94_359,NA,0.71429
E29_27,NA,0.0064
E53_49,0.0533,NA
E97_169,NA,0.30917
E59_118,NA,0.20043
E50_29,NA,0.01066
E49_182,0.33689,NA
E68_289,NA,0.56503
E64_253,0.48827,NA
E80_193,0.36034,NA
E89_229,NA,0.4371
E8_40,0.03412,NA
E6_438,NA,0.88273
E48_210,0.39659,NA
E98_216,0.40938,NA
E26_218,NA,0.41365
E10_190,NA,0.35394
E21_278,0.54158,NA
E34_322,NA,0.63539
E28_388,NA,0.77612
E95_84,0.12793,NA
E84_141,0.24947,NA
E20_29,0.01066,NA
E23_114,NA,0.1919
E17_419,NA,0.84222
E62_464,NA,0.93817
E7_340,NA,0.67377
E37_482,0.97655,NA
E46_324,0.63966,NA
E86_334,NA,0.66098
E14_115,0.19403,NA
E44_105,0.17271,NA
E60_58,0.07249,NA
E13_218,NA,0.41365
E58_493,1.0,NA
E43_300,NA,0.58849
E55_308,NA,0.60554
E15_33,0.01919,NA
E40_159,0.28785,NA
E88_253,NA,0.48827
