,PseudoTime1,PseudoTime2
E100_585,NA,0.7298
E85_310,0.38258,NA
E4_411,0.5101,NA
E178_666,NA,0.83207
E93_204,0.24874,NA
E63_106,NA,0.125
E138_533,0.66414,NA
E166_795,0.99495,NA
E147_171,0.20707,NA
E161_218,NA,0.26641
E173_462,NA,0.57449
E120_403,NA,0.5
E133_482,0.59975,NA
E73_227,0.27778,NA
E16_513,NA,0.63889
E74_519,NA,0.64646
E125_180,NA,0.21843
E86_320,NA,0.3952
E97_700,0.875,NA
E39_366,NA,0.45328
E182_597,0.74495,NA
E152_515,NA,0.64141
E123_80,NA,0.09217
E132_237,0.2904,NA
E13_282,NA,0.34722
E66_249,0.30556,NA
E145_53,NA,0.05808
E78_312,NA,0.3851
E94_558,0.69571,NA
E20_74,NA,0.0846
E64_350,NA,0.43308
E34_662,0.82702,NA
E167_200,0.24369,NA
E192_736,NA,0.92045
E81_21,NA,0.01768
E191_7,NA,0.0
E126_786,0.98359,NA
E148_660,NA,0.82449
E130_439,NA,0.54545
E17_185,0.22475,NA
E196_300,0.36995,NA
E128_633,NA,0.7904
E71_333,NA,0.41162
E160_29,NA,0.02778
E116_526,NA,0.6553
E91_298,0.36742,NA
E135_549,NA,0.68434
E18_190,NA,0.23106
E87_321,0.39646,NA
E15_651,NA,0.81313
E142_29,NA,0.02778
E98_21,NA,0.01768
E23_244,NA,0.29924
E168_365,0.45202,NA
E24_315,NA,0.38889
E157_114,0.1351,NA
E56_582,NA,0.72601
E134_705,NA,0.88131
E0_58,0.06439,NA
E96_90,0.1048,NA
E1_20,NA,0.01641
E82_485,0.60354,NA
E113_509,NA,0.63384
E2_220,0.26894,NA
E180_384,NA,0.47601
E197_653,0.81566,NA
E22_701,NA,0.87626
E154_492,0.61237,NA
E170_311,NA,0.38384
E30_618,NA,0.77146
E184_723,0.90404,NA
E79_244,NA,0.29924
E129_245,0.30051,NA
E38_176,NA,0.21338
E171_566,0.70581,NA
E181_799,1.0,NA
E44_23,NA,0.0202
E141_103,0.12121,NA
E140_51,NA,0.05556
E124_642,0.80177,NA
E99_427,0.5303,NA
E3_417,NA,0.51768
E89_573,0.71465,NA
E162_574,NA,0.71591
E36_358,0.44318,NA
E104_400,NA,0.49621
E70_759,NA,0.94949
E159_774,0.96843,NA
E92_80,0.09217,NA
E110_241,NA,0.29545
E190_399,0.49495,NA
E46_325,NA,0.40152
E177_758,NA,0.94823
E68_681,NA,0.85101
E80_531,NA,0.66162
E150_584,0.72854,NA
E117_765,0.95707,NA
E5_200,NA,0.24369
E107_473,0.58838,NA
E55_601,0.75,NA
E118_85,0.09848,NA
E179_230,NA,0.28157
E48_150,0.18056,NA
E45_557,0.69444,NA
E90_525,NA,0.65404
E53_745,NA,0.93182
E136_84,0.09722,NA
E40_519,0.64646,NA
E108_29,0.02778,NA
E189_261,NA,0.32071
E155_521,0.64899,NA
E75_438,0.54419,NA
E51_564,NA,0.70328
E49_732,0.9154,NA
E28_47,0.05051,NA
E6_381,NA,0.47222
E84_456,NA,0.56692
E106_500,NA,0.62247
E198_430,0.53409,NA
E7_582,0.72601,NA
E67_540,0.67298,NA
E10_523,NA,0.65152
E151_190,NA,0.23106
E77_179,0.21717,NA
E37_200,0.24369,NA
E95_241,0.29545,NA
E127_31,0.0303,NA
E103_695,NA,0.86869
E153_381,NA,0.47222
E76_21,0.01768,NA
E149_524,NA,0.65278
E139_467,NA,0.58081
E65_631,NA,0.78788
E115_173,0.2096,NA
E119_326,NA,0.40278
E59_32,NA,0.03157
E194_69,0.07828,NA
E25_63,0.07071,NA
E105_795,NA,0.99495
E111_242,NA,0.29672
E35_602,NA,0.75126
E109_532,0.66288,NA
E144_530,NA,0.66035
E175_763,NA,0.95455
E29_537,0.66919,NA
E164_255,NA,0.31313
E11_327,NA,0.40404
E88_59,0.06566,NA
E26_376,0.46591,NA
E62_702,NA,0.87753
E186_331,0.40909,NA
E61_299,NA,0.36869
E101_465,0.57828,NA
E131_770,NA,0.96338
E43_454,NA,0.56439
E174_449,0.55808,NA
E185_693,0.86616,NA
E102_688,NA,0.85985
E21_528,0.65783,NA
E8_418,0.51894,NA
E158_357,0.44192,NA
E114_399,NA,0.49495
E199_621,0.77525,NA
E112_740,0.92551,NA
E69_509,0.63384,NA
E121_593,0.7399,NA
E54_69,NA,0.07828
E19_169,0.20455,NA
E60_244,NA,0.29924
E9_103,NA,0.12121
E31_108,NA,0.12753
E163_648,NA,0.80934
E83_16,0.01136,NA
E193_354,0.43813,NA
E57_607,NA,0.75758
E27_165,0.19949,NA
E176_353,0.43687,NA
E169_442,0.54924,NA
E183_726,0.90783,NA
E122_755,0.94444,NA
E187_249,NA,0.30556
E33_7,0.0,NA
E165_221,NA,0.2702
E58_260,0.31944,NA
E14_376,NA,0.46591
E143_365,NA,0.45202
E137_573,0.71465,NA
E156_482,0.59975,NA
E50_9,0.00253,NA
E172_465,0.57828,NA
E32_788,NA,0.98611
E41_621,0.77525,NA
E188_613,NA,0.76515
E195_46,0.04924,NA
E52_438,NA,0.54419
E47_231,NA,0.28283
E42_357,NA,0.44192
E12_757,NA,0.94697
E72_291,NA,0.35859
E146_560,0.69823,NA
