,PseudoTime1,PseudoTime2,PseudoTime3
E4397_82,NA,0.1015,NA
E1673_580,NA,NA,0.72556
E100_759,0.94987,NA,NA
E2345_343,NA,NA,0.42857
E2340_35,0.04261,NA,NA
E1870_422,NA,0.52757,NA
E3924_39,NA,NA,0.04762
E3775_418,0.52256,NA,NA
E4915_176,NA,0.2193,NA
E2397_487,NA,NA,0.60902
E576_563,NA,NA,0.70426
E1748_734,0.91855,NA,NA
E2753_121,0.15038,NA,NA
E2628_650,0.81328,NA,NA
E2008_74,NA,NA,0.09148
E779_350,NA,0.43734,NA
E1716_681,NA,0.85213,NA
E3391_436,0.54511,NA,NA
E1644_561,NA,0.70175,NA
E2462_239,0.29825,NA,NA
E380_42,NA,0.05138,NA
E2677_289,0.3609,NA,NA
E547_515,0.64411,NA,NA
E3989_544,NA,0.68045,NA
E2427_144,0.1792,NA,NA
E3887_298,NA,NA,0.37218
E744_229,NA,0.28571,NA
E4547_162,NA,NA,0.20175
E4231_238,NA,0.29699,NA
E3734_281,0.35088,NA,NA
E4133_658,0.82331,NA,NA
E2895_429,0.53634,NA,NA
E3319_561,NA,NA,0.70175
E552_8,NA,NA,0.00877
E1985_509,0.63659,NA,NA
E2313_616,NA,0.77068,NA
E4657_155,NA,NA,0.19298
E556_794,0.99373,NA,NA
E457_638,NA,0.79825,NA
E4380_97,NA,NA,0.1203
E2829_363,0.45363,NA,NA
E4251_516,0.64536,NA,NA
E4654_343,0.42857,NA,NA
E1778_488,NA,NA,0.61028
E4840_770,NA,NA,0.96366
E3030_447,NA,NA,0.5589
E3357_328,NA,NA,0.40977
E713_522,NA,NA,0.65288
E1359_659,0.82456,NA,NA
E1873_424,0.53008,NA,NA
E4908_496,0.6203,NA,NA
E4824_505,NA,0.63158,NA
E2701_723,NA,NA,0.90476
E4584_436,0.54511,NA,NA
E749_412,0.51504,NA,NA
E4088_788,NA,0.98622,NA
E1534_532,0.66541,NA,NA
E3100_57,0.07018,NA,NA
E89_499,NA,NA,0.62406
E4467_384,NA,0.47995,NA
E1333_224,NA,0.27945,NA
E254_250,NA,0.31203,NA
E2413_543,NA,0.6792,NA
E4990_796,0.99624,NA,NA
E4993_502,NA,NA,0.62782
E4697_146,0.1817,NA,NA
E1045_527,NA,0.65915,NA
E1151_447,NA,NA,0.5589
E4716_74,NA,NA,0.09148
E20_366,NA,NA,0.45739
E2148_542,0.67794,NA,NA
E780_261,0.32581,NA,NA
E1751_240,NA,NA,0.2995
E4953_402,NA,0.50251,NA
E1391_111,NA,NA,0.13784
E2339_66,NA,NA,0.08145
E4991_703,NA,NA,0.8797
E3393_798,NA,NA,0.99875
E3195_315,0.39348,NA,NA
E530_198,NA,NA,0.24687
E2264_689,NA,0.86216,NA
E1440_499,0.62406,NA,NA
E2743_698,0.87343,NA,NA
E4576_328,0.40977,NA,NA
E2883_315,0.39348,NA,NA
E2100_612,NA,NA,0.76566
E2729_757,0.94737,NA,NA
E3582_252,0.31454,NA,NA
E3856_648,0.81078,NA,NA
