TF	Target	EdgeWeight
DHH	PGD2	0.010605319403111935
CTNNB1	RSPO1	0.010600256733596325
AMH	FGF9	0.010589580982923508
SOX9	FGF9	0.010568118654191494
PGD2	SOX9	0.010555683635175228
SRY	DMRT1	0.010551109910011292
NR5A1	WT1pKTS	0.010547378100454807
RSPO1	FOXL2	0.010541664436459541
AMH	DMRT1	0.010540477000176907
SOX9	DMRT1	0.010539776645600796
DHH	AMH	0.010539173148572445
DHH	FGF9	0.010537094436585903
DMRT1	DHH	0.010536964982748032
RSPO1	NR0B1	0.010535645298659801
AMH	SOX9	0.01053560059517622
NR0B1	RSPO1	0.010532195679843426
SOX9	SRY	0.01053039450198412
SOX9	DHH	0.010527686215937138
DKK1	AMH	0.0105251120403409
SOX9	PGD2	0.010525020770728588
SOX9	DKK1	0.010522025637328625
RSPO1	CTNNB1	0.010521695017814636
SRY	DHH	0.01051877997815609
DMRT1	SRY	0.01051538996398449
SRY	NR5A1	0.010512091219425201
PGD2	FGF9	0.010512005537748337
DKK1	PGD2	0.010510663501918316
FOXL2	CTNNB1	0.010510480962693691
RSPO1	WNT4	0.010509438812732697
PGD2	AMH	0.010508766397833824
FGF9	DHH	0.010507599450647831
CTNNB1	NR0B1	0.010505575686693192
DKK1	FGF9	0.010503901168704033
PGD2	NR5A1	0.01050110999494791
DHH	SRY	0.010500158183276653
WNT4	FOXL2	0.010500097647309303
DMRT1	AMH	0.010496938601136208
AMH	DHH	0.010496239177882671
SOX9	WT1pKTS	0.010494260117411613
DMRT1	FGF9	0.010493656620383263
NR5A1	FGF9	0.01049334928393364
AMH	PGD2	0.010491345077753067
WNT4	NR0B1	0.010485496371984482
DKK1	SRY	0.010485222563147545
DMRT1	DKK1	0.010482310317456722
DKK1	DMRT1	0.010480744764208794
CTNNB1	FOXL2	0.010480713099241257
NR5A1	PGD2	0.010480066761374474
SOX9	AMH	0.01047977153211832
PGD2	DHH	0.010478010401129723
SOX9	NR5A1	0.010473977774381638
SRY	WT1pKTS	0.01047370582818985
FGF9	AMH	0.010472326539456844
CBX2	UGR	0.010472139343619347
WT1pKTS	PGD2	0.010463827289640903
NR5A1	CBX2	0.010463298298418522
NR0B1	WNT4	0.010461957193911076
DMRT1	SOX9	0.010458333417773247
SRY	FGF9	0.01045717392116785
NR5A1	SRY	0.010453522205352783
NR5A1	DMRT1	0.010452103801071644
CBX2	WT1pKTS	0.010451442562043667
DKK1	DHH	0.010450940579175949
SRY	DKK1	0.010450739413499832
CBX2	NR5A1	0.010448930785059929
DHH	DKK1	0.010447211563587189
FGF9	SOX9	0.010444658808410168
FOXL2	NR0B1	0.010443894192576408
NR5A1	DKK1	0.010438929311931133
FGF9	DMRT1	0.010437838733196259
NR5A1	AMH	0.010431574657559395
SRY	PGD2	0.010431497357785702
CTNNB1	GATA4	0.010430341586470604
NR0B1	CTNNB1	0.01042845193296671
WNT4	RSPO1	0.010427714325487614
AMH	NR5A1	0.010425516404211521
WT1pKTS	NR5A1	0.010424526408314705
NR5A1	DHH	0.010424140840768814
WT1pKTS	DHH	0.010422430001199245
