,PseudoTime1,PseudoTime2
E4343_197,0.24372,NA
E1360_602,NA,0.75251
E2227_173,NA,0.21357
E3018_181,NA,0.22362
E2248_121,0.14824,NA
E1885_252,NA,0.31281
E3975_123,NA,0.15075
E4073_761,NA,0.95226
E1820_395,NA,0.49246
E4075_613,0.76633,NA
E2347_271,NA,0.33668
E2302_691,0.86432,NA
E4448_94,0.11432,NA
E3256_568,NA,0.7098
E3163_128,0.15704,NA
E4886_259,0.32161,NA
E2504_230,NA,0.28518
E2290_133,0.16332,NA
E4040_771,NA,0.96482
E4997_267,0.33166,NA
E4738_282,NA,0.3505
E1189_204,NA,0.25251
E2700_625,0.78141,NA
E2753_521,NA,0.65075
E458_429,NA,0.53518
E4600_307,NA,0.38191
E1506_150,NA,0.18467
E4887_797,0.99749,NA
E1163_353,NA,0.4397
E3053_148,0.18216,NA
E2420_129,NA,0.15829
E1451_173,0.21357,NA
E2281_255,0.31658,NA
E2195_665,0.83166,NA
E2379_253,0.31407,NA
E2150_346,0.4309,NA
E826_474,NA,0.59171
E1490_666,NA,0.83291
E805_194,NA,0.23995
E66_647,0.80905,NA
E4474_286,0.35553,NA
E2976_489,0.61055,NA
E4770_24,0.02638,NA
E210_447,0.55779,NA
E1663_342,NA,0.42588
E3606_136,0.16709,NA
E3183_659,NA,0.82412
E1102_35,NA,0.0402
E217_466,0.58166,NA
E4650_635,NA,0.79397
E4130_284,0.35302,NA
E1862_790,NA,0.98869
E314_234,NA,0.2902
E3973_751,NA,0.9397
E251_788,NA,0.98618
E324_386,0.48116,NA
E3072_782,NA,0.97864
E186_247,0.30653,NA
E2687_685,NA,0.85678
E2417_388,NA,0.48367
E661_641,NA,0.80151
E2624_483,0.60302,NA
E1652_723,0.90452,NA
E1184_235,0.29146,NA
E3373_465,NA,0.5804
E4615_181,NA,0.22362
E3581_128,0.15704,NA
E2648_656,0.82035,NA
E773_231,0.28643,NA
E3820_638,0.79774,NA
E1289_392,0.48869,NA
E705_318,0.39573,NA
E2431_94,0.11432,NA
E4550_456,NA,0.5691
E2982_732,NA,0.91583
E2076_473,NA,0.59045
E2327_450,0.56156,NA
E730_711,0.88945,NA
E3004_446,0.55653,NA
E1284_412,0.51382,NA
E3648_255,0.31658,NA
E2461_389,0.48492,NA
E1359_16,0.01633,NA
E4068_51,NA,0.0603
E105_199,0.24623,NA
E1743_63,0.07538,NA
E2669_292,NA,0.36307
E3327_742,NA,0.92839
E72_684,NA,0.85553
E4614_411,NA,0.51256
E4088_488,NA,0.6093
E1563_643,NA,0.80402
E4010_312,NA,0.38819
E3351_452,0.56407,NA
E835_799,NA,1.0
E712_654,0.81784,NA
E4440_141,NA,0.17337
E4685_155,NA,0.19095
E3050_714,0.89322,NA
E807_649,0.81156,NA
E2081_580,NA,0.72487
E1758_62,NA,0.07412
E188_665,0.83166,NA
E3919_464,0.57915,NA
E3410_747,0.93467,NA
E1556_511,0.63819,NA
E2999_506,NA,0.63191
E2891_482,0.60176,NA
E3745_285,NA,0.35427
E3325_725,0.90704,NA
E4588_394,0.49121,NA
E1176_101,NA,0.12312
E3238_90,0.1093,NA
E4954_704,0.88065,NA
E2366_179,0.22111,NA
E3220_282,0.3505,NA
E1945_314,NA,0.3907
E858_513,0.6407,NA
E1979_162,NA,0.19975
E2887_775,0.96985,NA
E622_741,0.92714,NA
E1311_569,0.71106,NA
E4663_546,0.68216,NA
E3987_671,0.8392,NA
E2569_799,1.0,NA
E3460_744,0.9309,NA
E193_267,NA,0.33166
E1903_167,0.20603,NA
E3502_59,0.07035,NA
E266_280,0.34799,NA
E3926_30,0.03392,NA
E1106_467,NA,0.58291
E1434_235,NA,0.29146
E2093_343,0.42714,NA
E3084_200,0.24749,NA
E974_565,0.70603,NA
E2136_391,0.48744,NA
E3966_493,0.61558,NA
E2797_614,0.76759,NA
E2523_395,0.49246,NA
E3845_554,NA,0.69221
E2526_350,0.43593,NA
E4571_543,NA,0.67839
E4081_634,0.79271,NA
E2940_560,0.69975,NA
E3118_708,0.88568,NA
E1933_692,NA,0.86558
E3661_287,0.35678,NA
E4972_640,NA,0.80025
E4211_658,0.82286,NA
E2667_279,NA,0.34673
E521_223,NA,0.27638
E4409_481,0.6005,NA
E2574_205,NA,0.25377
E2625_198,0.24497,NA
E3066_621,0.77638,NA
E2779_278,0.34548,NA
E109_148,NA,0.18216
E2820_33,NA,0.03769
E3808_9,0.00754,NA
E4895_28,NA,0.03141
E2731_296,0.36809,NA
E1767_411,0.51256,NA
E3601_144,0.17714,NA
E3686_576,NA,0.71985
E2092_88,NA,0.10678
E3964_305,0.3794,NA
E3776_444,0.55402,NA
E3711_235,0.29146,NA
E2795_580,0.72487,NA
E804_437,NA,0.54523
E1037_81,0.09799,NA
E735_554,0.69221,NA
E4418_598,0.74749,NA
E4427_465,0.5804,NA
E2095_768,0.96106,NA
E4320_593,NA,0.74121
E25_764,0.95603,NA
E3584_793,0.99246,NA
E2133_192,0.23744,NA
E1832_413,0.51508,NA
E3759_137,0.16834,NA
E3535_670,0.83794,NA
E1940_492,0.61432,NA
E1781_158,0.19472,NA
E1072_491,NA,0.61307
E2738_521,0.65075,NA
E2791_385,NA,0.4799
E3548_456,NA,0.5691
E3207_67,0.0804,NA
E3339_140,NA,0.17211
E625_20,0.02136,NA
E915_185,NA,0.22864
E3577_521,0.65075,NA
E4931_279,NA,0.34673
E227_155,NA,0.19095
E157_35,NA,0.0402
E4908_495,NA,0.61809
E3801_596,0.74497,NA
E571_566,NA,0.70729
E1550_775,0.96985,NA
E4083_777,NA,0.97236
E71_4,NA,0.00126
E3374_167,NA,0.20603
E376_555,NA,0.69347
E3898_586,0.73241,NA
E3693_406,0.50628,NA
E2867_587,NA,0.73367
E1475_119,0.14573,NA
E4483_520,0.6495,NA
E1240_310,NA,0.38568
E1011_583,NA,0.72864
E1460_444,NA,0.55402
E3657_650,0.81281,NA
E2160_613,0.76633,NA
E3616_321,0.3995,NA
E4728_405,NA,0.50503
E2726_246,0.30528,NA
E86_686,0.85804,NA
E155_338,0.42085,NA
E1782_436,NA,0.54397
E493_498,0.62186,NA
E3625_390,0.48618,NA
E2566_698,0.87312,NA
E1588_622,NA,0.77764
E2849_796,0.99623,NA
E3055_58,NA,0.0691
E1430_654,0.81784,NA
E4740_735,0.9196,NA
E4586_462,0.57663,NA
E1065_19,NA,0.0201
E30_21,0.02261,NA
E2898_158,NA,0.19472
E1462_642,NA,0.80276
E2848_444,NA,0.55402
E3279_427,0.53266,NA
E917_20,0.02136,NA
E4772_476,NA,0.59422
E897_125,0.15327,NA
E4373_34,0.03894,NA
E3539_204,NA,0.25251
E315_420,0.52387,NA
E4830_225,0.27889,NA
E4552_368,NA,0.45854
E1554_617,0.77136,NA
E2581_585,NA,0.73116
E429_132,0.16206,NA
E2021_729,0.91206,NA
E3644_587,NA,0.73367
E130_256,0.31784,NA
E2921_351,0.43719,NA
E4367_181,NA,0.22362
E717_570,NA,0.71231
E409_239,0.29648,NA
E2216_753,NA,0.94221
E2367_369,0.4598,NA
E373_658,NA,0.82286
E637_693,NA,0.86683
E1887_384,NA,0.47864
E1573_175,NA,0.21608
E110_718,NA,0.89824
E4881_217,NA,0.26884
E683_359,NA,0.44724
E4237_102,0.12437,NA
E482_385,0.4799,NA
E3622_472,NA,0.5892
E3595_374,0.46608,NA
E4076_320,0.39824,NA
E285_555,0.69347,NA
E2507_27,0.03015,NA
E2560_21,NA,0.02261
E4602_202,0.25,NA
E1545_484,0.60427,NA
E4784_258,NA,0.32035
E4473_15,NA,0.01508
E3826_432,NA,0.53894
E3994_188,NA,0.23241
E3896_118,0.14447,NA
E3800_673,0.84171,NA
E3079_529,NA,0.6608
E1955_465,NA,0.5804
E3324_87,0.10553,NA
E1811_594,NA,0.74246
E4998_313,NA,0.38945
E767_469,0.58543,NA
E1382_491,0.61307,NA
E2628_134,0.16457,NA
E4517_468,NA,0.58417
E1937_675,NA,0.84422
E649_201,0.24874,NA
E1866_198,0.24497,NA
E4576_781,NA,0.97739
E2137_153,NA,0.18844
E2596_163,0.20101,NA
E1723_407,0.50754,NA
E1797_780,NA,0.97613
E2412_177,0.21859,NA
E3939_640,NA,0.80025
E4804_228,NA,0.28266
E464_59,0.07035,NA
E4645_503,0.62814,NA
E545_565,0.70603,NA
E4142_470,NA,0.58668
E2537_88,0.10678,NA
E1749_508,0.63442,NA
E4649_177,0.21859,NA
E529_140,NA,0.17211
E325_179,NA,0.22111
E1681_450,0.56156,NA
E4943_275,0.34171,NA
E2331_666,0.83291,NA
E4682_348,0.43342,NA
E2595_244,NA,0.30276
E817_783,0.9799,NA
E4751_337,NA,0.4196
E3365_237,NA,0.29397
E1246_601,0.75126,NA
E3540_552,NA,0.6897
E3370_710,0.88819,NA
E4139_218,0.2701,NA
E4137_297,NA,0.36935
E2080_595,NA,0.74372
E999_189,NA,0.23367
E3893_315,0.39196,NA
E117_494,NA,0.61683
E2793_476,0.59422,NA
E702_621,NA,0.77638
E2521_87,NA,0.10553
E3218_234,NA,0.2902
E246_67,NA,0.0804
E1793_672,NA,0.84045
E4274_86,0.10427,NA
E1491_170,0.2098,NA
E4877_39,0.04523,NA
E2297_426,0.53141,NA
E706_381,NA,0.47487
E1524_690,0.86307,NA
E2245_132,NA,0.16206
E223_675,NA,0.84422
E4110_37,NA,0.04271
E979_12,0.01131,NA
E4412_220,0.27261,NA
E3537_140,NA,0.17211
E4879_59,NA,0.07035
E273_415,0.51759,NA
E3488_228,0.28266,NA
E627_205,0.25377,NA
E1031_722,0.90327,NA
E1112_226,0.28015,NA
E2680_681,0.85176,NA
E2426_357,0.44472,NA
E1183_448,NA,0.55905
E4074_560,0.69975,NA
E2971_252,0.31281,NA
E4359_322,NA,0.40075
E3561_746,0.93342,NA
E221_786,NA,0.98367
E855_667,NA,0.83417
E4288_166,NA,0.20477
E3777_183,0.22613,NA
E4937_161,NA,0.19849
E371_399,NA,0.49749
E3020_635,NA,0.79397
E1517_204,0.25251,NA
E966_779,NA,0.97487
E1394_408,0.50879,NA
E260_45,NA,0.05276
E3300_616,0.7701,NA
E2854_524,0.65452,NA
E2588_530,0.66206,NA
E710_392,NA,0.48869
E1104_3,NA,0.0
E3298_630,NA,0.78769
E1039_313,0.38945,NA
E3132_671,0.8392,NA
E3036_617,NA,0.77136
E1319_444,0.55402,NA
E2107_389,0.48492,NA
E3399_135,0.16583,NA
E771_393,0.48995,NA
E2765_347,NA,0.43216
E2152_466,0.58166,NA
E3995_116,0.14196,NA
E2808_27,0.03015,NA
E3496_207,0.25628,NA
E174_703,0.8794,NA
E1055_165,NA,0.20352
E3224_519,NA,0.64824
E703_594,0.74246,NA
E4240_534,NA,0.66709
E318_626,0.78266,NA
E1310_676,0.84548,NA
E4398_188,NA,0.23241
E2303_340,0.42337,NA
E4143_43,NA,0.05025
E2732_235,0.29146,NA
E3314_166,NA,0.20477
E2062_595,NA,0.74372
E4962_447,NA,0.55779
E4670_760,0.95101,NA
E2812_157,NA,0.19347
E137_219,0.27136,NA
E2539_505,NA,0.63065
E4006_76,NA,0.09171
E1315_43,NA,0.05025
E2786_185,NA,0.22864
E687_619,0.77387,NA
E2559_568,0.7098,NA
E1851_213,0.26382,NA
E4939_262,0.32538,NA
E10_69,0.08291,NA
E2106_117,0.14322,NA
E4146_647,0.80905,NA
E4596_635,0.79397,NA
E2990_30,0.03392,NA
E1724_787,0.98492,NA
E4570_403,NA,0.50251
E2743_547,0.68342,NA
E4429_18,0.01884,NA
E1889_585,NA,0.73116
E2197_765,0.95729,NA
E1316_170,NA,0.2098
E4771_168,NA,0.20729
E3672_260,0.32286,NA
E940_690,0.86307,NA
E3538_353,NA,0.4397
E2019_61,NA,0.07286
E827_583,0.72864,NA
E52_153,0.18844,NA
E3803_274,NA,0.34045
