TF	Target	EdgeWeight
Gata1	Fog1	0.05491334944963455
Fog1	Gata1	0.054895270615816116
Fog1	Scl	0.05489190295338631
Scl	Eklf	0.054888784885406494
cJun	EgrNab	0.05486159399151802
Gata1	Eklf	0.05486131086945534
Gata1	Scl	0.05485454201698303
Fli1	Gata2	0.054853443056344986
Gata2	Gata1	0.05484743416309357
Scl	Fog1	0.05484684556722641
Fli1	Fog1	0.05484390631318092
Eklf	Gata2	0.05484270304441452
Fli1	Eklf	0.05484122037887573
Pu1	Gfi1	0.05484101548790932
Eklf	Scl	0.054839838296175
Cebpa	Gfi1	0.05483023077249527
Eklf	Fog1	0.054830145090818405
Cebpa	Pu1	0.054820943623781204
EgrNab	Fog1	0.0548158660531044
Cebpa	cJun	0.05481131374835968
cJun	Fli1	0.05481106415390968
Scl	Fli1	0.05481090396642685
cJun	Gfi1	0.05480816587805748
Fli1	Pu1	0.05480680987238884
Gata1	cJun	0.05480407550930977
EgrNab	Pu1	0.05480380356311798
Pu1	Cebpa	0.05480365827679634
EgrNab	Eklf	0.05480010062456131
EgrNab	Gata2	0.054799649864435196
Scl	Gata1	0.05479700118303299
Gfi1	Fli1	0.05479623004794121
Gata2	cJun	0.054793037474155426
cJun	Pu1	0.05479049310088158
Scl	cJun	0.054785460233688354
Fog1	EgrNab	0.05478543043136597
Gfi1	Pu1	0.05478409677743912
EgrNab	cJun	0.05478388071060181
Cebpa	Gata1	0.05478096753358841
cJun	Scl	0.05477892979979515
Gfi1	Gata2	0.0547788105905056
Fog1	Eklf	0.05477547273039818
Pu1	Eklf	0.05477073788642883
Gfi1	Cebpa	0.05476956069469452
Cebpa	Eklf	0.0547686330974102
EgrNab	Fli1	0.054766468703746796
Gata1	Gata2	0.05476303771138191
Gata1	Fli1	0.05476197227835655
Fli1	Gfi1	0.05476178228855133
cJun	Eklf	0.05476019158959389
Gata2	Gfi1	0.05475988984107971
Pu1	Gata1	0.05475897714495659
cJun	Gata2	0.05475445091724396
Fog1	Gfi1	0.054751962423324585
Fli1	Gata1	0.05474298074841499
Scl	Gata2	0.054742977023124695
Gata2	Pu1	0.054741837084293365
Gata1	EgrNab	0.05473903939127922
cJun	Gata1	0.05473882332444191
Fog1	Cebpa	0.0547386072576046
Eklf	Pu1	0.054738301783800125
Fli1	cJun	0.05473802983760834
Eklf	Gata1	0.054737117141485214
Gata2	Cebpa	0.05473708733916283
Fog1	Fli1	0.05473574995994568
Fli1	Scl	0.05473489686846733
Cebpa	EgrNab	0.05473065376281738
Cebpa	Gata2	0.05472692474722862
Eklf	Fli1	0.05472482740879059
Fog1	Gata2	0.05471542477607727
Cebpa	Fli1	0.05471443384885788
cJun	Fog1	0.0547134168446064
Scl	Pu1	0.054712925106287
Gfi1	Gata1	0.0547095350921154
Eklf	Gfi1	0.05470867082476616
Gata2	Fli1	0.05470821633934975
Cebpa	Fog1	0.054706260561943054
Eklf	cJun	0.05470596253871918
Eklf	EgrNab	0.0547044575214386
Gata1	Pu1	0.054703570902347565
Eklf	Cebpa	0.054699428379535675
Gata2	Fog1	0.05469750612974167
EgrNab	Gata1	0.05469660460948944
Gata1	Cebpa	0.05469606816768646
Gfi1	Fog1	0.054695188999176025
cJun	Cebpa	0.054694414138793945
Pu1	EgrNab	0.05469135940074921
Pu1	cJun	0.05469076335430145
Gfi1	Scl	0.05468801036477089
Gfi1	EgrNab	0.05468349903821945
Cebpa	Scl	0.05468207225203514
EgrNab	Scl	0.05468206852674484
Gata2	Eklf	0.054680824279785156
Gata2	EgrNab	0.05467936396598816
Pu1	Gata2	0.05467524752020836
Gata1	Gfi1	0.05466722324490547
Fli1	Cebpa	0.05466371029615402
Scl	EgrNab	0.05466368794441223
Fog1	Pu1	0.05466362088918686
EgrNab	Gfi1	0.05466298386454582
Fli1	EgrNab	0.05465669929981232
EgrNab	Cebpa	0.054655179381370544
Gata2	Scl	0.05465187132358551
Scl	Gfi1	0.05465042591094971
Gfi1	cJun	0.0546458400785923
Fog1	cJun	0.05463468283414841
Pu1	Fog1	0.05463443323969841
Pu1	Fli1	0.05463249981403351
Gfi1	Eklf	0.05462399497628212
Pu1	Scl	0.05461801216006279
Scl	Cebpa	0.054613348096609116
