,PseudoTime1,PseudoTime2,PseudoTime3
E3975_155,0.18916,NA,NA
E2364_369,NA,NA,0.45902
E1472_189,NA,NA,0.23203
E3298_450,NA,NA,0.56116
E1610_751,0.94073,NA,NA
E1881_317,NA,0.39344,NA
E1591_658,NA,0.82346,NA
E1136_122,NA,NA,0.14754
E1087_788,NA,NA,0.98739
E119_352,NA,0.43758,NA
E2697_269,NA,0.33291,NA
E3709_90,NA,NA,0.10719
E1277_127,NA,NA,0.15385
E1329_484,0.60404,NA,NA
E4266_406,NA,NA,0.50567
E2857_367,NA,0.45649,NA
E1251_321,0.39849,NA,NA
E1468_235,NA,0.29004,NA
E1432_790,NA,0.98991,NA
E2220_142,NA,NA,0.17276
E1111_412,NA,0.51324,NA
E2145_422,NA,NA,0.52585
E4496_480,NA,NA,0.59899
E588_337,NA,NA,0.41866
E2342_752,NA,NA,0.94199
E796_512,0.63934,NA,NA
E2110_692,0.86633,NA,NA
E4968_72,NA,0.08449,NA
E1241_426,0.5309,NA,NA
E480_342,0.42497,NA,NA
E3519_290,NA,NA,0.35939
E664_747,0.93569,NA,NA
E83_443,NA,NA,0.55233
E2595_264,0.32661,NA,NA
E3769_76,NA,NA,0.08953
E4631_173,NA,NA,0.21185
E4917_683,NA,0.85498,NA
E1478_100,NA,0.1198,NA
E4539_385,NA,NA,0.47919
E1528_758,0.94956,NA,NA
E4924_486,NA,NA,0.60656
E2431_437,NA,0.54477,NA
E299_460,NA,0.57377,NA
E3608_569,NA,NA,0.71122
E2874_402,0.50063,NA,NA
E1393_480,0.59899,NA,NA
E2611_621,0.7768,NA,NA
E4238_6,0.00126,NA,NA
E3524_315,NA,NA,0.39092
E3348_228,0.28121,NA,NA
E2972_305,NA,NA,0.37831
E1634_548,NA,0.68474,NA
E4417_98,NA,0.11728,NA
E4066_755,NA,0.94578,NA
E4006_241,NA,0.2976,NA
E3816_676,0.84615,NA,NA
E594_203,0.24968,NA,NA
E4277_433,0.53972,NA,NA
E1453_434,NA,NA,0.54098
E4691_97,0.11602,NA,NA
E4893_391,NA,0.48676,NA
E4025_33,NA,NA,0.03531
E2507_298,0.36948,NA,NA
E3870_522,NA,0.65195,NA
E3276_305,0.37831,NA,NA
E2421_149,0.18159,NA,NA
E3639_432,NA,0.53846,NA
E4774_599,NA,0.74905,NA
E334_710,NA,0.88903,NA
E3495_553,NA,0.69105,NA
E1701_88,NA,0.10467,NA
E1306_25,0.02522,NA,NA
E3643_461,NA,NA,0.57503
E261_743,NA,0.93064,NA
E1302_127,NA,0.15385,NA
E303_629,NA,0.78689,NA
E13_223,NA,0.27491,NA
E3578_424,NA,NA,0.52837
E4584_461,0.57503,NA,NA
E1664_90,NA,NA,0.10719
E1918_182,NA,NA,0.2232
E4150_153,NA,0.18663,NA
E3108_637,NA,NA,0.79697
E1631_447,NA,NA,0.55738
E2010_185,NA,NA,0.22699
E1588_353,NA,NA,0.43884
E2168_432,0.53846,NA,NA
E3856_484,0.60404,NA,NA
E3092_203,NA,NA,0.24968
E288_149,NA,NA,0.18159
E4161_207,NA,NA,0.25473
E1089_135,0.16393,NA,NA
E4228_555,0.69357,NA,NA
E1238_384,NA,0.47793,NA
E4344_766,NA,NA,0.95965
E2396_171,NA,NA,0.20933
E3400_127,NA,NA,0.15385
E3879_543,NA,NA,0.67844
E2319_366,NA,NA,0.45523
E1620_330,NA,NA,0.40984
E4384_412,NA,NA,0.51324
E4124_174,NA,0.21311,NA
E203_599,0.74905,NA,NA
E4487_462,0.57629,NA,NA
E4781_206,0.25347,NA,NA
E1903_419,0.52207,NA,NA
E1353_173,0.21185,NA,NA
E3263_791,NA,0.99117,NA
E4719_220,0.27112,NA,NA
E3636_763,NA,0.95586,NA
E3414_685,0.8575,NA,NA
E2477_127,NA,NA,0.15385
E3968_521,0.65069,NA,NA
E1228_455,NA,0.56747,NA
E3183_98,0.11728,NA,NA
E2588_489,NA,NA,0.61034
E4813_502,NA,0.62673,NA
E1322_22,NA,0.02144,NA
E2444_207,0.25473,NA,NA
E839_277,NA,0.343,NA
E1623_231,NA,0.28499,NA
E4715_676,NA,0.84615,NA
E1072_576,NA,0.72005,NA
E4178_297,NA,0.36822,NA
E2498_443,NA,NA,0.55233
E462_675,NA,0.84489,NA
E1036_761,NA,NA,0.95334
E2074_613,NA,0.76671,NA
E2513_228,NA,NA,0.28121
E1859_666,NA,NA,0.83354
E293_529,0.66078,NA,NA
E2693_533,0.66583,NA,NA
E2223_26,0.02648,NA,NA
E2286_163,NA,0.19924,NA
E3067_178,0.21816,NA,NA
E266_534,NA,0.66709,NA
E4279_378,0.47037,NA,NA
E3214_411,NA,NA,0.51198
E1274_693,0.86759,NA,NA
E4642_721,NA,NA,0.9029
E2141_510,0.63682,NA,NA
E4148_297,0.36822,NA,NA
E147_493,0.61538,NA,NA
E2811_468,NA,NA,0.58386
E4063_282,0.34931,NA,NA
E1684_592,0.74023,NA,NA
E485_473,0.59016,NA,NA
E191_148,0.18033,NA,NA
E2192_87,0.1034,NA,NA
E1081_762,NA,0.9546,NA
E1328_85,NA,NA,0.10088
E4100_515,NA,0.64313,NA
E1043_585,NA,NA,0.7314
E1487_306,NA,0.37957,NA
E2400_780,NA,0.9773,NA
E3752_641,0.80202,NA,NA
E3249_473,0.59016,NA,NA
E1934_33,0.03531,NA,NA
E590_778,NA,0.97478,NA
E4572_639,NA,NA,0.7995
E329_137,NA,NA,0.16646
