,PseudoTime1,PseudoTime2
E117_269,0.5392399999999999,
E93_467,,0.93763
E1547_36,,0.07042000000000001
E1702_235,,0.47081999999999996
E877_281,,0.56338
E119_313,,0.6277699999999999
E574_319,0.63984,
E1460_152,,0.30382
E91_263,0.5271600000000001,
E83_443,0.8893399999999999,
E1986_463,,0.92958
E33_163,0.32595999999999997,
E643_284,,0.56942
E1762_375,0.75252,
E981_376,0.75453,
E761_124,,0.24748
E1742_451,,0.90543
E286_11,,0.02012
E1943_229,0.45875,
E151_459,,0.92153
E1853_355,,0.71227
E755_260,,0.52113
E23_397,0.79678,
E1820_9,,0.0161
E1911_255,0.51107,
E1778_491,0.98592,
E511_409,,0.8209299999999999
E1146_171,,0.34205
E1305_215,,0.43058
E170_132,,0.26358000000000004
E1403_271,0.5432600000000001,
E1750_188,0.37626,
E1520_73,0.14487,
E874_315,,0.63179
E1327_442,0.8873200000000001,
E1049_464,0.9315899999999999,
E1528_318,,0.63783
E1280_41,0.08048,
E929_415,0.833,
E845_274,0.5493,
E1954_375,0.75252,
E723_455,0.91348,
E950_149,,0.29779
E763_30,0.05835,
E773_433,,0.8692200000000001
E1424_99,0.19718,
E1944_199,0.39839,
E677_483,0.9698200000000001,
E1384_301,,0.6036199999999999
E578_411,,0.82495
E1118_204,,0.40845
E1283_359,,0.72032
E242_367,,0.73642
E1984_406,,0.81489
E423_127,0.25351999999999997,
E244_47,0.09256,
E1866_112,,0.22334
E1959_199,,0.39839
E1097_65,0.12877,
E1827_445,,0.89336
E569_262,,0.52515
E1507_259,0.5191100000000001,
E523_135,0.26961999999999997,
E171_372,,0.74648
E177_238,0.47686000000000006,
E1884_392,,0.78672
E1021_238,,0.47686000000000006
E1792_261,0.5231399999999999,
E1260_424,,0.85111
E1130_458,,0.9195200000000001
E452_402,0.80684,
E946_254,0.50905,
E86_32,,0.06237
E396_181,,0.36217
E210_360,,0.72233
E1557_287,,0.57545
E1645_399,0.8008,
E901_294,,0.58954
E962_80,0.15895,
E1096_342,,0.68612
E1730_13,0.02414,
E814_103,0.20523000000000002,
E1569_277,0.55533,
E1633_201,0.40241,
E1174_211,0.42253999999999997,
E627_13,,0.02414
E464_57,,0.11268
E642_125,,0.2495
E209_356,,0.71429
E1951_455,0.91348,
E1189_479,,0.9617700000000001
E1459_254,,0.50905
E160_243,,0.48691999999999996
E769_119,0.23742,
E1101_467,,0.93763
E351_191,0.38229,
E289_176,0.35211,
E1732_134,,0.26761
E1881_283,0.5674,
E1759_329,,0.65996
E1171_176,,0.35211
E1038_342,,0.68612
E1336_263,,0.5271600000000001
E1932_35,0.06841,
E1083_362,0.72636,
E1148_128,0.25553000000000003,
E1787_164,,0.32797
E691_40,0.07847,
E186_354,0.71026,
E163_77,0.15292,
E1937_21,0.04024,
E1894_206,0.41247,
E1668_474,,0.9517100000000001
E649_141,,0.28169
E606_225,0.4507,
E1962_154,,0.30785
E1385_262,,0.52515
E1257_184,,0.36821
E1868_341,0.6841,
E21_443,0.8893399999999999,
E1334_21,0.04024,
E266_107,,0.21328000000000003
E1857_415,,0.833
E1018_32,,0.06237
E345_60,0.11871,
E1454_147,,0.29375999999999997
E713_51,0.1006,
E1373_372,0.74648,
E1087_11,0.02012,
E1166_339,0.68008,
E384_410,,0.82294
E1580_446,,0.8953700000000001
E947_397,,0.79678
E1994_27,0.05231,
E501_65,,0.12877
E1414_466,0.93561,
E967_452,0.9074399999999999,
E1364_66,,0.13078
E438_122,0.24345999999999998,
E169_124,0.24748,
E1731_397,0.79678,
E1084_202,0.40443,
E1016_41,0.08048,
