,PseudoTime1,PseudoTime2
E65_26,0.0502,NA
E121_179,NA,0.35743
E146_77,0.15261,NA
E55_100,NA,0.1988
E16_42,0.08233,NA
E186_35,0.06827,NA
E81_90,0.17871,NA
E38_297,0.59438,NA
E21_289,0.57831,NA
E23_229,NA,0.45783
E123_126,0.251,NA
E152_222,NA,0.44378
E175_476,0.95382,NA
E189_181,NA,0.36145
E24_497,0.99598,NA
E107_372,0.74498,NA
E143_263,NA,0.5261
E137_235,NA,0.46988
E15_431,0.86345,NA
E126_499,NA,1.0
E115_41,NA,0.08032
E79_344,0.68876,NA
E133_101,0.2008,NA
E88_33,NA,0.06426
E87_265,NA,0.53012
E22_17,0.03213,NA
E192_182,0.36345,NA
E171_113,NA,0.2249
E132_130,0.25904,NA
E52_77,0.15261,NA
E139_94,NA,0.18675
E188_226,0.45181,NA
E82_59,NA,0.11647
E195_429,NA,0.85944
E105_74,NA,0.14659
E91_213,NA,0.4257
E163_239,NA,0.47791
E10_284,NA,0.56827
E182_419,0.83936,NA
E127_364,NA,0.72892
E179_402,NA,0.80522
E61_257,NA,0.51406
E62_245,NA,0.48996
E158_191,NA,0.38153
E114_120,NA,0.23896
E27_396,0.79317,NA
E120_374,NA,0.749
E125_299,0.59839,NA
E83_159,0.31727,NA
E44_155,0.30924,NA
E140_246,NA,0.49197
E141_392,NA,0.78514
E43_471,NA,0.94378
E9_119,NA,0.23695
E35_31,0.06024,NA
E178_300,0.6004,NA
E176_16,NA,0.03012
E130_382,NA,0.76506
E3_1,0.0,NA
E85_196,0.39157,NA
E101_276,0.55221,NA
E39_108,NA,0.21486
E181_322,0.64458,NA
E135_224,NA,0.44779
E75_99,NA,0.19679
E156_441,NA,0.88353
E12_496,0.99398,NA
E60_62,0.12249,NA
E150_152,NA,0.30321
E164_308,NA,0.61647
E151_71,0.14056,NA
E131_217,0.43373,NA
E34_109,NA,0.21687
E191_143,NA,0.28514
E193_439,NA,0.87952
E148_124,0.24699,NA
E31_77,NA,0.15261
E92_237,NA,0.4739
E18_5,0.00803,NA
E153_310,0.62048,NA
E54_391,0.78313,NA
E118_37,NA,0.07229
E49_452,0.90562,NA
E111_51,NA,0.1004
E168_270,NA,0.54016
E48_489,0.97992,NA
E97_405,NA,0.81124
E36_252,NA,0.50402
E199_219,0.43775,NA
E37_456,0.91365,NA
E66_455,NA,0.91165
E30_387,NA,0.7751
E106_434,0.86948,NA
E145_25,NA,0.04819
E57_315,NA,0.63052
E51_69,NA,0.13655
E177_324,NA,0.64859
E93_18,0.03414,NA
E173_120,0.23896,NA
E7_408,NA,0.81727
E33_301,0.60241,NA
E17_106,NA,0.21084
E95_434,0.86948,NA
E183_480,0.96185,NA
E78_261,NA,0.52209
E160_308,NA,0.61647
E110_24,0.04618,NA
E68_429,NA,0.85944
E56_466,0.93373,NA
E14_278,0.55622,NA
E180_397,0.79518,NA
E155_155,NA,0.30924
E138_213,0.4257,NA
E63_4,NA,0.00602
E4_297,0.59438,NA
E102_344,0.68876,NA
E142_412,0.8253,NA
E53_205,0.40964,NA
E112_51,0.1004,NA
E69_488,0.97791,NA
E108_257,NA,0.51406
E185_397,0.79518,NA
E194_296,0.59237,NA
E25_68,NA,0.13454
E169_16,NA,0.03012
E8_259,0.51807,NA
E28_202,NA,0.40361
E80_149,0.29719,NA
E89_79,NA,0.15663
E6_253,NA,0.50602
E98_82,0.16265,NA
E46_354,0.70884,NA
E70_318,NA,0.63655
E99_97,0.19277,NA
E90_299,0.59839,NA
E147_105,0.20884,NA
E71_438,0.87751,NA
E103_347,NA,0.69478
E42_440,0.88153,NA
E159_63,0.1245,NA
E0_208,0.41566,NA
E122_405,0.81124,NA
E5_189,NA,0.37751
E94_222,NA,0.44378
E149_347,NA,0.69478
E196_460,0.92169,NA
E64_393,0.78715,NA
E96_260,NA,0.52008
E19_427,0.85542,NA
E161_409,0.81928,NA
E72_377,0.75502,NA
E117_366,NA,0.73293
E76_257,NA,0.51406
E58_363,0.72691,NA
E187_156,0.31124,NA
E167_425,0.85141,NA
E198_402,NA,0.80522
E116_205,NA,0.40964
E2_193,NA,0.38554
E40_429,0.85944,NA
E136_350,0.7008,NA
E184_196,NA,0.39157
E59_431,NA,0.86345
E11_247,NA,0.49398
E77_164,NA,0.32731
E29_456,NA,0.91365
E190_467,NA,0.93574
E86_154,NA,0.30723
E119_40,0.07831,NA
E134_291,NA,0.58233
E174_317,0.63454,NA
E67_356,NA,0.71285
E45_117,NA,0.23293
E84_71,0.14056,NA
E109_73,NA,0.14458
E13_227,NA,0.45382
E32_293,NA,0.58635
E100_24,NA,0.04618
E166_105,0.20884,NA
E170_325,0.6506,NA
E154_166,0.33133,NA
E162_13,0.0241,NA
E104_270,NA,0.54016
E20_154,0.30723,NA
E26_56,NA,0.11044
E197_34,NA,0.06627
E129_254,NA,0.50803
E128_31,0.06024,NA
E113_24,0.04618,NA
E1_118,NA,0.23494
E74_161,0.32129,NA
E41_434,0.86948,NA
E157_480,NA,0.96185
E47_83,0.16466,NA
E73_299,0.59839,NA
E144_398,NA,0.79719
E124_285,NA,0.57028
E165_292,NA,0.58434
E172_431,NA,0.86345
E50_414,NA,0.82932
