,PseudoTime1,PseudoTime2,PseudoTime3
E1185_43,NA,0.05263,NA
E2352_751,0.93985,NA,NA
E2141_263,0.32832,NA,NA
E2834_680,0.85088,NA,NA
E958_660,0.82581,NA,NA
E111_182,NA,NA,0.22682
E1952_570,NA,0.71303,NA
E4684_110,0.13659,NA,NA
E261_404,NA,0.50501,NA
E4820_659,NA,0.82456,NA
E2456_106,NA,0.13158,NA
E1891_660,NA,0.82581,NA
E2280_783,NA,0.97995,NA
E2735_29,NA,NA,0.03509
E4158_620,NA,NA,0.77569
E3190_212,0.26441,NA,NA
E2601_357,0.44612,NA,NA
E295_600,0.75063,NA,NA
E1259_416,NA,NA,0.52005
E4181_195,NA,NA,0.24311
E3025_90,0.11153,NA,NA
E312_568,0.71053,NA,NA
E1839_569,NA,NA,0.71178
E1422_386,NA,0.48246,NA
E3370_8,NA,NA,0.00877
E1717_394,0.49248,NA,NA
E1797_556,0.69549,NA,NA
E4278_689,NA,0.86216,NA
E1328_672,NA,NA,0.84085
E58_732,NA,NA,0.91604
E3621_137,NA,0.17043,NA
E2220_433,NA,NA,0.54135
E1462_543,NA,0.6792,NA
E1835_306,NA,NA,0.38221
E1506_551,NA,0.68922,NA
E150_482,NA,0.60276,NA
E2948_123,0.15288,NA,NA
E224_299,NA,0.37343,NA
E85_790,NA,NA,0.98872
E1183_42,NA,NA,0.05138
E1523_506,NA,0.63283,NA
E3717_236,NA,0.29449,NA
E1244_493,NA,NA,0.61654
E843_38,NA,0.04637,NA
E825_389,NA,NA,0.48622
E2599_262,NA,NA,0.32707
E2992_419,NA,0.52381,NA
E510_621,NA,NA,0.77694
E11_769,NA,NA,0.96241
E1946_338,NA,NA,0.42231
E1606_649,0.81203,NA,NA
E1402_120,NA,NA,0.14912
E2049_706,NA,0.88346,NA
E1813_37,NA,NA,0.04511
E1267_732,0.91604,NA,NA
E4060_481,NA,0.6015,NA
E273_650,NA,0.81328,NA
E4035_466,NA,0.58271,NA
E4146_629,0.78697,NA,NA
E907_758,NA,NA,0.94862
E4384_420,NA,NA,0.52506
E4034_609,NA,0.7619,NA
E1275_210,NA,NA,0.2619
