TF	target	importance
Cebpa	Gfi1	255.04372523311454
Gfi1	Cebpa	229.1569527173619
Eklf	Fli1	227.52777897311597
cJun	EgrNab	198.24850666335274
Fli1	Eklf	188.12321461777913
Fog1	Fli1	183.41832134481766
EgrNab	cJun	170.95442918621671
Fog1	Eklf	146.01156933153842
Pu1	Fli1	141.841212758934
Gfi1	cJun	134.54529826885735
Scl	Eklf	133.58512314994277
Scl	Fli1	132.52844133532898
cJun	Gfi1	129.65448610114436
Gata1	Fli1	121.47203248715546
Gata1	Fog1	120.25460980597477
cJun	Cebpa	119.4767268011859
Gata1	Pu1	118.3328853252507
EgrNab	Gfi1	113.20188282414775
Fog1	Scl	113.05431086138124
Gfi1	EgrNab	112.75492108316112
EgrNab	Cebpa	111.8288463023861
Scl	Fog1	107.89097305441857
Gata1	Gata2	104.15723820965259
Cebpa	EgrNab	101.47077530801344
Pu1	Eklf	95.6006594478142
Fog1	Gata2	93.14091790227282
Pu1	Gata2	92.75482057818432
Pu1	Gata1	87.82493347187065
Gata1	Scl	85.79705369840019
Scl	Gata1	84.89820033012582
Fog1	Gata1	80.67832262000455
Cebpa	cJun	79.97586849919455
Scl	Pu1	75.17230987400018
Fli1	Gata2	74.5742642625763
Pu1	Scl	74.0682351133143
Scl	Gata2	73.97281989796444
Eklf	Fog1	71.14019824377755
Gata1	Eklf	70.98978429418219
Pu1	Fog1	70.67073236186418
Eklf	Gata2	70.18286846634268
Fog1	Pu1	69.1286004332021
Fli1	Pu1	66.8951782225131
Gata2	Fli1	63.88409161339746
Fli1	Fog1	62.01018372350201
cJun	Scl	60.87459414724036
Gata2	Eklf	52.650236048717524
cJun	Fli1	51.98795255087916
Pu1	cJun	51.80143207600904
Cebpa	Fli1	50.09634448682465
Eklf	Gata1	49.600784641290105
Gata2	Pu1	46.31944618901502
Eklf	Scl	46.032050570774544
Fli1	Scl	45.47129356456135
Pu1	Gfi1	45.235835533201964
Eklf	Pu1	44.15361747309083
Pu1	Cebpa	42.05752094955691
Cebpa	Eklf	40.28009008489024
Fli1	Gata1	39.390632504163776
Cebpa	Gata2	38.45872192690134
Gfi1	Fli1	37.746883652336855
Scl	Cebpa	37.73794565686406
Pu1	EgrNab	36.868167599705224
Gfi1	Fog1	35.73361581613411
cJun	Fog1	35.69114191965422
cJun	Eklf	34.890099216798596
Fog1	cJun	34.88006963084207
Gata1	Cebpa	34.28727725138307
cJun	Pu1	34.19587900934349
Scl	cJun	33.01950000290454
EgrNab	Pu1	32.92270573714142
Gfi1	Gata2	32.75837147260911
Gata1	Gfi1	32.381890658038365
cJun	Gata2	32.20678125544906
Cebpa	Pu1	32.088240903078116
Fog1	Gfi1	30.748139186168423
cJun	Gata1	29.889220801054638
EgrNab	Fli1	29.49694079720973
Gata2	Gata1	27.71209775761292
Fog1	Cebpa	27.560799324918932
Gfi1	Eklf	27.021429199072696
Cebpa	Fog1	25.88260943807985
Cebpa	Scl	25.85054810723297
Gata1	cJun	25.650703673795643
Scl	Gfi1	25.63583152003341
EgrNab	Eklf	24.84779460926418
Gfi1	Pu1	24.791136833365094
Gfi1	Scl	23.765260099466598
Gata1	EgrNab	22.95087339309017
EgrNab	Gata2	22.793196028047355
Scl	EgrNab	21.08159475912907
Gfi1	Gata1	20.49830926407083
EgrNab	Fog1	20.21466955023024
Fog1	EgrNab	19.439766167025045
Cebpa	Gata1	18.430172953065746
EgrNab	Gata1	18.077325656740914
Fli1	EgrNab	17.132109861825466
Fli1	Gfi1	16.3744204400419
Fli1	cJun	15.879394502762771
Fli1	Cebpa	15.128762605554005
EgrNab	Scl	14.906794659502529
Eklf	cJun	14.51908604702119
Gata2	EgrNab	13.904774410866647
Gata2	cJun	12.774218112396174
Eklf	Cebpa	12.24216571599166
Eklf	EgrNab	10.148510753831044
Eklf	Gfi1	9.90176704587728
Gata2	Gfi1	9.822021458232028
Gata2	Fog1	8.511266086364508
Gata2	Scl	8.179859178125932
Gata2	Cebpa	5.523002674797407
