,PseudoTime1,PseudoTime2,PseudoTime3
E41_358,NA,NA,0.45174
E26_653,0.8314,NA,NA
E72_380,0.48005,NA,NA
E27_733,NA,NA,0.93436
E82_154,0.18919,NA,NA
E9_239,0.29858,NA,NA
E67_779,NA,NA,0.99356
E23_334,NA,0.42085,NA
E93_136,0.16602,NA,NA
E44_582,0.74003,NA,NA
E35_99,0.1184,NA,NA
E33_698,0.88932,NA,NA
E55_784,1.0,NA,NA
E32_360,NA,NA,0.45431
E73_10,0.00386,NA,NA
E34_780,0.99485,NA,NA
E49_513,NA,NA,0.65122
E48_211,NA,NA,0.26255
E11_184,0.2278,NA,NA
E37_649,NA,0.82625,NA
E60_775,0.98842,NA,NA
E86_374,NA,0.47233,NA
E94_279,NA,0.35006,NA
E4_359,0.45302,NA,NA
E40_184,0.2278,NA,NA
E53_708,0.90219,NA,NA
E45_319,NA,NA,0.40154
E24_116,NA,NA,0.14028
E13_764,0.97426,NA,NA
E96_89,NA,NA,0.10553
E38_757,0.96525,NA,NA
E56_251,NA,0.31403,NA
E0_7,0.0,NA,NA
E28_291,NA,NA,0.36551
E17_230,0.287,NA,NA
E91_508,0.64479,NA,NA
E79_563,0.71557,NA,NA
E71_435,0.55084,NA,NA
E50_420,0.53153,NA,NA
E88_701,0.89318,NA,NA
E52_656,NA,0.83526,NA
E99_432,NA,0.54698,NA
E43_607,NA,NA,0.7722
E8_723,0.92149,NA,NA
E2_257,0.32175,NA,NA
E30_645,NA,NA,0.82111
E54_280,0.35135,NA,NA
E61_318,0.40026,NA,NA
E85_63,0.07207,NA,NA
E78_238,0.2973,NA,NA
E89_707,0.9009,NA,NA
E92_705,NA,0.89833,NA
E65_273,0.34234,NA,NA
E80_466,0.59073,NA,NA
E77_559,0.71042,NA,NA
E84_291,0.36551,NA,NA
E64_407,NA,NA,0.5148
E15_638,0.8121,NA,NA
E66_691,0.88031,NA,NA
E97_584,NA,0.7426,NA
E75_761,NA,NA,0.9704
E57_429,NA,0.54311,NA
E36_126,0.15315,NA,NA
E58_451,0.57143,NA,NA
E3_312,0.39254,NA,NA
E90_704,NA,0.89704,NA
E51_155,NA,NA,0.19048
E20_43,NA,NA,0.04633
E47_734,NA,NA,0.93565
E98_523,NA,0.66409,NA
E12_64,NA,NA,0.07336
E62_673,0.85714,NA,NA
E74_583,NA,NA,0.74131
E39_762,NA,NA,0.97169
E68_527,0.66924,NA,NA
E6_172,NA,0.21236,NA
E46_265,NA,0.33205,NA
E18_289,NA,0.36293,NA
E87_654,NA,0.83269,NA
E31_504,0.63964,NA,NA
E95_550,NA,NA,0.69884
E7_757,0.96525,NA,NA
E19_367,0.46332,NA,NA
E21_233,NA,NA,0.29086
E5_762,0.97169,NA,NA
E63_653,0.8314,NA,NA
E1_56,NA,0.06306,NA
E70_324,0.40798,NA,NA
E14_606,0.77091,NA,NA
E81_449,NA,NA,0.56885
E42_338,0.426,NA,NA
E69_754,NA,0.96139,NA
E16_555,NA,NA,0.70528
E59_561,NA,0.713,NA
E83_257,NA,0.32175,NA
E29_681,NA,0.86744,NA
E76_581,0.73874,NA,NA
E25_186,0.23037,NA,NA
E22_110,NA,NA,0.13256
E10_627,0.79794,NA,NA
