TF	target	importance
Cebpa	Gfi1	283.37866543173436
Gfi1	Cebpa	263.9468137361809
Eklf	Fli1	241.68453244679992
Fli1	Eklf	234.78586738146916
EgrNab	cJun	227.21653630631977
Pu1	Fli1	184.21328333380617
cJun	EgrNab	152.9199897307541
Scl	Eklf	135.19865598877735
Gata1	Eklf	134.50025083633454
Gata1	Fli1	132.95636948956454
Gfi1	cJun	130.13362304109364
Scl	Fli1	126.72224987939428
Fog1	Fli1	125.77860047180853
Gfi1	EgrNab	117.65626215965848
Scl	Gata1	114.3009829646356
EgrNab	Cebpa	113.08390448170078
Fog1	Scl	112.2677554237433
EgrNab	Gfi1	111.89324160525575
Cebpa	EgrNab	110.6820250266947
Fog1	Eklf	110.13760143583603
Gata1	Scl	109.05938465872292
cJun	Cebpa	108.77263616725247
Gata1	Gata2	103.66624986048
Cebpa	cJun	102.55045083313343
Pu1	Gata2	101.33928465431966
Gata1	Pu1	98.42328303619733
Scl	Fog1	96.6091253538892
Pu1	Gata1	93.04159198962527
cJun	Gfi1	92.37069856048505
Pu1	Eklf	91.20714627368613
Pu1	Scl	90.92054459162043
Gata1	Fog1	90.29442570518873
Pu1	Fog1	90.00345168194245
Fog1	Pu1	88.8128842683219
Fog1	Gata1	79.93741487982072
Eklf	Gata2	75.6545247669888
Fli1	Scl	63.29218025200577
Fog1	Gata2	62.80952562623538
Pu1	Cebpa	61.88189615436367
Fli1	Gata2	61.2858636751395
Fli1	Gata1	57.404104072122756
Scl	Pu1	57.21864410094826
Fli1	Fog1	54.760452232124535
Gata1	cJun	54.51414679967971
Cebpa	Gata2	53.6691285999136
Fog1	Cebpa	53.295253091743504
Cebpa	Pu1	51.955648206617546
Scl	Gata2	51.76025145149285
Fli1	Pu1	50.090234508049484
Gfi1	Fli1	46.97673542573406
Eklf	Scl	46.79587332572935
Eklf	Gata1	46.187717448828444
Cebpa	Fli1	45.89946375993142
Eklf	Fog1	44.90932917049523
Scl	EgrNab	42.642455047173904
Gfi1	Fog1	41.774305557558165
Fog1	Gfi1	41.706480345978584
Gata1	Gfi1	41.61388043023832
Gata2	Fli1	40.26774685033776
Scl	Cebpa	39.368067685902076
Pu1	Gfi1	37.994444536446366
Gata1	Cebpa	37.901976996716066
Gata2	Pu1	37.82893037788039
Scl	Gfi1	36.7835708687236
EgrNab	Fli1	36.110457420581646
cJun	Fli1	35.39056092204185
Gfi1	Gata2	35.37043568480119
Pu1	cJun	33.41734174922313
Cebpa	Fog1	32.88133428718782
Gfi1	Eklf	32.87570642183492
Cebpa	Scl	32.15359062426694
Gata2	Eklf	31.77202882160473
Gfi1	Gata1	30.76771851006574
Eklf	Pu1	30.558165227635364
cJun	Fog1	30.506239926372206
Gfi1	Pu1	29.626519630411906
Fli1	Cebpa	28.882322026321706
Gata1	EgrNab	28.859775210345433
Cebpa	Eklf	28.442970381628143
Pu1	EgrNab	28.246740578901157
cJun	Eklf	28.051640673240097
EgrNab	Pu1	27.689844952665545
Scl	cJun	26.670748198038293
cJun	Scl	25.456426014569438
Cebpa	Gata1	24.57490672276768
cJun	Gata1	24.48326540927971
Gfi1	Scl	24.482655648687423
Fli1	Gfi1	23.442114294685474
Fog1	cJun	23.393654089121387
cJun	Gata2	20.63474507329569
Eklf	Gfi1	20.166879400769556
Gata2	Gata1	19.805078285359365
cJun	Pu1	19.795845691272234
Eklf	Cebpa	19.672157395581806
EgrNab	Eklf	19.028131785588773
EgrNab	Fog1	19.013622561762535
EgrNab	Gata1	14.49721971749472
Fog1	EgrNab	13.71045552165852
Eklf	EgrNab	13.67669567725795
EgrNab	Gata2	11.809990607333349
Fli1	EgrNab	11.405647935282733
Eklf	cJun	11.325422212238003
Fli1	cJun	11.173719873162632
Gata2	cJun	10.604356897990067
Gata2	Cebpa	10.194972264236927
EgrNab	Scl	8.851907108041488
Gata2	Gfi1	7.650024525682995
Gata2	Fog1	6.247713523479216
Gata2	EgrNab	6.199953112272983
Gata2	Scl	5.7196823526130025
