,PseudoTime1,PseudoTime2,PseudoTime3
E59_706,0.88861,NA,NA
E75_634,NA,0.79747,NA
E88_245,NA,0.30506,NA
E77_114,NA,0.13924,NA
E15_533,NA,NA,0.66962
E72_574,NA,NA,0.72152
E91_310,NA,0.38734,NA
E89_755,0.95063,NA,NA
E79_454,NA,NA,0.56962
E16_628,NA,NA,0.78987
E73_191,NA,NA,0.23671
E97_776,NA,NA,0.97722
E34_717,NA,NA,0.90253
E57_633,NA,0.7962,NA
E96_491,NA,NA,0.61646
E78_184,0.22785,NA,NA
E40_659,NA,NA,0.82911
E65_436,NA,NA,0.54684
E47_195,NA,NA,0.24177
E5_240,NA,NA,0.29873
E24_415,0.52025,NA,NA
E14_660,NA,0.83038,NA
E7_4,NA,NA,0.0
E4_681,NA,NA,0.85696
E20_151,NA,NA,0.18608
E25_581,0.73038,NA,NA
E56_465,0.58354,NA,NA
E50_335,NA,NA,0.41899
E63_164,NA,NA,0.20253
E12_209,NA,0.25949,NA
E41_330,NA,NA,0.41266
E70_315,0.39367,NA,NA
E99_379,NA,NA,0.47468
E71_260,NA,0.32405,NA
E11_101,NA,NA,0.12278
E55_758,0.95443,NA,NA
E36_54,0.06329,NA,NA
E37_607,0.76329,NA,NA
E84_626,0.78734,NA,NA
E2_664,0.83544,NA,NA
E49_655,NA,0.82405,NA
E83_141,NA,NA,0.17342
E66_155,0.19114,NA,NA
E52_778,NA,0.97975,NA
E19_611,NA,NA,0.76835
E39_695,NA,0.87468,NA
E29_151,0.18608,NA,NA
E68_415,NA,0.52025,NA
E0_572,0.71899,NA,NA
E53_209,NA,NA,0.25949
E23_757,NA,0.95316,NA
E43_66,NA,NA,0.07848
E94_135,NA,NA,0.16582
E10_425,NA,0.53291,NA
E80_80,NA,NA,0.0962
E18_310,0.38734,NA,NA
E8_614,NA,0.77215,NA
E33_130,NA,NA,0.15949
E69_360,NA,0.45063,NA
E30_557,0.7,NA,NA
E67_521,NA,0.65443,NA
E38_361,0.4519,NA,NA
E35_307,0.38354,NA,NA
E32_109,NA,NA,0.13291
E92_317,0.3962,NA,NA
E54_559,NA,NA,0.70253
E44_668,0.84051,NA,NA
E48_385,NA,NA,0.48228
E87_214,NA,0.26582,NA
E95_392,NA,NA,0.49114
E62_223,0.27722,NA,NA
E13_670,NA,0.84304,NA
E58_740,NA,NA,0.93165
E93_179,NA,0.22152,NA
E51_444,0.55696,NA,NA
E60_97,0.11772,NA,NA
E82_42,0.0481,NA,NA
E90_619,0.77848,NA,NA
E1_204,0.25316,NA,NA
E76_31,NA,NA,0.03418
E46_449,0.56329,NA,NA
E21_421,NA,0.52785,NA
E28_594,0.74684,NA,NA
E6_428,0.53671,NA,NA
E81_725,0.91266,NA,NA
E31_742,0.93418,NA,NA
E64_794,NA,NA,1.0
E86_775,NA,0.97595,NA
E17_357,NA,0.44684,NA
E61_449,NA,0.56329,NA
E74_16,0.01519,NA,NA
E22_195,NA,0.24177,NA
E45_627,NA,NA,0.78861
E27_59,0.06962,NA,NA
E3_567,NA,0.71266,NA
E9_212,NA,NA,0.26329
E26_391,NA,NA,0.48987
E85_95,NA,NA,0.11519
E42_86,0.1038,NA,NA
E98_616,0.77468,NA,NA
