	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E801_438	0.3387893633134917	0.0027170254487352283	0.011462482535958557	0.3534901325770764	1.8477889816352564	1.5704761676645285	0.5524962659937823	0.010541948248950212	2.1073671298341763	1.8593895239834048	2.479147273640032	0.4977649501681421	0.0628909035829572	1.4965461146621981	2.173483305942636	0.002841787951051285	0.015686559036114957	1.876589299005436	1.7424271912683298
E1_769	1.8416587471771584	0.002190902038652339	0.005118492700764995	2.5544670536564045	2.208555223771228	2.2071651176241356	1.708262626628272	0.03536476017219412	2.2574574397840785	0.07109829540856005	2.17534910134834	2.1874901144326646	0.02059989627474313	2.053793960170601	2.022430187743677	0.042965287721773486	0.010180164627491332	1.5355458797019768	2.6944805903455715
E1795_733	0.017036147460952153	0.008346757073840756	1.845363781106592	0.009483145591360731	0.014648829755656387	0.0018936323770273272	0.0011592226083937394	2.3291271692072155	1.7779639048870617	1.9920850547056208	0.002785242656115454	0.04032104817003744	2.0117886364810302	0.0004226704158337304	0.1336926206757522	0.0008798053160319599	1.868028811331904	1.7014865424193446	0.003895467337670438
E645_767	1.7045647002733646	8.151551909991095e-05	0.011417706272670315	2.2528989855432786	1.7138815185802558	1.6836369583672806	1.7534600680386967	0.008139412591059866	1.7254295864197091	0.013729525410759622	1.4605286455100848	1.9271443681130045	0.09334953049462358	1.5373871436638615	2.3895131156975147	0.007613811213105471	0.008642902853111041	2.2390902555893586	1.7235863652703076
E487_58	0.038238437830930457	2.6532965570269083	0.0005668074217113779	0.0064577048579980674	0.01291118521853115	0.025892250568596988	0.0028616626744951963	0.05288191238738325	2.317659863253757	0.04544591359584189	2.017027977513345	0.0032152565885161287	0.027589348494702112	0.0032133458404439664	0.0012015698895402427	1.4666320680466236	0.6444070551120142	2.220691244797557	2.2116173684826754
E284_5	0.011145986812272357	1.2204325414582065	0.008931362209423536	0.005507127781662478	0.030231520485280407	0.015465037478656506	0.02138706262070299	0.007603193652915295	0.7976509395563076	0.0011649306955143824	1.0321585981496526	0.0071446130736670796	0.004807177035647496	0.033928273511703674	0.030283636087579918	1.767823811920035	0.0001738137556543031	0.7798916284579267	0.8170965344811677
E1797_596	0.0006064029795292107	0.013979173853239666	2.7098899472836657	0.004085976013576909	0.01173729024594461	0.01230726058527288	0.05482355444381037	1.9789541858103747	1.4870720361414098	2.1142964997761946	0.008220134246349953	0.0017388434177801099	1.9980251489070908	0.0138937095290976	0.004545093442177897	0.008317207312417974	1.814467635179834	2.4653496152591194	0.005355013032057807
E1058_571	2.09615753150348	0.020615241375928853	0.011186163868101937	2.8432551999225497	1.6912356968531783	2.01236450438304	1.495256105936068	0.009379413688246095	1.9736817329806384	0.10104050146905666	1.933475489027472	1.9605670107179471	0.007684562324273824	2.2377701131409307	2.040607927065663	0.008932304095603777	0.009428586904233085	1.9207433657638069	2.4867051558226025
E426_671	0.0007081092868908238	0.021714593129161592	2.3092219072604583	0.0008576446050408571	0.013728208164114164	0.008868142018407476	0.020878177034163344	1.71083939464654	2.10574332342448	2.2025635738894334	0.05030638840310197	0.07937743866018587	2.2616020976740647	0.0377270094627571	0.026632064868741576	0.02815477175228448	2.0140723632020903	2.3526247136695746	0.04500515294634342
E1421_298	0.001018574628711659	0.0435442599688295	0.03776736015478832	0.006225374707958207	2.2779713331111364	2.530044999885714	0.0009927448923160677	0.04818714286168141	1.7096928604967778	1.7879362051334935	1.0471508959616151	0.011340042099874754	0.007429677030889974	0.5773199283588297	2.0172527379053125	0.04853829436886402	0.004078122880717422	1.5934080047987649	2.1568490046967166
