,PseudoTime1,PseudoTime2
E1922_11,NA,0.01253
E1572_189,NA,0.23559
E2881_670,0.83835,NA
E1357_137,NA,0.17043
E1545_625,0.78195,NA
E1726_283,NA,0.35338
E4118_261,NA,0.32581
E1601_366,NA,0.45739
E3622_582,NA,0.72807
E2930_794,NA,0.99373
E2702_129,0.1604,NA
E1815_111,0.13784,NA
E290_374,NA,0.46742
E3239_28,NA,0.03383
E1848_687,NA,0.85965
E2583_388,0.48496,NA
E3353_239,0.29825,NA
E2162_317,NA,0.39599
E3793_2,0.00125,NA
E3761_170,0.21178,NA
E3504_756,NA,0.94612
E272_688,0.8609,NA
E4634_276,NA,0.34461
E1896_640,NA,0.80075
E1432_655,0.81955,NA
E478_245,0.30576,NA
E1166_476,NA,0.59524
E4538_646,0.80827,NA
E725_734,NA,0.91855
E3897_265,0.33083,NA
E719_434,0.54261,NA
E1109_389,0.48622,NA
E2475_579,0.72431,NA
E497_367,NA,0.45865
E1809_397,NA,0.49624
E2888_733,0.91729,NA
E459_327,0.40852,NA
E3621_318,0.39724,NA
E1236_281,0.35088,NA
E3771_773,0.96742,NA
E4195_599,NA,0.74937
E940_703,NA,0.8797
E2543_558,NA,0.69799
E4765_549,0.68672,NA
E2683_205,NA,0.25564
E4422_735,NA,0.9198
E832_583,NA,0.72932
E3612_199,NA,0.24812
E4488_214,NA,0.26692
E4150_72,0.08897,NA
E4029_187,0.23308,NA
E907_570,0.71303,NA
E1663_370,NA,0.46241
E3726_597,0.74687,NA
E4109_302,0.37719,NA
E124_201,0.25063,NA
E4522_258,NA,0.32206
E292_13,NA,0.01504
E2153_752,NA,0.9411
E2628_458,NA,0.57268
E3490_319,NA,0.3985
E331_645,NA,0.80702
E4190_430,NA,0.53759
E2354_317,0.39599,NA
E1414_675,NA,0.84461
E3117_213,0.26566,NA
E3594_626,0.78321,NA
E1144_285,NA,0.35589
E4078_560,0.7005,NA
E3985_370,NA,0.46241
E3881_116,NA,0.14411
E3441_425,NA,0.53133
E2215_659,NA,0.82456
E4304_245,NA,0.30576
E3324_793,0.99248,NA
E2255_550,0.68797,NA
E3936_41,0.05013,NA
E3058_735,0.9198,NA
E518_769,NA,0.96241
E4529_556,0.69549,NA
E4067_130,NA,0.16165
E3066_431,NA,0.53885
E2910_585,NA,0.73183
E465_101,0.12531,NA
E2208_136,0.16917,NA
E980_392,NA,0.48997
E1023_734,NA,0.91855
E2941_768,0.96115,NA
E2515_92,NA,0.11404
E606_745,0.93233,NA
E3451_325,NA,0.40602
E4013_651,0.81454,NA
E2406_432,0.5401,NA
E2219_420,NA,0.52506
E982_299,NA,0.37343
E2323_42,0.05138,NA
E716_245,0.30576,NA
E2958_594,0.74311,NA
E3119_415,0.5188,NA
E3004_261,NA,0.32581
E4105_172,0.21429,NA
E3734_649,NA,0.81203
E4167_232,0.28947,NA
E607_738,NA,0.92356
E2239_119,NA,0.14787
E1636_772,0.96617,NA
E2772_448,NA,0.56015
E196_583,NA,0.72932
E3386_110,0.13659,NA
E1799_261,0.32581,NA
E3674_738,NA,0.92356
E3030_336,NA,0.4198
E1942_701,0.87719,NA
E4661_33,NA,0.0401
E809_573,NA,0.71679
E4776_185,NA,0.23058
E1319_317,NA,0.39599
E385_785,0.98246,NA
E693_52,NA,0.06391
E4731_598,0.74812,NA
E3944_183,0.22807,NA
E3263_94,NA,0.11654
E481_630,0.78822,NA
E2280_755,NA,0.94486
E285_111,NA,0.13784
E3112_562,0.70301,NA
E1386_178,0.2218,NA
E839_748,0.93609,NA
E3452_694,0.86842,NA
E2036_627,0.78446,NA
E4879_347,NA,0.43358
E1593_270,NA,0.33709
E3983_37,NA,0.04511
E4909_221,NA,0.27569
E1428_210,NA,0.2619
E2725_185,NA,0.23058
E1927_142,NA,0.17669
E297_731,NA,0.91479
E4492_679,NA,0.84962
E3762_195,NA,0.24311
E1245_273,NA,0.34085
E2647_563,NA,0.70426
E3457_690,NA,0.86341
E2479_380,0.47494,NA
E2407_441,0.55138,NA
E1734_77,0.09524,NA
E2620_148,0.18421,NA
E2193_84,NA,0.10401
E4606_524,0.65539,NA
E1151_256,NA,0.31955
E58_110,NA,0.13659
E888_189,0.23559,NA
E4683_620,NA,0.77569
E2465_301,NA,0.37594
E3377_104,0.12907,NA
E2806_554,0.69298,NA
E160_86,NA,0.10652
E3660_334,0.41729,NA
E131_106,NA,0.13158
E93_471,NA,0.58897
E513_287,NA,0.3584
E4509_749,NA,0.93734
E4932_2,NA,0.00125
E962_752,NA,0.9411
E2114_353,NA,0.4411
E3256_314,0.39223,NA
E80_276,0.34461,NA
E4735_56,NA,0.06892
E197_174,NA,0.21679
E3307_637,0.79699,NA
E3070_475,NA,0.59398
E3777_332,NA,0.41479
E3090_79,NA,0.09774
E3393_725,NA,0.90727
E3343_498,NA,0.62281
