,PseudoTime1,PseudoTime2
E1724_310,,0.62173
E1808_13,,0.02414
E184_372,0.74648,
E1198_122,,0.24345999999999998
E230_214,,0.42857
E1976_352,,0.70624
E95_54,,0.10664000000000001
E1523_200,0.4004,
E957_48,0.09457,
E3_281,,0.56338
E1439_444,0.89135,
E1146_297,,0.5955699999999999
E757_443,0.8893399999999999,
E1159_425,0.8531200000000001,
E1324_293,0.58753,
E1284_486,0.9758600000000001,
E1771_118,,0.23540999999999998
E602_163,0.32595999999999997,
E320_146,,0.29175
E1969_338,,0.67807
E1914_236,0.47284,
E885_484,,0.97183
E1723_315,0.63179,
E692_295,0.59155,
E1419_9,0.0161,
E431_225,,0.4507
E627_425,,0.8531200000000001
E1259_267,0.5352100000000001,
E505_303,,0.60765
E571_337,0.67606,
E554_77,,0.15292
E1894_278,0.55734,
E269_87,,0.17304
E1713_218,0.43662,
E1110_399,,0.8008
E213_225,0.4507,
E1046_274,,0.5493
E1179_144,0.28773000000000004,
E1045_96,0.19115,
E596_232,,0.46479
E921_490,0.9839,
E1209_433,0.8692200000000001,
E131_187,0.37425,
E1749_228,,0.45674
E454_465,,0.9336
E1964_111,,0.22133000000000003
E1921_85,0.16901,
E670_27,0.05231,
E185_314,0.62978,
E1717_213,0.42656000000000005,
E1917_305,0.6116699999999999,
E498_148,0.29577,
E979_27,0.05231,
E869_6,0.01006,
E900_201,0.40241,
E437_275,0.5513100000000001,
E1529_133,0.26559,
E36_480,,0.96378
E770_454,,0.9114700000000001
E1789_27,,0.05231
E1151_85,,0.16901
E1963_129,0.25755,
E1856_91,0.18109,
E1577_144,0.28773000000000004,
E617_161,,0.32193
E83_239,0.47886999999999996,
E1390_459,0.92153,
E422_39,0.07646,
E964_368,,0.73843
E860_24,,0.04628
E1133_15,,0.02817
E1223_410,,0.82294
E1014_432,,0.8672
E1888_97,,0.19316
E1021_21,0.04024,
E989_20,0.03823,
E1775_472,0.9476899999999999,
E365_209,,0.41851000000000005
E1518_315,0.63179,
E1629_63,0.12475,
E228_136,0.27163000000000004,
E802_243,0.48691999999999996,
E1858_207,,0.41448999999999997
E440_91,0.18109,
E593_429,0.8611700000000001,
E48_274,,0.5493
E1375_435,,0.87324
E1420_463,,0.92958
E1813_68,0.13480999999999999,
E540_457,,0.91751
E1459_363,,0.72837
E1033_36,0.07042000000000001,
E526_65,0.12877,
E1885_429,,0.8611700000000001
E1090_20,0.03823,
E1132_48,0.09457,
E469_79,,0.15694
E215_39,0.07646,
E1708_355,,0.71227
E558_453,,0.90946
E1381_313,,0.6277699999999999
E283_442,,0.8873200000000001
E1670_254,0.50905,
E1371_299,0.5996,
E391_442,0.8873200000000001,
E808_221,0.44266000000000005,
E1613_286,,0.57344
E625_76,0.15091,
E1092_214,0.42857,
E52_335,,0.67203
E1010_303,,0.60765
E1235_305,,0.6116699999999999
E559_435,0.87324,
E1457_470,0.94366,
E1389_26,0.0503,
E951_307,,0.61569
E716_48,,0.09457
E1620_286,,0.57344
E127_24,,0.04628
E1357_409,0.8209299999999999,
E877_217,0.43461000000000005,
E718_337,0.67606,
E1077_169,,0.33803
E1848_436,,0.87525
E1167_495,0.9939600000000001,
E887_182,0.36419,
E234_286,0.57344,
E1728_377,0.75654,
E706_304,,0.6096600000000001
E1271_371,,0.74447
E845_182,,0.36419
E1793_311,0.62374,
E1911_96,0.19115,
E1628_87,0.17304,
E408_107,0.21328000000000003,
E1042_73,0.14487,
E8_295,0.59155,
E1135_179,0.35815,
E1506_117,,0.2334
E1767_185,,0.37022
E1660_343,,0.68813
E356_296,,0.5935600000000001
E1635_133,,0.26559
E824_153,0.30584,
E974_434,,0.87123
E1625_386,0.77465,
E1913_444,,0.89135
E1638_278,0.55734,
E1834_85,0.16901,
E122_108,,0.21529
E1499_210,0.42052,
E510_496,0.99598,
E1809_440,,0.8833
E1949_319,0.63984,
E870_227,0.45473,
E1610_361,,0.72435
E738_420,0.84306,
E512_346,0.69416,
E1903_260,0.52113,
E691_482,0.9678100000000001,
E695_112,0.22334,
E1516_397,0.79678,
E1668_298,,0.59759
E1472_193,0.38632,
E1240_383,,0.76861
E359_303,0.60765,
E1361_237,0.47485,
E1606_443,0.8893399999999999,
E1070_437,,0.87726
E1144_95,,0.18913
E64_280,0.56137,
E457_180,,0.36016
E1366_87,0.17304,
E488_157,,0.31388
E903_113,,0.22535
E1939_110,0.21932,
E1399_216,,0.4326
E1760_343,0.68813,
E92_364,,0.73038
E1526_230,0.46076000000000006,
E1134_467,,0.93763
E311_75,,0.14889000000000002
E1780_45,0.08853,
E424_349,0.7002,
E371_343,0.68813,
E528_226,,0.45271999999999996
E1119_359,0.72032,
E1303_120,0.23944000000000001,
E1437_95,0.18913,
E246_267,,0.5352100000000001
E315_312,0.62575,
E1654_135,,0.26961999999999997
E251_452,0.9074399999999999,
E1421_131,,0.26156999999999997
E1311_289,0.57948,
E1297_394,,0.79074
E412_95,0.18913,
E263_1,,0.0
E733_111,0.22133000000000003,
E168_33,0.06439,
E20_427,,0.85714
E23_168,0.33602,
E816_341,,0.6841
E1255_80,0.15895,
E119_128,0.25553000000000003,
E1575_12,0.02213,
E97_307,0.61569,
E1609_262,,0.52515
E1990_330,,0.66197
E836_292,0.5855100000000001,
E1358_414,0.83099,
E46_9,0.0161,
E965_341,0.6841,
E10_264,0.52918,
E463_458,,0.9195200000000001
E735_220,0.44064,
E216_30,,0.05835
E1883_461,0.92555,
E941_300,0.6016100000000001,
E85_12,0.02213,
E204_420,,0.84306
E207_180,0.36016,
E1450_359,,0.72032
E1646_427,0.85714,
E1487_492,,0.98793
E43_8,0.01408,
E654_117,0.2334,
E1718_337,0.67606,
E1743_428,0.85915,
E69_5,0.00805,
E1696_16,0.030180000000000002,
E1363_132,,0.26358000000000004
E1100_468,0.9396399999999999,
E1882_324,,0.6499
E1306_263,,0.5271600000000001
E1166_126,,0.25151
E253_296,0.5935600000000001,
E272_382,,0.7666
E101_324,,0.6499
E1199_174,0.34809,
E84_346,,0.69416
E1544_390,,0.7827
E497_377,0.75654,
E1176_486,,0.9758600000000001
E1564_410,0.82294,
E901_45,0.08853,
E833_105,,0.20926
E744_303,,0.60765
E544_261,0.5231399999999999,
E47_397,0.79678,
E1417_470,0.94366,
E1040_370,0.74245,
E1104_352,0.70624,
E594_155,0.30985999999999997,
E29_451,0.90543,
E1904_109,0.2173,
E1276_126,0.25151,
E1637_336,0.67404,
E672_123,0.24547,
E1675_446,0.8953700000000001,
E844_31,,0.060360000000000004
E1015_44,0.08652,
E1327_185,0.37022,
E1768_47,0.09256,
E261_429,0.8611700000000001,
E669_285,,0.57143
E950_20,,0.03823
E296_92,0.1831,
E1116_170,0.34004,
E99_401,,0.80483
E1801_467,0.93763,
E1733_452,,0.9074399999999999
E1187_37,0.07243,
E1270_174,0.34809,
E1106_24,0.04628,
E564_407,0.8169,
E160_63,0.12475,
E1432_415,0.833,
E1776_366,,0.73441
E1572_246,0.49296,
E1161_79,0.15694,
E179_92,0.1831,
E1908_198,0.39638,
E1298_360,0.72233,
E700_344,0.69014,
E1735_238,0.47686000000000006,
E368_225,,0.4507
E1464_427,,0.85714
E708_496,,0.99598
E1175_324,0.6499,
E259_331,0.66398,
E248_340,,0.68209
E1739_209,0.41851000000000005,
E1244_393,0.78873,
E1944_243,0.48691999999999996,
E1497_482,,0.9678100000000001
E277_6,0.01006,
E587_185,,0.37022
E537_410,0.82294,
E610_430,0.86318,
E1266_415,0.833,
E25_61,0.12072000000000001,
E53_144,0.28773000000000004,
E148_302,0.60563,
E632_491,,0.98592
E1785_239,,0.47886999999999996
E678_81,,0.16097
E1678_375,,0.75252
E163_275,,0.5513100000000001
E302_366,,0.73441
E1461_33,0.06439,
E500_262,0.52515,
E919_107,,0.21328000000000003
E1827_236,,0.47284
E1611_430,0.86318,
E382_224,,0.44869
E646_497,0.9979899999999999,
E377_416,,0.83501
E837_44,0.08652,
E649_202,,0.40443
E1051_301,0.6036199999999999,
E1283_315,,0.63179
E897_16,,0.030180000000000002
E550_62,,0.12274000000000002
E905_291,0.5835,
E1872_328,,0.65795
E196_90,,0.17907
E282_312,,0.62575
E54_478,,0.9597600000000001
E1301_36,0.07042000000000001,
E992_438,0.87928,
E972_300,0.6016100000000001,
E1898_164,,0.32797
E797_490,,0.9839
E1252_402,,0.80684
E1659_18,0.034210000000000004,
E1084_57,0.11268,
E1804_279,0.5593600000000001,
E910_305,,0.6116699999999999
E61_34,0.0664,
E1521_265,0.5311899999999999,
E774_8,,0.01408
E1980_243,0.48691999999999996,
E1912_470,0.94366,
E519_238,,0.47686000000000006
E1961_67,,0.1328
E249_165,,0.32998
E436_453,,0.90946
E634_71,0.14085,
E1930_407,0.8169,
E348_4,0.00604,
E578_58,0.11469000000000001,
E737_208,0.4165,
E932_392,0.78672,
E1842_326,,0.65392
E620_167,0.33399999999999996,
E1074_372,0.74648,
E306_159,0.31790999999999997,
E1578_273,0.54728,
E414_269,0.5392399999999999,
E726_377,0.75654,
E1336_282,,0.56539
E1044_113,0.22535,
E943_112,0.22334,
E444_397,,0.79678
E1087_78,0.15492999999999998,
E1035_234,0.46881000000000006,
E170_372,,0.74648
E1498_410,0.82294,
E1700_452,,0.9074399999999999
E1237_266,,0.5332
E1906_128,0.25553000000000003,
E814_361,0.72435,
E822_139,0.27767,
E1138_27,,0.05231
E645_458,,0.9195200000000001
E968_456,,0.9154899999999999
E1305_214,0.42857,
E1849_38,,0.07445
E292_160,,0.31992
E389_136,0.27163000000000004,
E276_419,0.84105,
E325_475,,0.9537200000000001
E1729_82,0.16297999999999999,
E1130_189,,0.37827
E0_387,,0.77666
E1322_107,0.21328000000000003,
E1769_356,,0.71429
E562_402,,0.80684
E450_193,0.38632,
E685_173,0.34608,
E60_457,,0.91751
E1548_402,0.80684,
E1922_400,,0.80282
E988_343,0.68813,
E89_330,,0.66197
E121_16,0.030180000000000002,
E760_450,0.9034200000000001,
E1694_220,0.44064,
E928_349,0.7002,
E1837_279,0.5593600000000001,
E841_6,,0.01006
E1822_63,,0.12475
E235_403,0.80885,
E1281_301,0.6036199999999999,
E1224_91,0.18109,
E1566_43,,0.08451
E1112_453,0.90946,
E1945_267,0.5352100000000001,
E666_192,,0.38431
E392_212,,0.42455
E1998_175,0.3501,
E530_275,0.5513100000000001,
E1127_154,0.30785,
E975_37,,0.07243
E862_325,,0.65191
E1560_340,0.68209,
E1685_215,0.43058,
E1829_224,0.44869,
