,PseudoTime1,PseudoTime2
E941_252,,0.50402
E1788_201,0.40160999999999997,
E256_397,,0.79518
E714_251,,0.5020100000000001
E346_246,0.49196999999999996,
E104_72,,0.14257
E1729_260,0.52008,
E1140_412,0.8253,
E1885_95,,0.18875999999999998
E273_346,,0.69277
E173_203,,0.40562
E1227_216,0.43173,
E267_273,,0.54618
E504_430,,0.86145
E25_390,,0.78112
E77_264,,0.5281100000000001
E1840_406,,0.81325
E1277_148,,0.29518
E1355_60,,0.11847
E997_378,0.75703,
E1581_364,,0.72892
E728_275,,0.5502
E1240_399,0.7992,
E664_70,0.13855,
E1219_361,0.7228899999999999,
E1955_268,0.53614,
E594_29,0.056220000000000006,
E1239_77,0.15261,
E1847_115,0.22891999999999998,
E821_165,0.32932,
E1825_58,0.11445999999999999,
E1448_298,0.59639,
E490_286,0.57229,
E27_304,,0.60843
E1685_223,0.44578,
E912_145,,0.28916
E1828_352,0.70482,
E564_152,0.30321,
E1035_171,0.34137,
E576_275,0.5502,
E433_187,0.37349,
E992_40,,0.07831
E1192_201,0.40160999999999997,
E1310_213,,0.4257
E928_262,0.5241,
E127_445,,0.8915700000000001
E525_238,0.4759,
E1605_173,0.34538,
E872_26,,0.0502
E40_400,,0.8012
E1304_179,0.35743,
E1420_389,,0.77912
E1894_196,,0.39157
E1173_270,,0.5401600000000001
E1370_241,,0.48193
E1801_116,,0.23092
E141_439,,0.8795200000000001
E1026_59,,0.11647
E1647_456,0.91365,
E851_380,0.7610399999999999,
E826_373,0.7469899999999999,
E1924_222,0.44378,
E1970_262,0.5241,
E1138_298,0.59639,
E1018_17,0.03213,
E1719_201,0.40160999999999997,
E503_333,,0.66667
E1846_348,,0.6967899999999999
E1064_99,0.19679000000000002,
E1706_238,0.4759,
E1697_387,0.7751,
E1412_209,0.41767,
E1106_156,0.31124,
E238_407,0.81526,
E271_362,0.7249,
E1669_242,,0.48394
E1664_413,0.82731,
E317_479,,0.9598399999999999
E910_493,0.98795,
E1200_250,0.5,
E1348_458,0.9176700000000001,
E1596_132,0.26305,
E1330_129,,0.25703000000000004
E445_441,0.8835299999999999,
E1865_8,0.01406,
E114_139,0.27710999999999997,
E1495_496,0.99398,
E120_283,,0.5662699999999999
E1907_484,,0.96988
E666_219,,0.43775
E1481_38,,0.0743
E228_249,0.49799,
E980_464,,0.9297200000000001
E1456_9,,0.016059999999999998
E1791_347,0.6947800000000001,
E1008_114,0.22691,
E93_146,0.29116,
E1805_299,0.59839,
E1808_132,,0.26305
E889_359,0.71888,
E1822_198,,0.39558000000000004
E304_492,0.9859399999999999,
E827_161,0.32129,
E1046_401,,0.8032100000000001
E1527_255,0.5100399999999999,
E374_169,0.33735,
E1470_113,,0.2249
E1157_97,0.19277,
E1560_195,0.38956,
E171_372,,0.74498
E1632_352,,0.70482
E965_298,0.59639,
E638_347,0.6947800000000001,
E1041_34,0.06627000000000001,
E1746_232,0.46386000000000005,
E879_404,,0.80924
E803_382,,0.7650600000000001
E1452_157,0.31325,
E1787_343,,0.68675
E54_23,,0.044180000000000004
E709_479,0.9598399999999999,
E1497_331,,0.66265
E1262_156,,0.31124
E1964_309,0.61847,
E522_13,,0.0241
E670_277,0.5542199999999999,
E833_357,0.71486,
E1502_176,0.35141,
E635_217,0.43373,
E1725_450,0.90161,
E1323_377,0.75502,
E1212_463,0.92771,
E1376_256,0.51205,
E223_108,,0.21486
E1306_461,,0.92369
E572_203,0.40562,
E489_336,0.67269,
E318_62,,0.12249000000000002
E1635_242,0.48394,
E512_214,0.42771000000000003,
E1772_306,0.61245,
E124_259,0.51807,
E1476_331,0.66265,
E762_98,0.19478,
E109_286,0.57229,
E1904_302,0.60442,
E933_225,0.4498,
E828_224,0.44778999999999997,
E1523_243,0.48594,
E37_47,0.09237000000000001,
E852_451,0.90361,
E1715_113,0.2249,
E1916_261,,0.5220899999999999
E1503_383,0.76707,
E597_442,,0.88554
E1967_480,0.96185,
E768_208,,0.41566000000000003
E754_327,0.65462,
E1468_472,0.94578,
E41_229,0.45783,
E1167_261,,0.5220899999999999
E769_492,,0.9859399999999999
E378_415,0.8313299999999999,
E1457_112,0.22289,
E1572_305,0.61044,
E1942_301,,0.60241
E468_109,,0.21686999999999998
E667_68,,0.13454000000000002
E1408_18,,0.03414
E1794_183,0.36546,
E741_65,0.12850999999999999,
E1938_363,0.7269100000000001,
E1821_101,0.2008,
E1491_181,0.36145,
E140_455,0.91165,
E1404_108,0.21486,
E1144_140,,0.27912
E1486_44,0.08635,
E1149_102,0.20281,
E1137_197,0.39357,
E1965_193,,0.38554
E1927_12,0.022090000000000002,
E1815_13,0.0241,
E164_332,0.66466,
E1573_421,0.8433700000000001,
E21_118,,0.23494
E552_10,,0.01807
E1282_455,0.91165,
E1939_170,0.33936,
E1325_177,0.35341,
E711_77,0.15261,
E1723_292,0.58434,
E1334_279,,0.55823
E1711_102,,0.20281
E650_450,0.90161,
E1852_312,0.6245,
E1265_313,0.62651,
E1906_47,0.09237000000000001,
E1991_361,,0.7228899999999999
E243_388,0.7771100000000001,
E1070_274,0.54819,
E1536_15,,0.028110000000000003
E854_62,,0.12249000000000002
E1156_194,0.38755,
E386_352,0.70482,
E193_84,0.16667,
E1354_271,,0.5421699999999999
E806_142,,0.28313
E176_290,0.58032,
E135_44,0.08635,
E704_293,0.58635,
E1541_402,0.8052199999999999,
E1392_346,0.69277,
E313_37,0.07229,
E1988_37,0.07229,
E1109_321,0.64257,
E1077_240,,0.47991999999999996
E234_59,,0.11647
E810_229,,0.45783
E756_249,,0.49799
E395_430,,0.86145
E188_63,0.1245,
E1740_110,,0.21888000000000002
E1025_23,0.044180000000000004,
E624_255,0.5100399999999999,
E1588_160,,0.31928
E1256_429,0.85944,
E1807_178,0.35541999999999996,
E1765_494,0.9899600000000001,
E447_221,0.44177,
E170_235,,0.46988
E369_159,,0.31727
E931_313,0.62651,
E1973_172,0.34337,
E1371_81,,0.16064
E1129_410,,0.82129
E738_266,0.53213,
E481_181,,0.36145
E893_463,0.92771,
E1710_381,0.76305,
E1500_407,0.81526,
E1466_265,0.53012,
E1047_279,,0.55823
E1464_471,0.94378,
E1389_385,0.77108,
E358_344,0.68876,
E137_29,,0.056220000000000006
E1139_75,0.14859,
E179_493,0.98795,
E561_178,,0.35541999999999996
E516_48,0.09437999999999999,
E368_234,0.46787,
E371_451,,0.90361
E1477_215,0.42972,
E839_237,,0.4739
E1096_404,0.80924,
E1542_164,0.32731,
E726_99,0.19679000000000002,
E951_458,0.9176700000000001,
E1013_72,,0.14257
E123_282,0.56426,
E1795_210,,0.41968
E1178_70,0.13855,
E788_348,0.6967899999999999,
E486_217,,0.43373
E201_126,0.251,
E651_319,,0.63855
E1307_391,0.78313,
E214_148,0.29518,
E1132_292,0.58434,
E634_87,0.17269,
E1943_497,,0.99598
E1501_259,,0.51807
E1373_432,,0.86546
E986_127,,0.25301
E939_408,0.8172699999999999,
E1006_302,0.60442,
E286_416,0.8333299999999999,
E954_284,,0.5682699999999999
E562_195,0.38956,
E1656_291,0.58233,
E232_107,,0.21285
E68_339,,0.67871
E583_126,0.251,
E1005_248,,0.49598000000000003
E1004_396,,0.7931699999999999
E1368_305,0.61044,
E1621_251,0.5020100000000001,
E1218_83,0.16466,
E1868_120,,0.23895999999999998
E1883_63,,0.1245
E1747_225,,0.4498
E765_240,0.47991999999999996,
E956_29,,0.056220000000000006
E892_239,,0.47791000000000006
E855_315,0.63052,
E1363_409,0.8192799999999999,
E1736_426,0.85341,
E1045_112,0.22289,
E95_52,0.10240999999999999,
E1709_34,,0.06627000000000001
E1882_173,0.34538,
E280_116,0.23092,
E227_153,0.30522,
E1900_116,0.23092,
E1984_475,0.95181,
E1024_126,0.251,
E373_330,,0.66064
E970_345,0.69076,
E1567_1,,0.0
E6_321,0.64257,
E1498_324,0.64859,
E750_475,,0.95181
E1_232,0.46386000000000005,
E1189_229,0.45783,
E20_412,0.8253,
E774_429,,0.85944
E1311_467,0.93574,
E1853_386,0.7730899999999999,
E543_135,,0.26908000000000004
E1462_80,0.15863,
E1407_448,0.89759,
E1755_379,0.7590399999999999,
E684_378,0.75703,
E366_131,,0.26104
E808_460,0.92169,
E1879_227,0.45382,
E880_150,,0.2992
E1493_105,0.20884,
E981_418,,0.83735
E1971_384,,0.76908
E466_222,0.44378,
E964_263,0.5261,
E1810_138,,0.2751
E639_414,0.8293200000000001,
E1543_354,,0.7088399999999999
E1812_87,0.17269,
E1599_241,0.48193,
E60_222,,0.44378
E721_235,0.46988,
E537_249,0.49799,
E1315_69,0.13655,
E950_326,0.65261,
E103_265,,0.53012
E556_439,,0.8795200000000001
E573_432,,0.86546
E1861_290,0.58032,
E274_329,0.65863,
E4_329,0.65863,
E1850_219,,0.43775
E465_312,0.6245,
E1774_481,,0.96386
E699_178,0.35541999999999996,
E1154_421,0.8433700000000001,
E1979_382,0.7650600000000001,
E1454_184,0.36746999999999996,
E813_263,,0.5261
E28_414,0.8293200000000001,
E972_5,0.008029999999999999,
E568_177,0.35341,
E1564_291,0.58233,
E24_282,0.56426,
E637_250,,0.5
E622_145,,0.28916
E409_407,0.81526,
E269_391,,0.78313
E1242_18,0.03414,
E860_489,0.9799200000000001,
E1012_485,0.9718899999999999,
E111_473,0.9477899999999999,
E911_221,0.44177,
E1314_300,0.6004,
E770_257,0.5140600000000001,
E1926_498,,0.9979899999999999
E1678_121,0.24095999999999998,
E153_300,0.6004,
E921_435,0.87149,
E1797_333,0.66667,
E1824_179,,0.35743
E1372_26,0.0502,
E1752_403,0.80723,
E311_192,0.38353000000000004,
E1912_43,,0.08434
E187_467,0.93574,
E1823_323,0.64659,
E1619_14,,0.0261
E325_139,,0.27710999999999997
E224_17,0.03213,
E1164_63,0.1245,
E904_375,0.7509999999999999,
E604_6,0.01004,
E859_301,0.60241,
E1125_490,0.98193,
E381_54,,0.10643
E1811_364,0.72892,
E100_493,0.98795,
E1770_440,0.8815299999999999,
E697_320,,0.64056
E1553_301,0.60241,
E1933_376,,0.7530100000000001
E87_3,,0.00402
E1185_134,0.26707,
E1471_28,0.054220000000000004,
E1589_306,0.61245,
E1086_366,0.73293,
E1977_18,,0.03414
E56_91,,0.18072
E1958_454,0.90964,
E291_153,0.30522,
E1670_208,0.41566000000000003,
