,PseudoTime1,PseudoTime2
E58_41,0.04574,NA
E50_311,NA,0.38882
E42_259,NA,0.32274
E37_25,0.02541,NA
E40_277,0.34562,NA
E18_443,0.55654,NA
E59_74,0.08767,NA
E25_447,0.56163,NA
E63_81,0.09657,NA
E31_411,NA,0.51588
E56_252,NA,0.31385
E14_620,0.78145,NA
E90_142,0.17408,NA
E29_626,0.78907,NA
E86_689,0.86912,NA
E21_459,NA,0.57687
E81_580,0.73062,NA
E0_236,0.29352,NA
E95_5,0.0,NA
E80_107,0.12961,NA
E62_271,NA,0.33799
E5_182,0.2249,NA
E12_329,NA,0.41169
E3_177,NA,0.21855
E27_535,NA,0.67344
E99_412,NA,0.51715
E60_259,NA,0.32274
E55_629,0.79288,NA
E77_554,0.69759,NA
E10_187,0.23126,NA
E51_122,0.14867,NA
E98_156,0.19187,NA
E26_142,NA,0.17408
E49_418,NA,0.52478
E89_658,NA,0.82973
E82_595,0.74968,NA
E79_452,0.56798,NA
E78_113,NA,0.13723
E69_412,NA,0.51715
E17_603,NA,0.75985
E1_151,NA,0.18551
E75_457,0.57433,NA
E66_53,0.06099,NA
E35_189,NA,0.2338
E8_83,NA,0.09911
E68_316,0.39517,NA
E20_370,0.46379,NA
E87_731,0.92249,NA
E32_92,0.11055,NA
E30_68,0.08005,NA
E85_353,0.44219,NA
E54_718,0.90597,NA
E74_406,0.50953,NA
E24_317,NA,0.39644
E38_108,NA,0.13088
E45_177,NA,0.21855
E57_792,NA,1.0
E22_529,NA,0.66582
E46_473,0.59466,NA
E76_169,NA,0.20839
E23_562,0.70775,NA
E47_324,NA,0.40534
E2_406,NA,0.50953
E92_718,0.90597,NA
E19_222,0.27573,NA
E41_376,NA,0.47141
E15_316,0.39517,NA
E73_507,NA,0.63787
E6_468,NA,0.58831
E91_768,NA,0.9695
E84_746,0.94155,NA
E94_148,0.1817,NA
E13_172,0.2122,NA
E36_344,0.43075,NA
E65_567,NA,0.7141
E7_593,0.74714,NA
E97_291,NA,0.36341
E4_558,0.70267,NA
E83_34,0.03685,NA
E71_268,NA,0.33418
E52_145,0.17789,NA
E48_415,NA,0.52097
E44_195,NA,0.24142
E93_681,NA,0.85896
E53_662,NA,0.83482
E28_350,0.43837,NA
E43_409,NA,0.51334
E11_552,NA,0.69504
E88_207,NA,0.25667
E9_249,NA,0.31004
E64_276,0.34435,NA
E96_440,NA,0.55273
E67_251,NA,0.31258
E72_280,NA,0.34943
E39_771,0.97332,NA
E16_192,NA,0.23761
E33_492,NA,0.61881
E70_105,NA,0.12706
E34_18,0.01652,NA
E61_533,0.6709,NA
