,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E1857_60,,,0.11847,,
E1607_331,,,,0.66265,
E740_397,0.79518,,,,
E460_198,,,0.39558000000000004,,
E127_65,,,0.12850999999999999,,
E1122_57,,,0.11245,,
E1691_397,0.79518,,,,
E258_205,,,0.40963999999999995,,
E1586_445,,0.8915700000000001,,,
E1165_441,,0.8835299999999999,,,
E203_43,,0.08434,,,
E861_279,,0.55823,,,
E873_300,0.6004,,,,
E162_120,0.23895999999999998,,,,
E176_332,,0.66466,,,
E1662_54,0.10643,,,,
E1817_13,,,0.0241,,
E766_338,,,0.67671,,
E1810_465,0.93173,,,,
E1201_450,,0.90161,,,
E793_435,,,,0.87149,
E529_466,,0.93373,,,
E526_50,0.09838999999999999,,,,
E330_377,,,0.75502,,
E741_251,,,0.5020100000000001,,
E1306_294,0.58835,,,,
E1766_151,,,0.3012,,
E1733_425,0.85141,,,,
E1284_376,0.7530100000000001,,,,
E596_73,,,,,0.14458
E1918_297,,0.59438,,,
E388_326,,0.65261,,,
E1338_291,0.58233,,,,
E686_182,,0.36345,,,
E8_30,0.05823,,,,
E1226_497,0.99598,,,,
E959_229,,,,,0.45783
E1227_170,,,0.33936,,
E12_419,0.83936,,,,
E125_447,,,,,0.8955799999999999
E553_423,0.84739,,,,
E1263_308,0.61647,,,,
E1934_206,0.41165,,,,
E751_294,,0.58835,,,
E736_341,0.6827300000000001,,,,
E1045_205,0.40963999999999995,,,,
E1546_374,,,0.7490000000000001,,
E1739_206,,,0.41165,,
E268_77,,,0.15261,,
E1425_363,,,0.7269100000000001,,
E1413_417,,,0.83534,,
E1650_34,,,0.06627000000000001,,
E1552_308,,0.61647,,,
E1731_385,,0.77108,,,
E1497_372,0.74498,,,,
E284_489,,,0.9799200000000001,,
E1721_94,,0.18675,,,
E960_104,,,0.20683,,
E1612_470,0.9417700000000001,,,,
E282_146,,0.29116,,,
E824_487,,0.9759,,,
E286_263,,,0.5261,,
E1742_163,,,0.3253,,
E796_402,0.8052199999999999,,,,
E1737_318,0.63655,,,,
E340_224,0.44778999999999997,,,,
E1447_225,,0.4498,,,
E350_473,,,0.9477899999999999,,
E668_159,,,0.31727,,
E223_400,,,0.8012,,
E985_110,,0.21888000000000002,,,
E1020_347,0.6947800000000001,,,,
E228_94,0.18675,,,,
E373_421,0.8433700000000001,,,,
E1866_372,,,0.74498,,
E1303_450,0.90161,,,,
E781_6,0.01004,,,,
E1883_87,,0.17269,,,
E1472_64,0.12650999999999998,,,,
E1587_84,0.16667,,,,
E484_28,0.054220000000000004,,,,
E1770_485,,,0.9718899999999999,,
E1830_334,,,0.66867,,
E1636_217,0.43373,,,,
E1223_35,,,0.06827000000000001,,
E1329_7,,0.01205,,,
E1060_149,0.29719,,,,
E1200_144,,0.28715,,,
E787_272,,,0.54418,,
E904_317,,0.63454,,,
E1080_199,,,0.39759,,
E986_370,0.7409600000000001,,,,
E1886_490,,0.98193,,,
E1133_48,,0.09437999999999999,,,
E1299_357,0.71486,,,,
E1317_414,,,0.8293200000000001,,
E597_113,0.2249,,,,
E1285_214,,,0.42771000000000003,,
E755_406,,,0.81325,,
E230_373,0.7469899999999999,,,,
E998_64,0.12650999999999998,,,,
E949_303,,,0.60643,,
E1361_420,,,0.8413700000000001,,
E402_425,,0.85141,,,
E1047_321,,0.64257,,,
