,PseudoTime
E47_205,0.21870882740447958
E31_109,0.0922266139657444
E13_466,0.5625823451910409
E61_516,0.6284584980237155
E36_536,0.6548089591567853
E32_345,0.4031620553359684
E66_449,0.5401844532279315
E71_389,0.461133069828722
E50_169,0.1712779973649539
E69_388,0.4598155467720685
E10_449,0.5401844532279315
E30_237,0.2608695652173913
E20_419,0.5006587615283268
E87_561,0.6877470355731226
E92_676,0.839262187088274
E3_322,0.37285902503293805
E11_746,0.9314888010540184
E83_494,0.5994729907773386
E82_207,0.22134387351778656
E24_210,0.22529644268774704
E40_367,0.4321475625823452
E63_710,0.8840579710144928
E91_663,0.8221343873517787
E99_460,0.5546772068511199
E80_95,0.07378129117259552
E48_222,0.24110671936758893
E39_353,0.4137022397891963
E23_143,0.1370223978919631
E38_107,0.08959156785243742
E15_287,0.32674571805006586
E89_212,0.22793148880105402
E19_118,0.10408432147562582
E93_661,0.8194993412384717
E46_289,0.32938076416337286
E62_173,0.17654808959156784
E90_648,0.8023715415019763
E68_367,0.4321475625823452
E79_39,0.0
E59_579,0.7114624505928854
E49_323,0.37417654808959155
E44_284,0.3227931488801054
E95_402,0.4782608695652174
E53_316,0.36495388669301715
E17_651,0.8063241106719368
E22_144,0.1383399209486166
E94_435,0.5217391304347826
E34_575,0.7061923583662714
E86_586,0.7206851119894598
E14_633,0.782608695652174
E45_127,0.11594202898550725
E26_378,0.44664031620553357
E72_751,0.9380764163372859
E88_441,0.5296442687747036
E74_564,0.691699604743083
E5_271,0.30566534914361
E27_662,0.8208168642951251
E98_151,0.14756258234519104
E73_590,0.7259552042160737
E51_170,0.1725955204216074
E6_655,0.8115942028985508
E60_451,0.5428194993412385
E97_508,0.6179183135704874
E76_643,0.7957839262187089
E28_455,0.5480895915678524
E54_758,0.9472990777338604
E85_281,0.3188405797101449
E2_567,0.6956521739130435
E52_688,0.855072463768116
E0_437,0.5243741765480896
E41_278,0.31488801054018445
E65_749,0.9354413702239789
E57_686,0.852437417654809
E37_452,0.544137022397892
E56_190,0.19894598155467721
E43_578,0.7101449275362319
E81_275,0.310935441370224
E33_466,0.5625823451910409
E8_185,0.19235836627140976
E18_370,0.43610013175230566
E35_606,0.7470355731225297
E4_485,0.5876152832674572
E42_411,0.4901185770750988
E75_342,0.39920948616600793
E29_707,0.8801054018445322
E9_269,0.30303030303030304
E64_549,0.6719367588932806
E78_537,0.6561264822134387
E58_379,0.4479578392621871
E25_443,0.5322793148880105
E67_352,0.41238471673254284
E12_755,0.9433465085638999
E7_196,0.20685111989459815
E16_460,0.5546772068511199
E96_65,0.034255599472990776
E21_62,0.030303030303030304
E77_706,0.8787878787878788
E70_798,1.0
E84_444,0.5335968379446641
E1_380,0.4492753623188406
E55_363,0.4268774703557312
