	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E761_738	2.2989897301982007	0.00017250314510404863	0.007741831527865931	1.6250984867234886	2.521525651973984	2.6553442077050318	1.5262290295388548	0.004205907720636872	2.033055431074066	0.027662468822116388	2.726939167930836	1.8448185727864983	0.008537721661187601	1.6050243263193171	2.856604690019488	0.0015826637630089965	0.08042813606521121	1.7719430968419054	2.6097000451693875
E15_398	0.016646164099495916	0.004086513762256768	1.8571005546962769	0.006130468326576002	0.013392286992930493	0.03580277264671208	0.006908847189336829	2.2772478472476916	2.0519700504714082	2.470461991341146	0.055710165832869474	0.01709798447233462	2.180917634547696	0.009862926720028278	0.0004710308811715611	0.0034479323432952663	1.9910882636726803	2.0193024265919552	0.5554021188965254
E497_487	0.03509163575860996	0.02287634808959472	2.439420497086765	0.008782522207937817	0.02820002201903041	0.007355229349024986	0.1038977889817714	1.8499260785156395	1.9183524601789887	2.266117148390566	0.0009871406184367806	0.005593450778705693	2.2676614003810887	0.012008402630153807	0.00794533767734952	0.0165071131583422	2.0448875164837577	1.7762814699475904	0.009426447017690845
E1575_752	2.0692030167692788	0.006603580954423407	0.006048611899577467	1.84624123744742	2.405754679947132	2.2529044213890907	2.311734547980805	0.007284859171251214	2.182588875723019	0.21342955979961686	2.361117322252228	2.2538709356528948	0.00018537030834105825	1.8989805852040496	2.090213593027272	0.0197062593663892	0.006516726169543322	2.3209783756159226	1.926094540958156
E1551_145	0.001072226451818133	2.42997018394386	0.14097674033785956	0.0034488465204832704	0.0266209896503782	0.0011879754561909845	0.07096990188022137	0.036957423939828975	1.876964709459396	1.3389666932371855	2.3505660378826416	0.03073388775209287	0.10290795016170257	0.01506166905457431	1.3268189547423126	0.32236308394484353	1.960813717752026	1.759845894854561	1.4022255897411031
E1713_251	0.023597149853396643	0.01539974309409776	1.3861718451183265	0.010500773128828002	0.5543023091981195	0.747140172819905	0.07088125158927931	0.019055455279682887	2.1560111488555442	1.777115803135094	0.3952941666427319	0.009983974401562446	2.024373306764535	0.005285061921175142	1.6440114805804402	0.003051013541471859	2.2968730446695886	1.9294216869778584	2.3197530003877294
E386_765	0.004014531365389963	0.044410943088036066	1.5408948346396254	0.005732609501344377	0.013891921814892178	0.008399011608306391	0.0181910515613864	1.889073110156872	1.4875758063016546	1.459183900618791	0.02307881659602764	0.09075309178836022	2.6410569173353022	0.11084635916042104	0.003221563231669489	0.02728169375415174	2.7931282463964457	1.7907241732142198	0.012787689101052113
E157_771	0.01026777195987046	0.030446873329666068	2.4267109736597647	0.03308721209843125	0.0007900408390609968	0.00041554990854928396	0.011413624771676423	1.8068426506245328	2.27797074589124	2.002359372677484	0.3537773592889234	0.002875782333506226	2.856234549855594	0.004395250747044197	0.021077211993653318	0.017591469842202348	1.7731853088456402	2.237562019819587	0.12513797874859833
E1898_344	0.11065161085009298	0.002331836292733192	1.7615475119313873	0.02454305856459606	0.021819953256657518	0.15339316394169444	0.019914766535108226	1.3991487403589546	1.722000434740505	1.7608037426471024	0.03192451554882611	0.02066661172856435	2.3039722227863835	0.007465622642049645	0.028670522069882014	0.010275928845243577	1.699888497727008	2.0235731015002725	0.21399554077570795
E55_622	2.6685836165233288	0.0060517357555936535	0.03368972351558178	2.444891498798292	1.9452769655917843	1.8032410333215545	1.661820421850826	0.04829236022170967	2.798299876699692	0.03096512178038265	2.1287284100039647	2.1173206095679	0.05402755238627113	2.0965908331868803	2.5146640679567014	0.0018787930527883728	0.006649808861789983	1.6680671033294991	1.5619026125486606
