,PseudoTime1,PseudoTime2,PseudoTime3
E28_481,NA,NA,0.60176
E42_212,0.26382,NA,NA
E16_25,NA,NA,0.02889
E35_48,0.05779,NA,NA
E121_486,0.60804,NA,NA
E84_663,0.8304,NA,NA
E181_386,0.48241,NA,NA
E90_304,NA,0.3794,NA
E37_6,NA,0.00503,NA
E139_26,0.03015,NA,NA
E182_210,NA,0.26131,NA
E44_547,0.68467,NA,NA
E26_412,0.51508,NA,NA
E31_201,0.25,NA,NA
E123_57,0.0691,NA,NA
E14_791,0.99121,NA,NA
E124_252,0.31407,NA,NA
E95_563,NA,NA,0.70477
E105_612,0.76633,NA,NA
E174_152,0.18844,NA,NA
E129_375,NA,0.46859,NA
E98_14,NA,0.01508,NA
E102_721,0.90327,NA,NA
E146_717,NA,NA,0.89824
E0_65,0.07915,NA,NA
E78_599,0.75,NA,NA
E49_278,NA,NA,0.34673
E199_775,NA,0.97111,NA
E113_632,0.79146,NA,NA
E101_159,NA,0.19724,NA
E151_94,NA,0.11558,NA
E184_501,0.62688,NA,NA
E165_407,NA,0.50879,NA
E168_629,0.78769,NA,NA
E32_84,NA,NA,0.10302
E6_356,NA,0.44472,NA
E142_595,0.74497,NA,NA
E141_588,NA,NA,0.73618
E196_445,0.55653,NA,NA
E23_93,NA,0.11432,NA
E134_650,NA,0.81407,NA
E127_446,NA,NA,0.55779
E53_507,0.63442,NA,NA
E72_726,0.90955,NA,NA
E130_660,0.82663,NA,NA
E112_47,NA,NA,0.05653
E64_641,NA,NA,0.80276
E138_510,0.63819,NA,NA
E50_565,0.70729,NA,NA
E47_716,NA,NA,0.89698
E145_305,NA,NA,0.38065
E177_167,NA,0.20729,NA
E108_641,0.80276,NA,NA
E140_291,NA,0.36307,NA
E92_250,NA,0.31156,NA
E83_419,NA,0.52387,NA
E24_641,NA,NA,0.80276
E76_271,0.33794,NA,NA
E73_3,0.00126,NA,NA
E93_165,0.20477,NA,NA
E13_582,0.72864,NA,NA
E198_473,NA,0.59171,NA
E11_304,0.3794,NA,NA
E103_673,0.84296,NA,NA
E15_490,0.61307,NA,NA
E150_735,NA,0.92085,NA
E179_345,0.4309,NA,NA
E18_327,NA,0.40829,NA
E104_606,NA,NA,0.75879
E43_422,NA,NA,0.52764
E89_625,0.78266,NA,NA
E1_717,NA,0.89824,NA
E69_752,NA,0.94221,NA
E195_369,0.46106,NA,NA
E74_447,NA,NA,0.55905
E9_791,0.99121,NA,NA
E20_204,NA,NA,0.25377
E186_182,NA,NA,0.22613
E2_414,0.51759,NA,NA
E91_589,0.73744,NA,NA
E178_345,0.4309,NA,NA
E189_455,0.5691,NA,NA
E167_111,0.13693,NA,NA
E148_695,0.8706,NA,NA
E59_482,NA,0.60302,NA
E159_186,0.23116,NA,NA
E100_133,0.16457,NA,NA
E160_146,0.1809,NA,NA
E122_543,0.67965,NA,NA
E164_729,0.91332,NA,NA
E57_256,NA,0.3191,NA
E27_627,NA,NA,0.78518
E7_762,0.95477,NA,NA
E193_219,NA,NA,0.27261
E85_188,0.23367,NA,NA
E60_639,0.80025,NA,NA
E158_343,NA,0.42839,NA
E157_235,NA,NA,0.29271
E61_72,0.08794,NA,NA
