,PseudoTime1,PseudoTime2,PseudoTime3
E149_175,NA,0.21618,NA
E152_8,0.00506,NA,NA
E84_783,NA,NA,0.98483
E45_282,0.35145,NA,NA
E156_539,NA,NA,0.67636
E81_539,NA,0.67636,NA
E191_757,NA,0.95196,NA
E192_209,NA,0.25917,NA
E99_546,NA,0.68521,NA
E51_711,NA,NA,0.89381
E182_729,NA,NA,0.91656
E79_287,NA,NA,0.35777
E167_508,0.63717,NA,NA
E65_677,NA,0.85082,NA
E85_209,NA,0.25917,NA
E196_426,NA,0.5335,NA
E46_291,NA,NA,0.36283
E106_176,0.21745,NA,NA
E122_111,NA,0.13527,NA
E104_347,NA,NA,0.43363
E187_765,NA,0.96207,NA
E88_609,NA,NA,0.76485
E181_510,NA,0.6397,NA
E27_666,NA,0.83692,NA
E40_315,NA,0.39317,NA
E129_339,0.42351,NA,NA
E9_663,0.83312,NA,NA
E25_384,0.4804,NA,NA
E56_91,NA,0.10999,NA
E145_508,NA,NA,0.63717
E146_125,NA,NA,0.15297
E153_652,NA,0.81922,NA
E147_547,NA,NA,0.68647
E118_100,NA,0.12137,NA
E31_70,NA,NA,0.08344
E26_681,NA,0.85588,NA
E177_216,NA,0.26802,NA
E15_4,NA,NA,0.0
E95_658,NA,NA,0.8268
E32_684,NA,0.85967,NA
E67_404,NA,0.50569,NA
E52_326,NA,0.40708,NA
E131_420,0.52592,NA,NA
E174_386,0.48293,NA,NA
E83_102,NA,0.12389,NA
E135_54,0.06321,NA,NA
E37_38,0.04298,NA,NA
E143_357,NA,NA,0.44627
E12_759,NA,0.95449,NA
E133_386,NA,0.48293,NA
E48_602,NA,0.75601,NA
E76_545,NA,NA,0.68394
E130_34,NA,0.03793,NA
E4_338,0.42225,NA,NA
E7_465,0.58281,NA,NA
E94_730,NA,0.91783,NA
E39_662,NA,0.83186,NA
E0_718,NA,NA,0.90265
E59_729,NA,0.91656,NA
E58_489,NA,0.61315,NA
E17_284,0.35398,NA,NA
E185_29,NA,NA,0.03161
E33_361,NA,NA,0.45133
E91_643,0.80784,NA,NA
E161_220,NA,0.27307,NA
E29_103,0.12516,NA,NA
E121_458,NA,NA,0.57396
E157_431,0.53982,NA,NA
E30_612,NA,0.76865,NA
E116_97,NA,0.11757,NA
E74_12,NA,NA,0.01011
E176_55,NA,0.06448,NA
E197_128,NA,0.15676,NA
E61_82,NA,NA,0.09861
E169_408,0.51075,NA,NA
E112_572,0.71808,NA,NA
E62_504,NA,NA,0.63211
E89_18,NA,0.0177,NA
E19_200,NA,0.24779,NA
E92_217,NA,NA,0.26928
E113_226,NA,NA,0.28066
E172_689,NA,NA,0.86599
E164_108,NA,0.13148,NA
E3_399,0.49937,NA,NA
E154_701,0.88116,NA,NA
E155_685,NA,NA,0.86094
E111_107,NA,0.13021,NA
E199_772,NA,0.97092,NA
E162_253,NA,NA,0.31479
E171_371,NA,0.46397,NA
E96_312,NA,NA,0.38938
E114_664,0.83439,NA,NA
E148_537,NA,0.67383,NA
E190_381,NA,0.47661,NA
E35_161,NA,NA,0.19848
E134_262,0.32617,NA,NA
E168_272,0.33881,NA,NA
E21_503,0.63085,NA,NA
E163_296,NA,0.36915,NA
E72_664,NA,NA,0.83439
E44_103,0.12516,NA,NA
E10_576,NA,0.72314,NA
E189_598,NA,0.75095,NA
E63_442,NA,NA,0.55373
E43_268,NA,0.33375,NA
E178_66,0.07838,NA,NA
E16_440,0.5512,NA,NA
E57_524,NA,0.6574,NA
E195_577,NA,0.7244,NA
E86_645,NA,0.81037,NA
E60_204,0.25284,NA,NA
E109_181,NA,0.22377,NA
E188_174,NA,0.21492,NA
E24_425,NA,0.53224,NA
