,PseudoTime1,PseudoTime2
E45_390,0.79466,NA
E82_109,0.21766,NA
E81_154,0.31006,NA
E25_433,NA,0.88296
E87_475,NA,0.9692
E51_477,0.97331,NA
E13_397,0.80903,NA
E52_130,NA,0.26078
E96_234,NA,0.47433
E29_296,0.60164,NA
E59_41,0.07803,NA
E12_394,NA,0.80287
E34_330,NA,0.67146
E11_382,0.77823,NA
E93_280,0.56879,NA
E55_5,NA,0.00411
E66_311,0.63244,NA
E99_224,0.4538,NA
E79_165,0.33265,NA
E75_60,0.11704,NA
E6_343,0.69815,NA
E95_91,NA,0.1807
E74_111,0.22177,NA
E68_106,0.2115,NA
E70_126,NA,0.25257
E0_481,0.98152,NA
E9_389,0.79261,NA
E5_264,NA,0.53593
E50_171,NA,0.34497
E43_326,0.66324,NA
E35_35,0.06571,NA
E61_94,0.18686,NA
E85_247,NA,0.50103
E83_186,NA,0.37577
E98_154,0.31006,NA
E8_323,0.65708,NA
E53_166,0.3347,NA
E40_107,0.21355,NA
E26_90,NA,0.17864
E44_368,NA,0.74949
E60_424,NA,0.86448
E84_122,NA,0.24435
E57_153,0.30801,NA
E31_147,0.29569,NA
E2_400,0.8152,NA
E7_205,0.41478,NA
E89_34,0.06366,NA
E18_73,0.14374,NA
E63_206,0.41684,NA
E22_349,0.71047,NA
E16_254,NA,0.5154
E69_3,0.0,NA
E58_145,NA,0.29158
E4_430,NA,0.8768
E42_35,NA,0.06571
E97_219,0.44353,NA
E41_185,0.37372,NA
E67_313,0.63655,NA
E27_203,NA,0.41068
E90_334,NA,0.67967
E28_167,0.33676,NA
E1_81,0.16016,NA
E77_490,1.0,NA
E88_40,0.07598,NA
E54_50,0.09651,NA
E36_189,NA,0.38193
E24_385,NA,0.78439
E30_309,0.62834,NA
E73_177,0.35729,NA
E65_336,NA,0.68378
E17_140,NA,0.28131
E20_225,0.45585,NA
E80_176,0.35524,NA
E78_372,0.7577,NA
E49_237,NA,0.48049
E56_350,NA,0.71253
E39_383,0.78029,NA
E21_351,NA,0.71458
E19_185,NA,0.37372
E64_329,0.6694,NA
E62_44,NA,0.08419
E76_201,0.40657,NA
E10_393,0.80082,NA
E47_219,0.44353,NA
E86_232,NA,0.47023
E38_401,NA,0.81725
E33_23,0.04107,NA
E23_261,0.52977,NA
E72_354,NA,0.72074
E94_210,0.42505,NA
E92_127,0.25462,NA
E3_308,NA,0.62628
E48_247,NA,0.50103
E32_35,NA,0.06571
E15_136,NA,0.2731
E37_270,0.54825,NA
E46_250,NA,0.50719
E71_379,NA,0.77207
E91_187,NA,0.37782
E14_398,0.81109,NA
