,PseudoTime1,PseudoTime2,PseudoTime3
E3392_421,0.52572,NA,NA
E3343_339,NA,NA,0.42284
E3515_501,0.6261,NA,NA
E579_221,NA,0.27478,NA
E150_70,NA,NA,0.08532
E1441_106,NA,0.13049,NA
E2552_339,NA,0.42284,NA
E4978_241,NA,NA,0.29987
E4820_646,NA,0.80803,NA
E476_641,NA,0.80176,NA
E977_757,NA,0.9473,NA
E2578_201,NA,0.24969,NA
E1198_198,0.24592,NA,NA
E285_705,0.88206,NA,NA
E315_286,NA,0.35634,NA
E366_538,0.67252,NA,NA
E4851_2,NA,0.0,NA
E3773_790,0.98871,NA,NA
E2287_36,NA,0.04266,NA
E2462_658,0.82309,NA,NA
E1276_364,NA,0.4542,NA
E4824_651,NA,0.8143,NA
E1935_476,0.59473,NA,NA
E2749_17,NA,NA,0.01882
E916_540,NA,NA,0.67503
E3134_413,NA,0.51568,NA
E3195_439,NA,NA,0.54831
E4995_63,NA,NA,0.07654
E2595_578,NA,0.72271,NA
E3988_724,NA,0.9059,NA
E1738_746,NA,0.9335,NA
E3054_219,NA,NA,0.27227
E2088_691,0.86449,NA,NA
E3501_115,NA,NA,0.14178
E4024_280,NA,0.34881,NA
E4277_772,NA,0.96612,NA
E2564_513,0.64115,NA,NA
E4613_121,NA,0.14931,NA
E2629_21,NA,0.02384,NA
E1902_34,NA,NA,0.04015
E824_358,0.44668,NA,NA
E4969_330,NA,0.41154,NA
E4695_204,NA,0.25345,NA
E4754_644,NA,NA,0.80552
E2336_353,0.4404,NA,NA
E1314_403,NA,0.50314,NA
E2577_771,0.96487,NA,NA
E2778_286,0.35634,NA,NA
E3644_734,0.91844,NA,NA
E2743_303,NA,0.37767,NA
E2172_493,NA,0.61606,NA
E3729_790,NA,0.98871,NA
E565_276,NA,0.34379,NA
E789_664,NA,NA,0.83061
E194_188,NA,0.23338,NA
E806_689,NA,0.86198,NA
E4110_128,NA,NA,0.15809
E3500_244,NA,NA,0.30364
E3766_479,NA,0.59849,NA
E2184_301,NA,0.37516,NA
E4973_660,NA,NA,0.8256
E2790_387,NA,NA,0.48306
E2584_798,0.99875,NA,NA
E765_284,0.35383,NA,NA
E46_257,NA,NA,0.31995
E2860_379,NA,NA,0.47302
E4173_524,NA,0.65496,NA
E574_388,0.48432,NA,NA
E3159_549,NA,0.68632,NA
E3415_620,0.77541,NA,NA
E428_516,NA,NA,0.64492
E3861_159,NA,0.19699,NA
E4929_496,0.61982,NA,NA
E1928_766,NA,0.95859,NA
E314_278,NA,NA,0.3463
E3237_331,NA,0.4128,NA
E3547_482,NA,0.60226,NA
E1339_515,NA,0.64366,NA
E1593_54,NA,NA,0.06524
E1217_779,NA,0.97491,NA
E4380_646,NA,0.80803,NA
E1428_463,NA,0.57842,NA
E1294_532,NA,NA,0.66499
E3935_60,0.07277,NA,NA
E3645_404,NA,0.50439,NA
E3697_32,NA,0.03764,NA
E844_34,NA,0.04015,NA
E1824_663,0.82936,NA,NA
E544_432,0.53952,NA,NA
E4760_98,NA,NA,0.12045
E736_98,NA,0.12045,NA
E2008_403,0.50314,NA,NA
E1415_119,NA,NA,0.1468
E547_553,0.69134,NA,NA
E4079_693,NA,NA,0.867
E1047_143,NA,0.17691,NA
E875_469,0.58595,NA,NA
E563_603,0.75408,NA,NA
E600_517,NA,0.64617,NA
E2477_583,NA,NA,0.72898
E668_733,NA,0.91719,NA
E1385_199,0.24718,NA,NA
E1494_471,NA,NA,0.58846
E4471_316,NA,NA,0.39398
E4893_633,NA,0.79172,NA
