,PseudoTime1,PseudoTime2,PseudoTime3
E950_469,0.58647,NA,NA
E1478_523,NA,0.65414,NA
E2414_199,0.24812,NA,NA
E3105_20,0.02381,NA,NA
E3282_359,NA,0.44862,NA
E2744_30,NA,NA,0.03634
E3274_61,NA,NA,0.07519
E848_187,NA,0.23308,NA
E3964_697,0.87218,NA,NA
E3826_457,NA,0.57143,NA
E4098_311,NA,NA,0.38847
E3994_666,NA,NA,0.83333
E2801_88,NA,0.10902,NA
E4675_796,NA,0.99624,NA
E4217_592,NA,NA,0.7406
E2877_320,NA,NA,0.39975
E2560_575,NA,NA,0.7193
E1143_461,NA,0.57644,NA
E1582_744,0.93108,NA,NA
E4465_756,NA,NA,0.94612
E1091_606,NA,NA,0.75815
E2487_389,NA,NA,0.48622
E4047_155,0.19298,NA,NA
E1799_689,NA,NA,0.86216
E1728_250,NA,NA,0.31203
E3280_673,0.84211,NA,NA
E2390_47,0.05764,NA,NA
E4545_329,0.41103,NA,NA
E4413_190,NA,NA,0.23684
E3177_630,NA,0.78822,NA
E1030_31,NA,0.03759,NA
E21_388,NA,0.48496,NA
E688_174,NA,NA,0.21679
E3663_607,NA,NA,0.7594
E4826_346,0.43233,NA,NA
E1977_52,NA,NA,0.06391
E3748_734,0.91855,NA,NA
E3395_645,NA,0.80702,NA
E942_545,NA,0.6817,NA
E4412_684,0.85589,NA,NA
E735_775,0.96992,NA,NA
E2196_727,NA,0.90977,NA
E3129_646,NA,NA,0.80827
E2080_766,NA,0.95865,NA
E1010_767,0.9599,NA,NA
E3218_366,NA,NA,0.45739
E1146_398,NA,NA,0.49749
E1705_66,NA,0.08145,NA
E4571_66,NA,NA,0.08145
E1922_126,NA,0.15664,NA
E1308_39,0.04762,NA,NA
E822_768,NA,0.96115,NA
E185_113,NA,0.14035,NA
E4926_589,NA,0.73684,NA
E249_375,NA,0.46867,NA
E4799_645,0.80702,NA,NA
E296_15,NA,0.01754,NA
E108_423,0.52882,NA,NA
E3930_658,0.82331,NA,NA
E2719_329,NA,0.41103,NA
E305_574,0.71805,NA,NA
E4018_144,NA,0.1792,NA
E315_28,NA,0.03383,NA
E1380_25,NA,0.03008,NA
E1007_175,0.21805,NA,NA
E3805_734,NA,NA,0.91855
E2178_689,0.86216,NA,NA
E2418_746,0.93358,NA,NA
E2278_606,NA,NA,0.75815
E4245_442,NA,0.55263,NA
E4706_148,NA,0.18421,NA
E2997_48,NA,0.0589,NA
E4084_765,NA,0.95739,NA
