TF	Target	EdgeWeight
PGD2	FGF9	0.010556644760072231
FOXL2	CTNNB1	0.010553181171417236
AMH	FGF9	0.010548868216574192
AMH	PGD2	0.010541527532041073
DKK1	SOX9	0.010538354516029358
FGF9	DHH	0.010533240623772144
DHH	PGD2	0.010529893450438976
SOX9	DHH	0.010528628714382648
WNT4	RSPO1	0.010517647489905357
SOX9	DMRT1	0.010511591099202633
DMRT1	PGD2	0.010504353791475296
SRY	WT1pKTS	0.01050378754734993
NR5A1	FGF9	0.01050223782658577
FGF9	PGD2	0.0104997418820858
DKK1	DMRT1	0.010499098338186741
PGD2	SOX9	0.010492407716810703
DKK1	AMH	0.010491740889847279
PGD2	AMH	0.010490735061466694
FGF9	NR5A1	0.010487720370292664
DKK1	FGF9	0.010486586950719357
FOXL2	WNT4	0.010480194352567196
DHH	DKK1	0.010478433221578598
FOXL2	RSPO1	0.010478191077709198
AMH	SOX9	0.010478065349161625
WT1pKTS	SRY	0.010476632043719292
CBX2	UGR	0.010472822934389114
RSPO1	CTNNB1	0.010472305119037628
NR5A1	DHH	0.01046614907681942
FGF9	AMH	0.01046568900346756
DMRT1	DKK1	0.01046413742005825
SOX9	SRY	0.010461692698299885
FGF9	SOX9	0.010460990481078625
DHH	FGF9	0.010459179989993572
DMRT1	WT1pKTS	0.010458813980221748
FGF9	DMRT1	0.010458615608513355
SRY	DMRT1	0.010458025150001049
SOX9	AMH	0.01045794878154993
SOX9	PGD2	0.010455245152115822
WT1pKTS	SOX9	0.010454553179442883
SOX9	WT1pKTS	0.010454344563186169
NR0B1	RSPO1	0.010448149405419827
UGR	CBX2	0.01044480036944151
DHH	WT1pKTS	0.010444060899317265
AMH	DKK1	0.010443190112709999
NR5A1	PGD2	0.010442230850458145
DHH	AMH	0.010440940968692303
SRY	PGD2	0.010439877398312092
WT1pKTS	DKK1	0.010437862016260624
PGD2	WT1pKTS	0.010437636636197567
DKK1	DHH	0.0104370741173625
RSPO1	WNT4	0.010437012650072575
NR0B1	WNT4	0.010436815209686756
FGF9	DKK1	0.010435940697789192
NR5A1	DKK1	0.01043481845408678
AMH	DMRT1	0.0104344692081213
FGF9	SRY	0.010431766510009766
AMH	NR5A1	0.010431238450109959
AMH	DHH	0.010430765338242054
PGD2	DMRT1	0.010429373942315578
DMRT1	DHH	0.010427277535200119
NR0B1	FOXL2	0.010423519648611546
DMRT1	SRY	0.010422163642942905
DKK1	SRY	0.010421239770948887
SRY	DHH	0.010418631136417389
SOX9	FGF9	0.010416384786367416
WT1pKTS	NR5A1	0.010413087904453278
CBX2	NR5A1	0.010409568436443806
WT1pKTS	DMRT1	0.010407312773168087
WT1pKTS	CBX2	0.01040686760097742
DHH	SRY	0.010405088774859905
DHH	SOX9	0.01040351390838623
PGD2	DHH	0.010401705279946327
NR0B1	GATA4	0.010401039384305477
WT1pKTS	AMH	0.010399928316473961
GATA4	FOXL2	0.010399682447314262
AMH	SRY	0.01039809174835682
SRY	DKK1	0.010396135039627552
CTNNB1	FOXL2	0.010394859127700329
NR5A1	UGR	0.010390286333858967
WNT4	CTNNB1	0.010389236733317375
CTNNB1	RSPO1	0.01038852334022522
