,PseudoTime
E71_1055,0.7014122394082044
E39_1231,0.8197713517148622
E86_354,0.22999327505043712
E17_593,0.39071956960322796
E30_12,0.0
E28_878,0.5823806321452589
E65_1336,0.8903833221250841
E25_1107,0.7363819771351715
E78_998,0.6630800268997983
E73_1498,0.9993275050437121
E84_1349,0.8991257565568258
E38_986,0.6550100874243443
E77_742,0.4909213180901143
E11_1481,0.9878950907868191
E14_1218,0.8110289172831204
E88_965,0.6408876933422999
E92_611,0.40282447881640887
E62_134,0.082044384667115
E49_1075,0.714862138533961
E43_612,0.4034969737726967
E60_1275,0.8493611297915266
E27_1175,0.7821116341627438
E23_720,0.4761264290517821
E10_482,0.3160726294552791
E12_1467,0.9784801613987895
E53_45,0.02219233355749832
E51_335,0.2172158708809684
E47_287,0.18493611297915266
E31_133,0.08137188971082716
E44_1074,0.7141896435776731
E93_316,0.20443846671149965
E50_996,0.6617350369872226
E69_285,0.183591123066577
E40_1038,0.6899798251513114
E18_1436,0.9576328177538669
E96_1030,0.6845998655010087
E35_566,0.3725622057834566
E75_374,0.24344317417619368
E56_892,0.5917955615332885
E72_1418,0.9455279085406859
E7_580,0.38197713517148624
E21_146,0.09011432414256892
E63_347,0.22528581035642234
E70_898,0.5958305312710155
E79_559,0.36785474108944183
E9_560,0.3685272360457297
E3_860,0.570275722932078
E2_1023,0.679892400806994
E33_83,0.04774714189643578
E74_1346,0.8971082716879624
E66_1499,1.0
E61_269,0.17283120376597175
E1_185,0.11634162743779422
E80_684,0.4519166106254203
E99_695,0.4593140551445864
E36_26,0.00941492938802959
E59_1070,0.7114996637525218
E76_1120,0.7451244115669132
E45_497,0.3261600537995965
E29_256,0.16408876933423
E26_1316,0.8769334229993275
E48_698,0.4613315400134499
E85_773,0.511768661735037
E37_121,0.07330195023537324
E46_99,0.05850706119704102
E87_695,0.4593140551445864
E90_42,0.020174848688634835
E52_677,0.44720914593140554
E54_1099,0.7310020174848688
E42_1109,0.7377269670477471
E32_719,0.4754539340954943
E89_309,0.19973100201748487
E24_809,0.5359784801613988
E83_1179,0.784801613987895
E97_604,0.3981170141223941
E41_1377,0.917955615332885
E8_1163,0.7740416946872899
E95_247,0.15803631472763954
E0_179,0.11230665770006724
E34_1403,0.9354404841963685
E94_1420,0.9468728984532616
E91_258,0.16543375924680565
E15_1111,0.7390719569603228
E5_199,0.12575655682582382
E82_154,0.09549428379287156
E16_375,0.2441156691324815
E98_448,0.29320780094149296
E20_496,0.32548755884330866
E67_721,0.47679892400806995
E55_1217,0.8103564223268326
E22_777,0.5144586415601883
E58_1255,0.83591123066577
E4_573,0.3772696704774714
E57_1108,0.7370544720914594
E64_315,0.20376597175521183
E68_1173,0.7807666442501682
E6_1041,0.6919973100201748
E13_425,0.2777404169468729
E19_244,0.15601882985877605
E81_1057,0.7027572293207801
