,LRP,source_gene,target_gene
1,0.004168853,Dbx2,Dbx1
2,0.02152538,Irx3,Dbx1
3,0.005631062,Nkx22,Dbx1
4,0.011110656,Nkx61,Dbx1
5,0.008062091,Nkx62,Dbx1
6,0.009783783,Olig2,Dbx1
7,0.004254524,Pax6,Dbx1
10,0.021886377,Irx3,Dbx2
11,0.0061939405,Nkx22,Dbx2
12,0.010050954,Nkx61,Dbx2
13,0.0013875954,Nkx62,Dbx2
14,0.0073390817,Olig2,Dbx2
15,0.0036541172,Pax6,Dbx2
19,0.04013145,Nkx22,Irx3
20,0.026314773,Nkx61,Irx3
21,0.023275867,Nkx62,Irx3
22,0.012801895,Olig2,Irx3
23,0.010557935,Pax6,Irx3
28,0.01071262,Nkx61,Nkx22
29,0.008943258,Nkx62,Nkx22
30,0.035665385,Olig2,Nkx22
31,0.04184228,Pax6,Nkx22
37,0.0127427075,Nkx62,Nkx61
38,0.011712631,Olig2,Nkx61
39,0.012156333,Pax6,Nkx61
46,0.007054499,Olig2,Nkx62
47,0.0032224301,Pax6,Nkx62
55,0.004738719,Pax6,Olig2
