,LRP,source_gene,target_gene
1,0.0049213623,Dbx2,Dbx1
2,0.012330714,Irx3,Dbx1
3,0.009484144,Nkx22,Dbx1
4,0.0041054944,Nkx61,Dbx1
5,0.0053139776,Nkx62,Dbx1
6,0.002744159,Olig2,Dbx1
7,0.017390385,Pax6,Dbx1
10,0.006860882,Irx3,Dbx2
11,0.009404366,Nkx22,Dbx2
12,0.0032768454,Nkx61,Dbx2
13,0.0032662228,Nkx62,Dbx2
14,0.00049468206,Olig2,Dbx2
15,0.011298203,Pax6,Dbx2
19,0.014741083,Nkx22,Irx3
20,0.0058210804,Nkx61,Irx3
21,0.0047991397,Nkx62,Irx3
22,0.009024388,Olig2,Irx3
23,0.035428796,Pax6,Irx3
28,0.00889819,Nkx61,Nkx22
29,0.004588333,Nkx62,Nkx22
30,0.022881238,Olig2,Nkx22
31,0.057338834,Pax6,Nkx22
37,0.003223586,Nkx62,Nkx61
38,0.009261503,Olig2,Nkx61
39,0.015557586,Pax6,Nkx61
46,0.0020063613,Olig2,Nkx62
47,0.0047984803,Pax6,Nkx62
55,0.03757631,Pax6,Olig2
