,LRP,source_gene,target_gene
1,0.0041168993,Dbx2,Dbx1
2,0.009850287,Irx3,Dbx1
3,0.0018127428,Nkx22,Dbx1
4,0.005997924,Nkx61,Dbx1
5,0.0056158453,Nkx62,Dbx1
6,0.0056615034,Olig2,Dbx1
7,0.0024241249,Pax6,Dbx1
10,0.01012992,Irx3,Dbx2
11,0.0020108204,Nkx22,Dbx2
12,0.0041524265,Nkx61,Dbx2
13,0.004682103,Nkx62,Dbx2
14,0.010229118,Olig2,Dbx2
15,0.0030269388,Pax6,Dbx2
19,0.004283638,Nkx22,Irx3
20,0.0137738725,Nkx61,Irx3
21,0.0093672555,Nkx62,Irx3
22,0.025618875,Olig2,Irx3
23,0.0061590807,Pax6,Irx3
28,0.0012725602,Nkx61,Nkx22
29,8.6165644e-05,Nkx62,Nkx22
30,0.028295998,Olig2,Nkx22
31,0.019854743,Pax6,Nkx22
37,0.006146264,Nkx62,Nkx61
38,0.006636302,Olig2,Nkx61
39,0.0052809874,Pax6,Nkx61
46,0.0026373714,Olig2,Nkx62
47,0.0032880134,Pax6,Nkx62
55,0.022821607,Pax6,Olig2
