,LRP,source_gene,target_gene
1,0.006931451,Dbx2,Dbx1
2,0.023764446,Irx3,Dbx1
3,0.0038876412,Nkx22,Dbx1
4,0.0090338085,Nkx61,Dbx1
5,0.0014841595,Nkx62,Dbx1
6,0.008576558,Olig2,Dbx1
7,0.00757522,Pax6,Dbx1
10,0.024842225,Irx3,Dbx2
11,0.0043430817,Nkx22,Dbx2
12,0.008561568,Nkx61,Dbx2
13,0.004122568,Nkx62,Dbx2
14,0.0075834366,Olig2,Dbx2
15,0.007684096,Pax6,Dbx2
19,0.009146963,Nkx22,Irx3
20,0.032827035,Nkx61,Irx3
21,0.017992508,Nkx62,Irx3
22,0.035937287,Olig2,Irx3
23,0.010012123,Pax6,Irx3
28,0.0073383916,Nkx61,Nkx22
29,0.004316902,Nkx62,Nkx22
30,0.012076576,Olig2,Nkx22
31,0.016565155,Pax6,Nkx22
37,0.0055981283,Nkx62,Nkx61
38,0.021706007,Olig2,Nkx61
39,0.014363918,Pax6,Nkx61
46,0.009067302,Olig2,Nkx62
47,0.011511792,Pax6,Nkx62
55,0.022936432,Pax6,Olig2
