,LRP,source_gene,target_gene
1,0.0031179902,Dbx2,Dbx1
2,0.008236877,Irx3,Dbx1
3,0.0010639685,Nkx22,Dbx1
4,0.007571544,Nkx61,Dbx1
5,0.005034562,Nkx62,Dbx1
6,0.0036191805,Olig2,Dbx1
7,0.0016182702,Pax6,Dbx1
10,0.0063222125,Irx3,Dbx2
11,0.0023930527,Nkx22,Dbx2
12,0.0050283484,Nkx61,Dbx2
13,0.0033182825,Nkx62,Dbx2
14,0.01152025,Olig2,Dbx2
15,0.0018698522,Pax6,Dbx2
19,0.0018033662,Nkx22,Irx3
20,0.02187952,Nkx61,Irx3
21,0.0071185865,Nkx62,Irx3
22,0.038242213,Olig2,Irx3
23,0.0077853454,Pax6,Irx3
28,0.0035034614,Nkx61,Nkx22
29,0.0012145552,Nkx62,Nkx22
30,0.031871513,Olig2,Nkx22
31,0.01288921,Pax6,Nkx22
37,0.008419561,Nkx62,Nkx61
38,0.0330615,Olig2,Nkx61
39,0.009106981,Pax6,Nkx61
46,0.0068500475,Olig2,Nkx62
47,0.0034302236,Pax6,Nkx62
55,0.029698923,Pax6,Olig2
