,PseudoTime1,PseudoTime2
E2317_64,0.12651,NA
E2689_33,NA,0.06426
E648_481,NA,0.96386
E4974_376,0.75301,NA
E1718_479,0.95984,NA
E268_189,0.37751,NA
E2919_124,0.24699,NA
E1058_428,NA,0.85743
E3727_53,0.10442,NA
E124_192,NA,0.38353
E2644_256,NA,0.51205
E1626_346,NA,0.69277
E3285_335,NA,0.67068
E2528_397,0.79518,NA
E3281_174,0.34739,NA
E3849_276,NA,0.55221
E4369_324,0.64859,NA
E2356_430,0.86145,NA
E4579_393,NA,0.78715
E917_198,0.39558,NA
E3468_408,NA,0.81727
E204_146,NA,0.29116
E2658_87,0.17269,NA
E1661_472,NA,0.94578
E4218_360,NA,0.72088
E3114_43,NA,0.08434
E780_414,NA,0.82932
E906_210,0.41968,NA
E4282_100,NA,0.1988
E1343_413,NA,0.82731
E1667_491,0.98394,NA
E2366_123,0.24498,NA
E1647_285,0.57028,NA
E877_297,0.59438,NA
E3263_42,NA,0.08233
E2451_347,NA,0.69478
E2184_38,0.0743,NA
E2552_68,0.13454,NA
E1384_62,NA,0.12249
E2922_207,0.41365,NA
E3717_292,0.58434,NA
E4170_482,0.96586,NA
E4993_465,0.93173,NA
E4546_116,NA,0.23092
E3836_284,NA,0.56827
E2238_475,NA,0.95181
E1734_88,0.1747,NA
E547_383,NA,0.76707
E1415_318,0.63655,NA
E108_33,NA,0.06426
E579_244,NA,0.48795
E4379_160,NA,0.31928
E4802_497,0.99598,NA
E4740_234,0.46787,NA
E3728_124,NA,0.24699
E1463_60,NA,0.11847
E3026_480,NA,0.96185
E3445_3,0.00402,NA
E4994_94,NA,0.18675
E2134_179,0.35743,NA
E4815_202,0.40361,NA
E2456_3,NA,0.00402
E2766_382,0.76506,NA
E3847_394,0.78916,NA
E2000_105,NA,0.20884
E25_457,NA,0.91566
E3987_310,NA,0.62048
E3697_39,0.07631,NA
E3710_199,NA,0.39759
E3479_391,NA,0.78313
E2339_29,NA,0.05622
E247_181,0.36145,NA
E398_444,0.88956,NA
E3050_274,0.54819,NA
E1148_240,0.47992,NA
E4441_497,NA,0.99598
E1475_243,0.48594,NA
E3416_209,0.41767,NA
E32_269,NA,0.53815
E1373_267,0.53414,NA
E3568_471,0.94378,NA
E4236_310,NA,0.62048
E4751_341,0.68273,NA
E4563_478,NA,0.95783
E598_133,NA,0.26506
E2777_174,0.34739,NA
E634_282,NA,0.56426
E2624_430,0.86145,NA
E252_176,0.35141,NA
E4472_88,0.1747,NA
E3353_314,NA,0.62851
E510_436,0.87349,NA
E492_294,0.58835,NA
E2928_189,0.37751,NA
E4092_497,0.99598,NA
E3503_23,NA,0.04418
E824_382,NA,0.76506
E3706_270,NA,0.54016
E3794_262,NA,0.5241
E3827_90,NA,0.17871
E1917_228,0.45582,NA
E2063_390,NA,0.78112
E4342_32,0.06225,NA
E3432_188,0.3755,NA
E4686_458,0.91767,NA
E1442_491,0.98394,NA
E736_131,0.26104,NA
E4458_286,0.57229,NA
E4267_176,NA,0.35141
E3046_306,NA,0.61245
E4504_393,NA,0.78715
E890_355,NA,0.71084
E694_286,0.57229,NA
E1269_187,0.37349,NA
E4860_271,0.54217,NA
E3511_376,NA,0.75301
E1259_6,0.01004,NA
E454_150,NA,0.2992
E3508_5,NA,0.00803
E905_303,NA,0.60643
E2108_86,NA,0.17068
E4569_355,0.71084,NA
E2333_208,NA,0.41566
E1513_302,NA,0.60442
E404_286,0.57229,NA
E2846_440,NA,0.88153
E2760_314,NA,0.62851
E3553_313,0.62651,NA
E1702_300,0.6004,NA
E4621_30,0.05823,NA
E2399_142,0.28313,NA
E3810_44,0.08635,NA
E4913_372,0.74498,NA
E3137_487,NA,0.9759
E1317_328,0.65663,NA
E3342_161,0.32129,NA
E3541_56,NA,0.11044
E96_107,NA,0.21285
E1429_193,0.38554,NA
E4965_61,NA,0.12048
E669_193,0.38554,NA
E1559_306,NA,0.61245
E4065_41,NA,0.08032
E819_128,NA,0.25502
E902_256,NA,0.51205
E768_260,NA,0.52008
E217_40,NA,0.07831
E422_147,NA,0.29317
E4582_492,NA,0.98594
E4130_429,NA,0.85944
E401_345,0.69076,NA
E4197_277,NA,0.55422
E1931_460,0.92169,NA
E3895_473,0.94779,NA
E451_370,NA,0.74096
E1914_255,0.51004,NA
