,PseudoTime1,PseudoTime2,PseudoTime3
E150_444,NA,NA,0.55514
E3901_577,NA,NA,0.7218
E480_744,NA,NA,0.93108
E1729_520,0.65038,NA,NA
E1184_502,NA,0.62782,NA
E1409_109,0.13534,NA,NA
E1363_534,0.66792,NA,NA
E1249_704,NA,0.88095,NA
E4754_276,NA,0.34461,NA
E410_20,NA,0.02381,NA
E1352_85,0.10526,NA,NA
E1725_61,NA,NA,0.07519
E3794_131,0.16291,NA,NA
E1238_322,NA,NA,0.40226
E4555_263,NA,NA,0.32832
E3299_361,NA,NA,0.45113
E2107_296,NA,NA,0.36967
E2727_605,NA,0.75689,NA
E2533_612,NA,0.76566,NA
E4470_322,NA,0.40226,NA
E4288_237,NA,0.29574,NA
E3497_232,NA,0.28947,NA
E2856_587,NA,NA,0.73434
E1508_171,0.21303,NA,NA
E883_231,NA,NA,0.28822
E3534_391,NA,NA,0.48872
E2675_1,0.0,NA,NA
E1750_37,0.04511,NA,NA
E1521_336,0.4198,NA,NA
E639_498,0.62281,NA,NA
E1519_72,NA,NA,0.08897
E682_329,0.41103,NA,NA
E4474_419,0.52381,NA,NA
E2516_605,0.75689,NA,NA
E4718_264,0.32957,NA,NA
E4343_554,NA,NA,0.69298
E2543_23,NA,0.02757,NA
E256_594,0.74311,NA,NA
E804_107,NA,NA,0.13283
E3172_315,0.39348,NA,NA
E493_55,0.06767,NA,NA
E288_664,0.83083,NA,NA
E4969_643,NA,NA,0.80451
E3306_451,0.56391,NA,NA
E4729_275,NA,0.34336,NA
E2897_655,0.81955,NA,NA
E871_182,NA,0.22682,NA
E3544_256,NA,NA,0.31955
E3760_472,NA,0.59023,NA
E1268_624,NA,0.7807,NA
E3159_415,0.5188,NA,NA
E1800_487,0.60902,NA,NA
E4653_167,NA,0.20802,NA
E2183_584,0.73058,NA,NA
E593_53,NA,0.06516,NA
E3718_361,0.45113,NA,NA
E4475_445,NA,NA,0.55639
E640_237,0.29574,NA,NA
E1006_402,0.50251,NA,NA
E167_107,0.13283,NA,NA
E4233_286,0.35714,NA,NA
E4956_372,0.46491,NA,NA
E2492_293,NA,NA,0.36591
E2494_168,NA,0.20927,NA
E2885_332,NA,0.41479,NA
E3753_537,0.67168,NA,NA
E3074_710,NA,NA,0.88847
E4921_212,NA,0.26441,NA
E4048_706,0.88346,NA,NA
E1735_115,NA,NA,0.14286
E175_368,0.4599,NA,NA
E3853_22,0.02632,NA,NA
E559_209,0.26065,NA,NA
E1116_572,0.71554,NA,NA
E528_88,NA,NA,0.10902
E1964_230,0.28697,NA,NA
E1180_571,NA,0.71429,NA
E3744_284,NA,0.35464,NA
E4980_730,NA,0.91353,NA
E4657_172,NA,NA,0.21429
E1931_244,NA,0.30451,NA
E208_572,0.71554,NA,NA
E2664_768,NA,0.96115,NA
E3422_505,0.63158,NA,NA
E798_632,NA,NA,0.79073
E2242_280,NA,0.34962,NA
E3056_213,NA,NA,0.26566
E2926_425,NA,0.53133,NA
E364_580,0.72556,NA,NA
E2316_19,0.02256,NA,NA
E2067_63,0.07769,NA,NA
E3037_196,NA,0.24436,NA
E1385_402,NA,NA,0.50251
E9_673,NA,0.84211,NA
E4600_595,NA,NA,0.74436
E1548_115,NA,0.14286,NA
E1637_131,NA,0.16291,NA
E3885_544,NA,NA,0.68045
E1773_594,0.74311,NA,NA
E1551_84,0.10401,NA,NA
E1142_381,0.47619,NA,NA
E3113_418,NA,0.52256,NA
E2380_52,NA,0.06391,NA
E856_782,NA,NA,0.9787
E3890_791,NA,NA,0.98997
E4874_580,NA,0.72556,NA
E3321_527,0.65915,NA,NA
E4711_83,NA,0.10276,NA
E4118_433,NA,NA,0.54135
E2660_445,NA,0.55639,NA
E1697_150,NA,0.18672,NA
E1061_113,NA,0.14035,NA
E1047_608,0.76065,NA,NA
E2951_748,NA,0.93609,NA
E3975_436,NA,NA,0.54511
E1916_316,0.39474,NA,NA
E4872_773,NA,NA,0.96742
E598_166,NA,NA,0.20677
E1242_342,0.42732,NA,NA
E315_619,0.77444,NA,NA
E4728_709,0.88722,NA,NA
E3669_205,0.25564,NA,NA
E4941_690,NA,NA,0.86341
E1_722,0.90351,NA,NA
E1068_326,0.40727,NA,NA
E3952_367,0.45865,NA,NA
E2880_98,NA,0.12155,NA
E2104_568,NA,NA,0.71053
E1086_737,NA,0.92231,NA
E1611_522,NA,0.65288,NA
E3104_416,NA,0.52005,NA
E3191_471,NA,NA,0.58897
E3407_86,NA,0.10652,NA
E2391_291,0.36341,NA,NA
E3569_412,NA,NA,0.51504
E2787_54,NA,0.06642,NA
E3919_529,NA,0.66165,NA
E499_100,NA,0.12406,NA
E1303_764,NA,NA,0.95614
E1176_139,NA,NA,0.17293
E3473_436,NA,0.54511,NA
E839_249,0.31078,NA,NA
E3059_455,NA,0.56892,NA
E4905_383,NA,NA,0.4787
E56_247,0.30827,NA,NA
E4979_476,0.59524,NA,NA
E2098_423,NA,NA,0.52882
E2087_338,0.42231,NA,NA
E4637_325,0.40602,NA,NA
E835_705,NA,0.88221,NA
E724_160,NA,NA,0.19925
E3985_637,NA,0.79699,NA
E3380_319,NA,NA,0.3985
E251_274,0.34211,NA,NA
E1281_784,NA,NA,0.9812
E920_217,NA,0.27068,NA
E633_295,NA,0.36842,NA
E1675_117,NA,NA,0.14536
E2274_579,0.72431,NA,NA
E225_302,NA,NA,0.37719
E1634_644,0.80576,NA,NA
E907_743,0.92982,NA,NA
E3288_600,NA,NA,0.75063
E653_695,NA,NA,0.86967
E3185_490,0.61278,NA,NA
E2485_262,0.32707,NA,NA
E2878_65,NA,0.0802,NA
E110_179,NA,0.22306,NA
E1439_796,0.99624,NA,NA
E2596_713,NA,NA,0.89223
E4818_243,0.30326,NA,NA
E3594_176,NA,0.2193,NA
E4385_272,0.3396,NA,NA
E628_203,NA,0.25313,NA
E3848_42,0.05138,NA,NA
E2919_68,NA,0.08396,NA
E4996_390,NA,0.48747,NA
E4884_417,0.5213,NA,NA
E4276_719,0.89975,NA,NA
E2361_799,1.0,NA,NA
E1056_270,0.33709,NA,NA
E3874_64,NA,NA,0.07895
E378_294,0.36717,NA,NA
E4412_378,NA,NA,0.47243
E2884_796,NA,NA,0.99624
E596_392,NA,NA,0.48997
E124_668,0.83584,NA,NA
E3120_476,NA,0.59524,NA
E1231_788,0.98622,NA,NA
