,PseudoTime1,PseudoTime2
E1107_496,NA,0.6203
E3956_344,NA,0.42982
E4054_171,0.21303,NA
E279_325,0.40602,NA
E147_751,NA,0.93985
E3989_214,0.26692,NA
E3802_283,NA,0.35338
E2916_53,0.06516,NA
E4534_567,NA,0.70927
E3440_250,NA,0.31203
E4819_764,0.95614,NA
E509_689,0.86216,NA
E4973_663,NA,0.82957
E4531_770,0.96366,NA
E1159_127,0.15789,NA
E2401_38,NA,0.04637
E1888_23,NA,0.02757
E1810_39,NA,0.04762
E1414_577,0.7218,NA
E4129_110,NA,0.13659
E1323_628,NA,0.78571
E4072_323,0.40351,NA
E1395_121,NA,0.15038
E1920_796,0.99624,NA
E97_70,NA,0.08647
E4161_639,0.7995,NA
E2348_783,NA,0.97995
E998_646,0.80827,NA
E4024_270,0.33709,NA
E3954_315,0.39348,NA
E3515_352,NA,0.43985
E4116_758,0.94862,NA
E4590_621,0.77694,NA
E4688_425,NA,0.53133
E1077_528,0.6604,NA
E3976_155,NA,0.19298
E194_728,NA,0.91103
E3590_625,0.78195,NA
E2410_155,0.19298,NA
E1964_240,0.2995,NA
E4460_36,0.04386,NA
E4545_405,0.50627,NA
E2405_76,NA,0.09398
E4620_185,NA,0.23058
E3432_61,NA,0.07519
E417_299,0.37343,NA
E2441_246,NA,0.30702
E43_711,NA,0.88972
E1079_316,NA,0.39474
E682_545,NA,0.6817
E3797_508,NA,0.63534
E478_461,NA,0.57644
E2901_425,NA,0.53133
E1679_210,NA,0.2619
E4296_155,0.19298,NA
E2023_541,NA,0.67669
E4748_449,0.5614,NA
E2785_339,0.42356,NA
E2768_148,NA,0.18421
E4440_255,0.3183,NA
E1807_540,NA,0.67544
E484_733,NA,0.91729
E3657_693,NA,0.86717
E2380_561,0.70175,NA
E710_66,NA,0.08145
E4360_334,0.41729,NA
E4885_418,NA,0.52256
E3997_610,0.76316,NA
E2437_460,NA,0.57519
E4447_32,0.03885,NA
E1147_393,NA,0.49123
E1316_287,NA,0.3584
E4835_460,NA,0.57519
E3133_332,NA,0.41479
E4219_501,NA,0.62657
E1875_231,NA,0.28822
E4215_439,NA,0.54887
E4870_479,0.599,NA
E2334_272,NA,0.3396
E34_478,NA,0.59774
E4002_137,NA,0.17043
E1715_510,0.63784,NA
E2763_137,0.17043,NA
E1337_647,0.80952,NA
E3941_600,NA,0.75063
E917_603,0.75439,NA
E3565_682,NA,0.85338
E436_344,0.42982,NA
E3645_461,0.57644,NA
E832_71,0.08772,NA
E1986_193,NA,0.2406
E2382_580,0.72556,NA
E3829_597,0.74687,NA
E786_765,0.95739,NA
E3484_48,NA,0.0589
E4540_24,0.02882,NA
E4991_461,NA,0.57644
E4731_22,0.02632,NA
E938_668,0.83584,NA
E3733_696,0.87093,NA
E4535_377,0.47118,NA
E234_208,0.2594,NA
E3938_707,NA,0.88471
E3049_100,NA,0.12406
E4230_385,0.4812,NA
E1203_199,0.24812,NA
E928_8,0.00877,NA
E3825_165,NA,0.20551
E3551_780,0.97619,NA
E3988_369,0.46115,NA
E923_210,0.2619,NA
E2296_624,NA,0.7807
E1678_621,NA,0.77694
E2750_545,NA,0.6817
E2787_534,0.66792,NA
E4880_798,0.99875,NA
E1255_750,NA,0.9386
E4490_691,NA,0.86466
E672_666,0.83333,NA
E2089_128,0.15915,NA
E3538_62,NA,0.07644
E1846_441,NA,0.55138
E1766_592,0.7406,NA
E656_11,0.01253,NA
E3559_597,0.74687,NA
E708_375,0.46867,NA
E3213_608,0.76065,NA
E4056_506,0.63283,NA
E4892_136,0.16917,NA
E2622_20,NA,0.02381
E2876_297,0.37093,NA
E1898_441,0.55138,NA
E195_698,NA,0.87343
E1070_466,NA,0.58271
E4154_214,NA,0.26692
E41_329,0.41103,NA
E1963_288,0.35965,NA
E2684_325,0.40602,NA
E1212_226,0.28195,NA
E1877_334,0.41729,NA
E787_438,NA,0.54762
E3752_350,NA,0.43734
E922_7,NA,0.00752
E1016_519,NA,0.64912
E3933_51,NA,0.06266
E3865_453,NA,0.56642
E2589_256,NA,0.31955
E2963_447,0.5589,NA
E997_504,NA,0.63033
E4528_452,0.56516,NA
E4960_541,0.67669,NA
E3751_175,0.21805,NA
E280_205,0.25564,NA
E2411_21,0.02506,NA
E4374_185,NA,0.23058
E2711_85,0.10526,NA
E1741_690,NA,0.86341
E1032_205,NA,0.25564
E2889_18,NA,0.0213
E1163_747,NA,0.93484
E189_725,0.90727,NA
E4807_649,NA,0.81203
E3757_198,NA,0.24687
E2113_249,NA,0.31078
E1692_368,0.4599,NA
E1325_517,0.64662,NA
E2800_331,NA,0.41353
E312_307,NA,0.38346
E2846_432,NA,0.5401
E66_719,NA,0.89975
E474_783,NA,0.97995
E829_83,0.10276,NA
E3069_309,NA,0.38596
E4824_488,NA,0.61028
E1354_658,0.82331,NA
E4463_124,0.15414,NA
E3396_412,NA,0.51504
E1738_698,NA,0.87343
E4284_7,NA,0.00752
E4376_243,NA,0.30326
E3395_238,NA,0.29699
E1317_107,NA,0.13283
E3387_676,NA,0.84586
E4318_696,NA,0.87093
E2243_781,NA,0.97744
E1148_128,NA,0.15915
E207_19,NA,0.02256
E2848_16,NA,0.0188
E30_22,NA,0.02632
E7_713,0.89223,NA
E190_748,0.93609,NA
E838_334,0.41729,NA
E3753_266,NA,0.33208
E3281_744,0.93108,NA
E469_697,NA,0.87218
E3080_553,NA,0.69173
E3248_365,NA,0.45614
E1033_289,NA,0.3609
E831_322,0.40226,NA
E60_317,NA,0.39599
E3817_294,NA,0.36717
E3984_644,NA,0.80576
E232_699,NA,0.87469
E3682_167,NA,0.20802
E755_551,0.68922,NA
E1433_252,0.31454,NA
E1871_671,0.8396,NA
E1819_390,NA,0.48747
E931_714,NA,0.89348
E606_54,0.06642,NA
E4700_89,0.11028,NA
E3992_3,0.00251,NA
E341_66,NA,0.08145
E1335_361,NA,0.45113
E571_170,NA,0.21178
E949_69,NA,0.08521
E3517_751,0.93985,NA
E3600_58,0.07143,NA
E1680_73,0.09023,NA
E3149_284,NA,0.35464
E4951_167,0.20802,NA
E387_784,0.9812,NA
E590_756,0.94612,NA
E1030_138,NA,0.17168
E2268_268,NA,0.33459
E3890_494,0.61779,NA
E3332_247,NA,0.30827
E2732_254,0.31704,NA
E17_752,0.9411,NA
E2293_444,0.55514,NA
E3759_108,0.13409,NA
E623_769,NA,0.96241
E1993_495,NA,0.61905
E1966_332,NA,0.41479
E3925_179,0.22306,NA
E4872_37,NA,0.04511
E2481_360,NA,0.44987
E3707_239,NA,0.29825
E1726_81,NA,0.10025
E4561_84,NA,0.10401
E2084_505,0.63158,NA
E3218_389,0.48622,NA
E1302_386,NA,0.48246
E2911_476,0.59524,NA
E45_770,NA,0.96366
E2738_240,0.2995,NA
E490_412,0.51504,NA
E1570_192,NA,0.23935
E1608_509,0.63659,NA
E393_540,NA,0.67544
E1440_113,0.14035,NA
E1598_347,0.43358,NA
E4061_647,0.80952,NA
E607_18,NA,0.0213
E2849_665,0.83208,NA
E3275_618,0.77318,NA
E3325_550,0.68797,NA
E1282_74,0.09148,NA
E2546_221,NA,0.27569
E1825_728,NA,0.91103
E4181_683,0.85464,NA
E3236_787,0.98496,NA
E1050_480,0.60025,NA
E4508_483,0.60401,NA
E1373_571,NA,0.71429
E4288_574,NA,0.71805
E1162_376,NA,0.46992
E4467_616,NA,0.77068
E2882_589,0.73684,NA
E890_96,0.11905,NA
E2233_122,0.15163,NA
E3795_332,0.41479,NA
E3182_733,NA,0.91729
E1289_152,0.18922,NA
E2356_454,0.56767,NA
E1068_336,NA,0.4198
E4995_658,NA,0.82331
E3955_796,0.99624,NA
E3260_162,NA,0.20175
E2559_626,0.78321,NA
E1997_477,NA,0.59649
E4098_776,0.97118,NA
E3130_88,NA,0.10902
E2095_180,NA,0.22431
E1769_785,0.98246,NA
E4096_685,NA,0.85714
E1752_129,0.1604,NA
E1989_326,NA,0.40727
E806_707,0.88471,NA
