TF	Target	EdgeWeight
Fog1	Scl	0.054731130599975586
Fog1	Gata1	0.05473065376281738
Gfi1	Cebpa	0.054723579436540604
cJun	EgrNab	0.054713401943445206
Gata1	Gata2	0.05467718839645386
Gata2	Scl	0.05467502772808075
Gata1	Scl	0.05467129871249199
Scl	Fog1	0.05466857925057411
Gata2	cJun	0.05466070398688316
Gata2	Fli1	0.054655514657497406
Cebpa	Gata2	0.054647091776132584
Pu1	Gfi1	0.05464053899049759
Gata1	Gfi1	0.054638609290122986
Fli1	Gfi1	0.05463739484548569
Scl	Gata1	0.054635051637887955
Gata1	Eklf	0.05462995916604996
Fli1	Scl	0.05462826415896416
Cebpa	Eklf	0.05462795868515968
Eklf	EgrNab	0.05462611839175224
Fog1	Gfi1	0.05462420731782913
cJun	Fli1	0.05462152138352394
Gata2	Fog1	0.05462099611759186
Eklf	Cebpa	0.05461907759308815
Fli1	cJun	0.05461016297340393
Gfi1	cJun	0.0546049103140831
Cebpa	Pu1	0.05460208281874657
EgrNab	Cebpa	0.054600395262241364
cJun	Eklf	0.05459956079721451
cJun	Fog1	0.0545981265604496
Gata2	Pu1	0.054597560316324234
Cebpa	Gfi1	0.05459685996174812
Eklf	Pu1	0.05459209531545639
Scl	EgrNab	0.05459160357713699
cJun	Pu1	0.05459018796682358
Cebpa	Fog1	0.05458863824605942
Gfi1	Fog1	0.05458813160657883
Scl	Eklf	0.05458775535225868
Scl	cJun	0.054587170481681824
Fog1	Eklf	0.05458325892686844
Fli1	Fog1	0.054581522941589355
Fog1	EgrNab	0.05457958206534386
Pu1	Scl	0.0545780323445797
EgrNab	Gata1	0.054577458649873734
Cebpa	Gata1	0.054576773196458817
Pu1	Cebpa	0.05457526072859764
Fog1	Fli1	0.0545726977288723
Fog1	Gata2	0.05457180365920067
Eklf	Scl	0.05457179620862007
Fli1	Eklf	0.05456532910466194
Gata1	Fli1	0.05456424504518509
Fli1	Pu1	0.05456307902932167
Cebpa	EgrNab	0.054562557488679886
EgrNab	Fli1	0.05456135794520378
Gata1	Fog1	0.054559800773859024
EgrNab	cJun	0.054559145122766495
Gata2	Cebpa	0.05455872416496277
cJun	Gata2	0.054557640105485916
EgrNab	Scl	0.05455593764781952
Gata1	Cebpa	0.05455511435866356
Eklf	Fog1	0.05455492064356804
Pu1	cJun	0.0545511357486248
Gfi1	Gata2	0.05454827472567558
Fli1	Cebpa	0.054547786712646484
Fli1	Gata1	0.05454736948013306
Gfi1	Fli1	0.05454713851213455
Eklf	cJun	0.05454513058066368
Pu1	Fli1	0.054540231823921204
Fog1	cJun	0.054540012031793594
Gfi1	Pu1	0.054538238793611526
Gfi1	Scl	0.05453377962112427
Pu1	Fog1	0.05453326180577278
Eklf	Gata1	0.05453277379274368
Scl	Fli1	0.0545322485268116
EgrNab	Gata2	0.05453130975365639
EgrNab	Gfi1	0.05452892556786537
Gata2	Gfi1	0.05452818050980568
Pu1	EgrNab	0.054524101316928864
Pu1	Gata1	0.054518427699804306
Fog1	Pu1	0.054509926587343216
Gata2	EgrNab	0.054509423673152924
Scl	Pu1	0.05450925976037979
Gata1	cJun	0.05450909584760666
Gata1	EgrNab	0.05450839921832085
Fli1	Gata2	0.05450541898608208
Gata1	Pu1	0.054500505328178406
Scl	Cebpa	0.05449972301721573
Eklf	Gfi1	0.05449584499001503
Gata2	Gata1	0.054494284093379974
EgrNab	Pu1	0.05449280887842178
Eklf	Gata2	0.05449189990758896
Fli1	EgrNab	0.054491426795721054
Gata2	Eklf	0.054491009563207626
Scl	Gata2	0.0544748418033123
Eklf	Fli1	0.054473668336868286
Pu1	Eklf	0.054472826421260834
Gfi1	EgrNab	0.05447068437933922
Gfi1	Eklf	0.05446604639291763
EgrNab	Fog1	0.05446091666817665
Cebpa	cJun	0.05445977300405502
Cebpa	Fli1	0.05445411428809166
EgrNab	Eklf	0.05445149168372154
cJun	Cebpa	0.05444714426994324
Gfi1	Gata1	0.05444445088505745
Fog1	Cebpa	0.054441872984170914
Pu1	Gata2	0.0544409453868866
cJun	Gfi1	0.05444012209773064
cJun	Scl	0.05443933606147766
Cebpa	Scl	0.054438892751932144
cJun	Gata1	0.05443156138062477
Scl	Gfi1	0.05442288890480995
