,E65_209,E53_298,E66_399,E48_268,E54_268,E61_322,E86_453,E24_731,E44_228,E49_251,E64_760,E22_691,E27_47,E25_561,E1_501,E17_379,E88_569,E30_315,E93_538,E97_120,E10_161,E50_548,E12_762,E36_659,E11_86,E4_14,E38_231,E87_536,E83_110,E9_116,E81_414,E37_121,E0_604,E95_414,E39_46,E26_83,E35_607,E89_487,E77_24,E7_716,E28_300,E73_715,E96_47,E14_458,E6_385,E98_41,E2_214,E58_151,E76_317,E70_520,E99_700,E8_287,E19_333,E47_398,E63_674,E90_20,E67_44,E78_321,E84_483,E15_784,E91_175,E16_238,E94_777,E3_602,E69_358,E62_702,E56_266,E92_36,E55_646,E33_622,E42_402,E20_176,E21_513,E13_565,E79_378,E74_362,E32_402,E45_93,E43_434,E23_621,E72_442,E75_321,E46_530,E18_389,E57_429,E5_92,E85_693,E80_339,E51_665,E68_727,E52_9,E40_526,E41_662,E82_552,E59_133,E60_337,E31_5,E34_428,E71_110,E29_457
g1,1.7001476527428423,2.173412472738083,2.4654375636554717,2.5606201432444,2.4209611667653546,2.49913109411069,1.810613614016993,0.050434149851621285,1.6306880072828382,2.2940676726477083,0.06071066440689892,0.013586165231529002,2.6262686159257758,0.021078076879419885,1.9705666849664665,2.216608572941775,0.0007274927367826468,2.1204485988465027,0.00034463864884749784,2.425804210317471,1.8056211437608023,0.24957130679163966,0.07509078697196615,0.1039944724677891,2.0623027670178957,1.8720647147579736,2.308557165562569,1.882201374229492,2.003545691476137,1.7499082635174297,1.6787549880289243,1.8152656285901494,1.331786715699086,2.6074492401993243,2.119923528342788,2.2023573087722577,0.0008933321409219408,1.0924508944049611,2.498891755203487,0.018345076904593253,1.5702942995750648,0.0172053777146068,1.9886870297006984,2.3315531853830063,2.0816817810727146,2.2960207141835496,2.133781671573434,1.8548779701771487,1.9254469781643904,0.3391824037508125,0.029991337990332382,1.8210499290363344,2.1169543822367833,1.6916966587508264,0.05792272547449578,1.8440080265483756,1.5469037529688792,2.1992678189547408,1.428011935817868,0.045211139506695724,2.444761423243744,2.385651469075524,0.005886434175925529,0.08517015389635199,2.2318764113000507,0.004314403450576893,2.0300066808548953,2.286635796948898,0.009086340379095831,0.01998948285741713,2.1257622139752854,2.4140023540594155,1.8650531443009943,0.050904656438800135,2.113614373895964,2.57467484757202,2.336759522870396,1.981669272607368,1.9338638139193776,0.017386260565356828,1.3775348122646658,2.355861784095205,0.015901076776347875,1.9152635410103096,2.032073293944652,2.259278221354788,0.005452287373629515,2.2456323759018777,0.06434026084944174,0.003158486197389757,1.720615048616898,0.2265876084039561,0.002274232806997088,0.12868973758639493,2.146187645543536,2.199099161632833,1.287838747877904,2.2332640123909697,1.7841664900022929,2.0645053874903856
g10,0.016132021047010264,0.032808202622529516,0.0022327492856975863,0.002527849004883889,0.0007133796721934646,0.0022787472112243824,0.0023243992682784147,2.4413531561042534,0.019600608969734947,0.0039705201422689474,2.3416576627018166,2.395110089956493,0.02521046252924062,2.5725570186187308,0.026709090059457426,0.00010196454420718318,1.8850383045680168,0.042743923520723585,1.9069444019030548,0.0065232869259284456,0.024268859372396617,1.997315838944451,2.291885475502469,2.1481081170381806,0.0949412314242412,0.0007895506416026564,0.013841139592095313,0.0005321413285472432,0.02153768790242173,0.01343317271260318,0.0032556030222039203,0.0029333036058831717,0.5567869015992082,0.01894325887807892,0.018551819877191792,0.002414373697539389,1.7941596571993363,0.8815327469894795,0.004213905770007877,2.251891813160228,0.0011116297285848958,2.2471382109714533,0.004250292015749661,0.019487429712901464,0.0058825229914467115,0.02958667324804569,0.053283724080638514,0.0028042701358693407,0.004888857414524139,1.0632977185849122,2.0043302510939336,0.0046100727222406854,0.0071576736899272705,0.03994018993494047,1.9139517814893676,0.0026243650194259322,0.0021261882020927065,0.002032789933568816,0.8788474503676864,1.9420686332514048,0.02134131620293692,0.02520252799112491,1.7463895552698605,2.1707592382841674,0.005973316899477446,2.781976121850397,0.0180433375503923,0.004824367192751054,2.6790411800929674,2.3053802340840153,0.03477678195742371,0.008740181328498233,0.02682361487137017,1.8733991834621702,0.014067347892481956,0.03618784999083788,0.04840565463905475,0.0078092322678764816,0.01563585431264286,2.172951234634159,0.4569552848514976,0.001024337877406142,2.2165102094417297,0.0011171795639184912,0.02073310295274906,0.00626899970265255,2.231563339530365,0.04260348061403299,1.4879883202193738,2.553121640509617,0.0011194469919867751,1.9785568883531963,1.6714565872506786,1.4364530774599489,0.00013506860561182768,0.01654400391006196,0.002290296367614754,0.016964555853043014,0.014293317024686829,0.026632906083254623
g2,1.787863210695415,2.4615650169431817,1.6951878795899429,2.202577284427917,1.6786369226832532,2.173191522354369,2.1004249862750464,0.0037200108019980727,2.0890077636403683,1.913812956227413,0.015607748054543702,1.4885290459208274,2.1831569851335253,0.1802624371461799,2.155262845728912,1.7553688061974473,2.5586779723386153,2.0639127130277353,1.899684851946992,2.6002521102237313,2.208921072811712,2.1149633135533743,0.027558664552333013,2.27867317190422,1.858380005833407,1.0787304583776751,2.524119446305608,2.0064165634180275,1.8246498026011089,3.4038387461686814,2.5599693692778582,2.030912306527988,1.8657992735795608,2.2852542722684697,2.3254160120221035,2.1818110687189263,0.001448278478886799,2.2210032297690843,0.6798550680816939,0.005366202669156364,2.2447376310444485,0.0008658167518403316,2.6109485537606973,1.7637364505031132,2.0662091211193467,1.5000930480131425,1.5706173707103208,1.3944295739324395,1.905344583113924,1.6061740340725812,0.01707553498302173,2.2436226416113034,1.740293258949222,2.6323576817674272,0.004030154384663095,1.6869045027215308,1.0868770359091908,1.9973056512311715,2.246132897954979,0.003080424431263264,1.8701645608613175,2.120149795860042,0.055907525703478435,1.3017632791925682,1.9610234472996777,0.0052609055165659824,2.6278197402549077,1.9303555687803355,0.1023864551256165,0.021957517073564872,2.6387861473555225,2.0684754900534967,1.943008794186164,2.2653947098571026,2.315193883086666,2.116864270540741,1.9515180396677416,1.5815786658267224,2.36739695289774,0.4988675664443182,1.457977422162441,2.011198387075019,0.6539667414207717,2.335685688443582,2.1481309827377078,1.8955371540192467,0.10825402363947828,1.6864536104213608,0.001956284948467276,0.07463572398348038,1.4492563950517157,2.5787969113152833,0.025243734100654582,2.394396484711271,1.7093760601778198,1.9132255868067256,0.5368152417984701,1.7947274174619956,2.0216724706550995,1.8480920471708264
g3,1.933438654395008,2.2694226644972013,2.0206795737631644,1.931256621622708,2.3083606261196623,2.331014129475092,2.0281371598286912,0.0009834682982612986,2.3815244097433754,1.3944481561608355,1.9771444471349424,2.0868465272219257,0.14181409887948587,2.29431003575896,2.27658021879368,2.5949403011358685,1.961947449543268,2.3592445972802363,2.4358215582933003,0.8988948068731232,3.110935458256024,2.4914317071151686,0.005856398971172655,2.0701856109711763,0.1870112505473957,0.012263647596321706,2.5016400650201938,2.43620391185118,1.4827782347473053,1.4115267336540869,2.4364303787684265,1.7715032896460987,1.9576120377257633,2.018256452108861,0.006617281390698739,0.8134145803990199,2.2894108244044125,2.116240715146174,0.04294982768328078,0.9569094245926286,1.993717367377984,0.028354873433550438,0.10924606514043056,1.7357625598212263,1.8909812381110158,0.05234445629689703,2.506020999080162,2.2134185153742068,2.1751640218563733,2.8082709882686507,1.932225975365456,2.1697020130427234,1.822640349948208,1.6640651925830898,1.8147041765931002,0.0284175823624899,0.005817684397264907,1.979747686479142,2.484001728965012,0.4607448472008068,2.3435534974975294,2.5211285389502622,0.1385428506781992,2.9088792927280176,2.1927531628081987,1.8410219528184542,2.0264870464666638,0.00037714593940807434,0.08026789511997102,1.0962004903131872,2.1418019863559903,1.610167252795812,2.3700325928066635,2.0701369559080733,1.750843552272225,2.287399112599371,2.105682657777495,1.1871618279382041,1.6329997465908703,1.8012759225413362,2.1308249181693606,1.9283808654805903,1.8963832589802143,2.650987247420669,2.2805952927111406,0.4169640384904091,2.1616900044135505,1.7649063576607478,1.5954122102248367,2.198070925174764,0.0040908529689161225,2.158401746991884,1.5787870231771663,3.0272517602146887,2.2532274302492,1.5013550125580497,0.007709175626758437,1.4948148820820528,2.540479977542602,2.3396395861418444
g4,0.8008194085675324,0.03317119298798182,0.007185823752890205,1.3284068089904777,1.0615103025458281,0.009913589725962872,0.6067920593144908,0.019181497830351425,1.8145062079777619,0.7675264716680216,0.003434953065572198,0.0044899606109855775,0.02093662177629226,0.016218263505713704,0.0012582241256178033,0.10515345944031393,0.010550296967308316,0.7852149118649218,0.01779436890168804,0.003653355304570868,1.8798727177060788,0.0043810888097295725,0.025539898725202844,0.005006479609702173,0.02066443951763275,0.0061574137911762595,1.6703894980427398,0.0187932065104004,0.018010756519646627,0.07004853918448381,1.4088585244448728,0.016088700563095238,0.004552059362861887,0.7069606551804296,0.02495413634996389,0.013331433985226205,0.028966639905823238,0.029468923964299624,0.058199758516669614,0.008692087757473077,0.3310781700408663,0.01850589371275499,0.0015311422073981905,2.13601917908454,1.7347696393221916,0.1061123660802252,0.6456309464903667,0.5190650313718601,2.038466439840198,0.0411972225284991,0.04622935794874435,1.9663106494605505,0.014028539722806044,0.005782574984542705,0.004721814977528513,0.0049164016581188606,0.020688196913369573,2.1379252753544544,0.008515198729410662,0.01906647057205281,1.1701964853695948,1.3703473025452533,0.011147048915504216,0.018483716694974776,0.9502126010262456,0.029896137840818886,0.706193855913261,0.0006538199865148949,0.01345186752163997,0.0504618236928189,0.0790989125349577,1.6646060987922775,2.01334582578475,0.026557821431238558,0.002662648255578889,0.0006277451567936662,0.002497739075990209,0.21135674713912486,0.31511037809391224,0.0496638739738839,0.005755585359040306,2.336869064859063,0.005369683665451243,0.20182527252319246,0.022981392254610992,0.0002445165613415585,0.03329859780296724,2.3308852161752234,0.02862756871015996,0.009923498501338352,0.0015736556756712366,0.01509657340653166,0.020957079597009057,0.09448028864330447,0.08790172676394488,0.7332372993230671,0.0188446330161403,1.5426484568930867,0.2038573952200852,0.006094507356485656
g5,0.6187984059603431,1.360805118594482,0.76727357423871,0.15900099818225286,0.8585551594756122,2.0724996908580016,0.0004219084019283792,0.005802129173503656,1.8789703822046344,1.107820584925473,0.009171989396866469,0.009717826756969543,0.02141875127627221,0.038993467088237366,0.6220355794224611,1.9085092627929456,0.007847949834033459,0.6986879964136359,0.014226762344981771,0.015984725140275782,1.0136808459940316,0.029260111266609212,0.0210933496795191,0.01091258577117092,0.022095465452954783,0.12560443952119646,1.3928717464311262,0.9768289515404546,0.0063289404657690465,0.008624399410350795,0.0014549556362059338,0.040419430211985984,0.036415496802477104,0.008086430524357046,0.0026046666936146447,0.023959911062037167,0.006436041736458181,0.0038840560026563156,0.007058663008465788,0.02836035314332889,1.8807050094311328,0.012586616525130928,0.00859422558516477,0.014097359409239013,0.01851308980508977,0.008980542862477995,0.3422959000184946,0.41030605746088095,0.004529618122043252,0.07218582394864106,0.029376955307452168,2.3626330870708263,2.4839762742655407,1.4766493735101291,0.010493194926745705,0.004073920922830426,0.034976614192225565,0.014627224817479773,0.010328551169135638,0.005902720771326962,1.63657038268933,2.1722953975983907,0.002791384970069458,0.05129278217566427,0.04959720688375554,0.022645865936798456,2.3429130758935877,0.01636760107976863,0.020367379732759,0.004078223432588238,2.1591838184692187,2.248882849783711,0.015370818234912181,0.026128701082427097,2.5989240425625466,1.6582586901915184,1.9603753285855676,0.009845825499163545,0.009536428235538668,0.09235643747594877,0.05250107661643787,0.019145798259551112,0.06609331878421976,1.421812343652935,1.6781459127362095,0.009987126065616343,0.04277263058175558,0.011065764816974185,0.00167046880563262,0.00520522560070502,0.0008528884393598588,0.05538552113997718,0.008923853192568226,0.02166733743047396,0.05006605691849042,1.2736277184941232,0.05748449676797,0.15607836363423094,0.2920526037713222,0.17273071891072006
g6,0.001086799316299348,0.4808656556980155,0.003860248271935026,2.3586786202981487,0.9475580666701129,0.04218640694239538,1.7336676405800282,0.007478752753374262,0.0028301459224760964,1.0009508693310794,0.0033900847017902702,0.03577405332522342,0.01297411633558368,0.07762704777424563,0.013568318424775069,0.4128909260232268,0.01758757431420221,1.1230784220136891,0.017486057822999813,0.03269435797834926,0.006351885240563949,0.04112539993933024,0.0005181244965116174,0.02952344913298746,0.01733194738876099,1.3603117458774886e-05,0.6164088759931449,0.045598340606661104,0.009935783917897085,0.015035852896844532,2.2221883772939743,0.00030487859356520325,1.0391637600521535,2.103104927729345,0.00028211035996280215,0.007029239317097496,0.0268488230484967,0.01899523788244101,0.02619311149276197,0.0076285537799069625,0.04785875282126195,8.849403372734367e-06,0.014495155134869684,2.3108661714919045,2.139002928184488,0.002180885723938529,0.09187830902683444,0.03133987558184895,1.8672086884760224,0.004432242702635777,0.003976713123322847,0.037733538295434986,0.0027246670127696747,0.015302097595221713,0.032500515281749374,0.0039668519281122845,0.0006323307816454527,2.5393007858049765,1.9519154343196183,0.018550565828956863,0.040837335524280725,0.037905964424882574,0.021266958872197345,0.0008744837235665318,1.7790065920631577,0.05114707732575561,0.030190867160574588,0.020566025623935103,0.0004074656445878658,0.007491973984924902,0.013406029247625163,0.015009540601969603,2.0211584112021965,0.003969668765390691,0.0009050732176642504,0.005618218853575743,0.001577349796660868,0.061636679394590485,2.5550218808172165,0.009733572835394349,0.21087896083813307,2.3060791678454944,0.028230452203973376,0.004075345386497899,0.011693812270897445,0.03423058102297796,0.005020853579504996,2.360902862936601,0.0007346984068011008,0.005754611945634838,0.002284348515976218,1.893370767693336,0.007004006271502053,0.02639005663340356,0.02007059727851948,0.8372814957835603,0.0030647977367151,2.0322548671400367,0.02621789367983054,0.03024628345436013
g7,0.010524992770949421,1.9351144935505105,1.868516261502934,0.05513291232011566,0.8913559795905242,2.1806675942060205,0.052556460042745785,0.004949629678797291,0.02201366261246631,1.7937022313230429,0.030256838127515288,0.003012484297458484,0.026388563665615084,0.7858931230777917,2.6298463547852835,2.152085481049349,0.0034373612235776177,0.9367809552769896,0.0015041558185950774,0.02019256855705464,0.0063786191515145365,0.6539676482045409,0.03605473674144937,0.010968491495175814,0.0015807815479415102,0.0025791405124405064,0.2390421294563013,2.008159938979619,0.01595784405875779,0.006571358023966963,0.044357926250283265,0.03168836363469731,0.0045862477455290715,0.022275590355689264,0.0013474419650399481,0.02785227955485015,0.049052601167405584,0.5697381373880934,0.004011288242867553,0.031793865271168995,1.5359554487390243,0.03230933690703865,0.0028701654572913194,1.9262508034581346e-05,0.20583433678457988,0.005312006610050782,0.0037824352224154353,0.0037731503033778756,0.01955640064850173,0.7593095347966003,0.05287577367794664,0.011030253876022309,1.9621079183050256,1.897799550220688,0.004937752195199002,0.012317248896092186,0.0007370105418491781,0.0012583671238298613,0.0582635449933935,0.0022510962007408607,0.0012174161767728574,0.1524180560198164,0.009339337587230193,0.005339841098453325,0.05311520065348276,0.0271356352629952,1.3644571294446797,0.02925404070501184,0.08956708600745758,0.02058027256327289,2.909502695050667,0.0036709975282610725,0.03138839461507964,0.0035767520295344984,2.1079614264174307,2.3401098543306555,1.8413570609494752,0.04807951357362942,0.011760410370934777,0.002910331042453984,0.008555064052683487,0.0014088106921078874,0.019308552858934718,2.1167479062509367,2.283888320675634,0.027584881905003543,0.005838895999724055,0.0058363993475713406,0.00443052271826891,0.10465925947500934,0.08621526754207627,0.01383671037539112,0.009030272724570385,0.29987887664568097,0.04933795781787411,1.6618515409967218,0.0016202115486617698,0.01102602515478961,0.00014899021015265658,2.267000225611146
g8,0.009808826071595823,0.6371887385462388,1.7376812871277976,0.03796442391344877,0.4102922516285085,0.4433092350165319,2.2109317108993096,2.1295906964014875,0.004269569398423068,0.0012863038120157024,1.3168752303413107,2.0653620060917803,0.010946211188556215,2.4547601379320856,2.22666201967671,0.046149056979555625,1.9702800552017905,0.042773800589895314,1.4444073756284772,0.008246653379522573,0.02562083848169379,2.367448556713803,1.9757970942669731,1.9684523072223865,0.0004253351594096268,0.002797437836861425,0.016196747831976013,2.3200838944255344,0.007847182535807391,0.016436601720033358,2.2004260091515366,0.002324142712032516,1.9305094461132861,2.3051602397525737,0.01431489575002434,0.004735510633731964,1.7896752967316634,2.3400152714138103,0.023114682823286648,1.8871513118444232,0.002914818864410553,1.998279483775002,0.011352502750925223,2.0300565700395508,0.7720500591362849,0.018886888069961097,0.007185385313158195,0.02456626002213896,0.4297860469644385,1.9733208446697856,1.9111161979078468,0.020533290689158986,1.369743911336241,2.4819929324194807,2.127612839371841,0.0005512338581160712,0.03465316791398937,1.004624705469347,1.5935241434290823,2.3691322802106005,0.002653204890314468,0.056169395601583925,2.267706580441029,2.153122173939812,1.9737370849886609,2.094696190889425,0.02405952221618665,0.01692259341534573,2.5192506610895866,1.8911600604765142,1.7055841134259841,0.013164123347516085,1.9532620095238664,1.8959391430367687,1.9949974410506992,1.9780797735147584,1.4022405842895194,0.0015445892365152404,1.995554186947484,2.5102154735268267,1.964708038618863,0.3079732183146214,1.8596685746425925,2.4816086448260988,2.19340045075661,0.03032763481626464,1.8280749846552504,2.6297837806782502,2.0243948986864315,2.2102735788188625,0.00044740171801278567,2.1866007565032426,1.7952748621020518,2.578838485588516,0.01164171431935991,0.06438585452410593,0.0017943140868072309,2.307080087318035,0.007330909574859101,2.3810076736116086
g9,0.013027571410558296,0.04949335674889545,1.165028843276428,0.09470462113250602,0.00243768552442618,0.04206570072324455,1.518954993320164,2.4148143253481518,0.027457016327965912,0.026794510111861517,1.711368039954657,1.601043869773252,0.04208290717953424,2.0179518810815646,1.6858892105363998,0.01590707738415487,2.2205362534738806,0.016521847512198123,1.8234344880696216,0.0293607273171956,0.016884546367571824,2.2192484264431958,2.4979655387306194,2.0123827615049867,0.0013345699225159255,0.059077457106662484,0.10094964816478474,1.073567623856579,0.0006368048597816358,0.07102290789938794,0.9997771357105376,0.003819034708178164,1.8584724143778568,1.1271005239222125,0.007635599620941306,0.09562520578771057,2.1126749077852898,2.6026129827448865,0.054803624655121584,2.1446697332359417,0.013108743736861873,2.3295746072609163,0.020816756682551268,0.0915439672178831,0.008536295491374494,0.02159896207492653,0.035211383163065095,0.028400938778897412,0.0031140407312663853,2.2364780539057345,1.7003731452145487,0.06831938150116576,0.017020234229405982,0.2157408764886633,1.4893867528425635,0.006206265950178271,0.004634867432658554,0.05506437009707808,1.867108326151231,2.228645310647564,0.045368181053347785,0.0659779595600347,2.236639055696236,1.9028943707881063,1.0675677130869283,1.7481396209427953,0.001260022542397806,0.007878985414801283,1.8618034019653342,1.9814397565053783,0.0004236800130000273,0.006099394566028409,0.19721894887038888,2.651590211528296,0.01292705505454517,0.07112976882608016,0.020855448044237127,0.0015200455490201133,1.2745139371189067,1.9363465794047392,2.0091992864008548,0.001693916836141859,2.178176529102416,0.10964920431081616,0.5751047940744617,0.00963122933165684,1.4445642662179945,0.04348144833593909,1.9065455634847281,2.053616177183392,0.017819388341861954,3.3135404045448653,3.2172019525713687,2.02407165208133,0.02506556231803133,0.0068806550678265355,0.025331126466095345,0.12736618327355262,0.03237779955388608,1.72191883351177
