,PseudoTime1,PseudoTime2
E65_209,NA,0.26187
E53_298,0.37612,NA
E66_399,0.50578,NA
E48_268,NA,0.33761
E54_268,0.33761,NA
E61_322,0.40693,NA
E86_453,NA,0.5751
E24_731,0.93196,NA
E44_228,0.28626,NA
E49_251,0.31579,NA
E64_760,NA,0.96919
E22_691,0.88062,NA
E27_47,0.05392,NA
E25_561,0.71374,NA
E1_501,0.63671,NA
E17_379,0.4801,NA
E88_569,NA,0.72401
E30_315,0.39795,NA
E93_538,NA,0.68421
E97_120,0.14763,NA
E10_161,0.20026,NA
E50_548,0.69705,NA
E12_762,NA,0.97176
E36_659,NA,0.83954
E11_86,NA,0.10398
E4_14,0.01155,NA
E38_231,0.29012,NA
E87_536,0.68164,NA
E83_110,NA,0.13479
E9_116,0.14249,NA
E81_414,NA,0.52503
E37_121,0.14891,NA
E0_604,NA,0.76893
E95_414,NA,0.52503
E39_46,0.05263,NA
E26_83,NA,0.10013
E35_607,NA,0.77279
E89_487,0.61874,NA
E77_24,0.02439,NA
E7_716,0.91271,NA
E28_300,0.37869,NA
E73_715,NA,0.91142
E96_47,0.05392,NA
E14_458,NA,0.58151
E6_385,NA,0.4878
E98_41,NA,0.04621
E2_214,0.26829,NA
E58_151,NA,0.18742
E76_317,NA,0.40051
E70_520,0.6611,NA
E99_700,0.89217,NA
E8_287,0.362,NA
E19_333,0.42105,NA
E47_398,0.50449,NA
E63_674,0.85879,NA
E90_20,NA,0.01926
E67_44,NA,0.05006
E78_321,NA,0.40565
E84_483,NA,0.61361
E15_784,NA,1.0
E91_175,0.21823,NA
E16_238,0.2991,NA
E94_777,0.99101,NA
E3_602,0.76637,NA
E69_358,NA,0.45315
E62_702,NA,0.89474
E56_266,0.33504,NA
E92_36,NA,0.03979
E55_646,0.82285,NA
E33_622,0.79204,NA
E42_402,0.50963,NA
E20_176,NA,0.21951
E21_513,NA,0.65212
E13_565,NA,0.71887
E79_378,0.47882,NA
E74_362,0.45828,NA
E32_402,0.50963,NA
E45_93,NA,0.11297
E43_434,NA,0.55071
E23_621,NA,0.79076
E72_442,NA,0.56098
E75_321,NA,0.40565
E46_530,0.67394,NA
E18_389,0.49294,NA
E57_429,0.54429,NA
E5_92,NA,0.11168
E85_693,NA,0.88318
E80_339,NA,0.42875
E51_665,NA,0.84724
E68_727,0.92683,NA
E52_9,NA,0.00513
E40_526,NA,0.66881
E41_662,0.84339,NA
E82_552,0.70218,NA
E59_133,0.16431,NA
E60_337,0.42619,NA
E31_5,NA,0.0
E34_428,NA,0.543
E71_110,NA,0.13479
E29_457,0.58023,NA
