,LRP,source_gene,target_gene
1,0.0017982131,CBX2,AMH
2,0.0036627296,CTNNB1,AMH
3,0.00033384445,DHH,AMH
4,0.0011377834,DKK1,AMH
5,0.001271965,DMRT1,AMH
6,0.0012724675,FGF9,AMH
7,0.010438741,FOXL2,AMH
8,0.0008512075,GATA4,AMH
9,0.0011648181,NR0B1,AMH
10,0.0008073428,NR5A1,AMH
11,0.0017003781,PGD2,AMH
12,0.0018243834,RSPO1,AMH
13,0.00024043696,SOX9,AMH
14,0.0003070945,SRY,AMH
15,0.0016582794,UGR,AMH
16,0.0004445949,WNT4,AMH
17,4.248237e-05,WT1mKTS,AMH
18,0.0037070217,WT1pKTS,AMH
21,0.017852947,CTNNB1,CBX2
22,0.0007890796,DHH,CBX2
23,0.0038322145,DKK1,CBX2
24,0.0050924094,DMRT1,CBX2
25,0.00044553762,FGF9,CBX2
26,0.016229056,FOXL2,CBX2
27,0.0011386315,GATA4,CBX2
28,0.003327249,NR0B1,CBX2
29,0.0034877635,NR5A1,CBX2
30,0.001352725,PGD2,CBX2
31,0.001997969,RSPO1,CBX2
32,0.003293497,SOX9,CBX2
33,0.0034874347,SRY,CBX2
34,0.0011824492,UGR,CBX2
35,0.0016849077,WNT4,CBX2
36,0.0034098772,WT1mKTS,CBX2
37,0.0069770026,WT1pKTS,CBX2
41,0.00571286,DHH,CTNNB1
42,0.0074370624,DKK1,CTNNB1
43,0.004601964,DMRT1,CTNNB1
44,0.0037434911,FGF9,CTNNB1
45,0.05418507,FOXL2,CTNNB1
46,0.0094532445,GATA4,CTNNB1
47,0.0070329104,NR0B1,CTNNB1
48,0.010116247,NR5A1,CTNNB1
49,0.008047502,PGD2,CTNNB1
50,0.007948435,RSPO1,CTNNB1
51,0.0031576536,SOX9,CTNNB1
52,0.013128172,SRY,CTNNB1
53,0.0060442993,UGR,CTNNB1
54,0.0042020176,WNT4,CTNNB1
55,0.0071984646,WT1mKTS,CTNNB1
56,0.051758584,WT1pKTS,CTNNB1
61,0.0015409201,DKK1,DHH
62,0.0016465622,DMRT1,DHH
63,0.00071305793,FGF9,DHH
64,0.0068295673,FOXL2,DHH
65,0.0013184377,GATA4,DHH
66,0.001745848,NR0B1,DHH
67,0.00079483254,NR5A1,DHH
68,0.00216577,PGD2,DHH
69,0.0016655028,RSPO1,DHH
70,0.0018482942,SOX9,DHH
71,0.0021168038,SRY,DHH
72,0.00017349445,UGR,DHH
73,0.0024364647,WNT4,DHH
74,0.001525588,WT1mKTS,DHH
75,0.0037435652,WT1pKTS,DHH
81,0.0063764714,DMRT1,DKK1
82,0.0013853838,FGF9,DKK1
83,0.015635325,FOXL2,DKK1
84,0.0017547287,GATA4,DKK1
85,0.0020651268,NR0B1,DKK1
86,0.003932455,NR5A1,DKK1
87,0.0045619598,PGD2,DKK1
88,0.004201702,RSPO1,DKK1
89,0.0044270656,SOX9,DKK1
90,0.004097396,SRY,DKK1
91,0.0010486258,UGR,DKK1
92,0.003332805,WNT4,DKK1
93,0.0013209267,WT1mKTS,DKK1
94,0.0084918,WT1pKTS,DKK1
101,0.00039468528,FGF9,DMRT1
102,0.0023352788,FOXL2,DMRT1
103,0.0016448495,GATA4,DMRT1
104,0.0057230718,NR0B1,DMRT1
105,0.0018528332,NR5A1,DMRT1
106,0.0032155397,PGD2,DMRT1
107,0.0029793982,RSPO1,DMRT1
108,0.0048959884,SOX9,DMRT1
109,0.0033422473,SRY,DMRT1
110,0.0018898998,UGR,DMRT1
111,0.0014082659,WNT4,DMRT1
112,0.0013135131,WT1mKTS,DMRT1
113,0.0044696573,WT1pKTS,DMRT1
121,0.003942083,FOXL2,FGF9
122,0.00020256414,GATA4,FGF9
123,0.00082704076,NR0B1,FGF9
