,LRP,source_gene,target_gene
1,0.0017996693,CBX2,AMH
2,0.0019250561,CTNNB1,AMH
3,0.0005114599,DHH,AMH
4,0.0012112142,DKK1,AMH
5,0.0037387612,DMRT1,AMH
6,0.0011160122,FGF9,AMH
7,0.0010673382,FOXL2,AMH
8,0.0007437189,GATA4,AMH
9,0.005495268,NR0B1,AMH
10,0.0011275446,NR5A1,AMH
11,0.008388539,PGD2,AMH
12,0.00088821887,RSPO1,AMH
13,0.0003130201,SOX9,AMH
14,0.005183138,SRY,AMH
15,0.0029269867,UGR,AMH
16,0.004232943,WNT4,AMH
17,0.0011595492,WT1mKTS,AMH
18,0.0013494536,WT1pKTS,AMH
21,0.009100279,CTNNB1,CBX2
22,0.008081111,DHH,CBX2
23,0.009266317,DKK1,CBX2
24,0.017622877,DMRT1,CBX2
25,0.0029136867,FGF9,CBX2
26,0.007522291,FOXL2,CBX2
27,0.022431476,GATA4,CBX2
28,0.021067439,NR0B1,CBX2
29,0.00803709,NR5A1,CBX2
30,0.020523274,PGD2,CBX2
31,0.0066325767,RSPO1,CBX2
32,0.009026271,SOX9,CBX2
33,0.019874558,SRY,CBX2
34,0.00561353,UGR,CBX2
35,0.032244526,WNT4,CBX2
36,0.028072339,WT1mKTS,CBX2
37,0.011687672,WT1pKTS,CBX2
41,0.0021570865,DHH,CTNNB1
42,0.00538876,DKK1,CTNNB1
43,0.00684511,DMRT1,CTNNB1
44,0.0011191617,FGF9,CTNNB1
45,0.0021698768,FOXL2,CTNNB1
46,0.00298092,GATA4,CTNNB1
47,0.006925649,NR0B1,CTNNB1
48,0.003089043,NR5A1,CTNNB1
49,0.0006024225,PGD2,CTNNB1
50,0.0038181287,RSPO1,CTNNB1
51,0.001405391,SOX9,CTNNB1
52,0.0074741514,SRY,CTNNB1
53,0.0070781456,UGR,CTNNB1
54,0.0064811977,WNT4,CTNNB1
55,0.0021031338,WT1mKTS,CTNNB1
56,0.0032312127,WT1pKTS,CTNNB1
61,0.005031905,DKK1,DHH
62,0.0028046495,DMRT1,DHH
63,0.001112011,FGF9,DHH
64,0.0018439539,FOXL2,DHH
65,0.0051365206,GATA4,DHH
66,0.010516532,NR0B1,DHH
67,0.006392258,NR5A1,DHH
68,0.0018184567,PGD2,DHH
69,0.0010010639,RSPO1,DHH
70,0.0002053224,SOX9,DHH
71,0.0045157885,SRY,DHH
72,0.01980742,UGR,DHH
73,0.011063412,WNT4,DHH
74,0.0046546916,WT1mKTS,DHH
75,0.0046770335,WT1pKTS,DHH
81,0.012813168,DMRT1,DKK1
82,0.0012989476,FGF9,DKK1
83,0.0031635351,FOXL2,DKK1
84,0.011819363,GATA4,DKK1
85,0.022354903,NR0B1,DKK1
86,0.0046367603,NR5A1,DKK1
87,0.003501515,PGD2,DKK1
88,0.004379162,RSPO1,DKK1
89,0.0048238053,SOX9,DKK1
90,0.022182142,SRY,DKK1
91,0.035638146,UGR,DKK1
92,0.022941653,WNT4,DKK1
93,0.010826666,WT1mKTS,DKK1
94,0.0043725614,WT1pKTS,DKK1
101,0.0005834928,FGF9,DMRT1
102,0.0024795565,FOXL2,DMRT1
103,0.0063584438,GATA4,DMRT1
104,0.014952337,NR0B1,DMRT1
105,0.007639081,NR5A1,DMRT1
106,0.004166791,PGD2,DMRT1
107,0.0035734107,RSPO1,DMRT1
108,0.007737375,SOX9,DMRT1
109,0.0074918983,SRY,DMRT1
110,0.022035772,UGR,DMRT1
111,0.020499513,WNT4,DMRT1
112,0.0051055895,WT1mKTS,DMRT1
113,0.0047948407,WT1pKTS,DMRT1
121,0.0009848917,FOXL2,FGF9
122,0.0033485596,GATA4,FGF9
123,0.0061607733,NR0B1,FGF9
124,0.0023019041,NR5A1,FGF9
125,0.0005020457,PGD2,FGF9
126,0.00027966633,RSPO1,FGF9
127,0.00094304327,SOX9,FGF9
128,0.004133229,SRY,FGF9
129,0.003065984,UGR,FGF9
130,0.00724383,WNT4,FGF9
131,0.003095843,WT1mKTS,FGF9
132,0.0011987999,WT1pKTS,FGF9
141,0.0053246254,GATA4,FOXL2
142,0.006985899,NR0B1,FOXL2
143,0.006812084,NR5A1,FOXL2
144,0.0014047135,PGD2,FOXL2
145,0.0011103555,RSPO1,FOXL2
146,0.002192977,SOX9,FOXL2
147,0.005558654,SRY,FOXL2
148,0.004464777,UGR,FOXL2
149,0.0026636599,WNT4,FOXL2
150,0.005048841,WT1mKTS,FOXL2
151,0.005132042,WT1pKTS,FOXL2
161,0.041811522,NR0B1,GATA4
162,0.022819448,NR5A1,GATA4
163,0.0039359364,PGD2,GATA4
164,0.0041507897,RSPO1,GATA4
165,0.0047572395,SOX9,GATA4
166,0.027796067,SRY,GATA4
167,0.024218783,UGR,GATA4
168,0.021650773,WNT4,GATA4
169,0.020076215,WT1mKTS,GATA4
170,0.011055654,WT1pKTS,GATA4
181,0.05658757,NR5A1,NR0B1
182,0.006300494,PGD2,NR0B1
183,0.015660781,RSPO1,NR0B1
184,0.004063149,SOX9,NR0B1
185,0.07486598,SRY,NR0B1
186,0.11824839,UGR,NR0B1
187,0.07755837,WNT4,NR0B1
188,0.033829115,WT1mKTS,NR0B1
189,0.021491377,WT1pKTS,NR0B1
201,0.006175991,PGD2,NR5A1
202,0.003414519,RSPO1,NR5A1
203,0.0056489557,SOX9,NR5A1
204,0.032603912,SRY,NR5A1
205,0.03994158,UGR,NR5A1
206,0.03774842,WNT4,NR5A1
207,0.028763473,WT1mKTS,NR5A1
