TF	target	importance
Cebpa	Gfi1	0.5048086720605728
Gfi1	Cebpa	0.4723342880520347
EgrNab	cJun	0.37692602156412397
cJun	EgrNab	0.3683182209436717
Fog1	Scl	0.3670351690269737
Scl	Fog1	0.3663641442887496
Gata1	Pu1	0.363483779991481
Pu1	Gata1	0.36233419132568895
Fli1	Eklf	0.34893510197862
Eklf	Fli1	0.3223084883937502
Pu1	Scl	0.2270265952805855
Fog1	Gata1	0.22050891112153026
Pu1	Fog1	0.212830131548205
Gfi1	EgrNab	0.21230399393310842
Fog1	Pu1	0.199190008203927
Scl	Gata1	0.19397843567098774
Scl	Fli1	0.19219638223272234
Gata1	Scl	0.18380159974718163
Gata1	Fog1	0.1800377360371178
Fog1	Eklf	0.17701031807986403
Fog1	Fli1	0.17200890536733024
Pu1	Gata2	0.1685911461905989
Scl	Eklf	0.16774500006152424
Gfi1	cJun	0.16424444515623646
Scl	Pu1	0.1565304710357219
Gata1	Gata2	0.15500085731053023
Cebpa	EgrNab	0.14217234950272342
EgrNab	Gfi1	0.12480199850042971
EgrNab	Cebpa	0.1247233477177904
Fli1	Gata2	0.12275408300628356
Cebpa	cJun	0.1143343050624886
Scl	Gata2	0.11304667566917985
Eklf	Gata2	0.10840780419774189
Pu1	cJun	0.10707728254055404
cJun	Gfi1	0.1020500578878049
Gata1	cJun	0.10182021504144312
Fog1	Gata2	0.10025732969178895
cJun	Cebpa	0.09930656336708923
Cebpa	Gata2	0.09810184678601772
Pu1	EgrNab	0.09567434021048359
Fli1	Fog1	0.08736517105628559
Gata1	Fli1	0.08664214158215645
Pu1	Cebpa	0.08415300414320218
Fli1	Scl	0.08397345774868614
Pu1	Eklf	0.08221014482060829
Pu1	Fli1	0.07863838133524349
Gata1	Eklf	0.07806317179674328
Pu1	Gfi1	0.07759209557609087
Fli1	Gata1	0.07539343202454735
Eklf	Fog1	0.07414962382575276
Fli1	Pu1	0.07057709723924671
Gata1	EgrNab	0.06987331243726988
Fog1	Cebpa	0.06762216775040375
Eklf	Scl	0.06556754654931618
Gfi1	Gata2	0.06327465147351566
Scl	Cebpa	0.06206225563346344
Gata2	Pu1	0.06169503570988433
Gata2	Fli1	0.05631799790792393
Eklf	Gata1	0.05623127001897389
Gata2	Eklf	0.05321894152001795
Eklf	Pu1	0.05242641346326927
Scl	Gfi1	0.04942890306223269
Gata1	Gfi1	0.04665689548724764
Fog1	Gfi1	0.04545911715844925
cJun	Gata2	0.04539678291191672
Fog1	cJun	0.04189107338458458
Fog1	EgrNab	0.038874249746271045
Gata1	Cebpa	0.038730334663972146
Scl	cJun	0.03591547501933642
Gata2	Gata1	0.03288523893361279
Cebpa	Fli1	0.031605949989193714
Scl	EgrNab	0.030921398543781734
Cebpa	Eklf	0.03046213029529031
Cebpa	Pu1	0.02941914873331261
cJun	Pu1	0.02763684616297598
Gfi1	Eklf	0.02585446750911739
Gata2	cJun	0.025738124455309798
Gfi1	Fli1	0.02549250156302314
EgrNab	Gata2	0.025168822762426553
Cebpa	Fog1	0.02389381854274439
cJun	Fli1	0.022024449048775305
Gata2	Cebpa	0.021677260648503335
cJun	Eklf	0.021383860503285043
cJun	Gata1	0.021293054579198164
Cebpa	Scl	0.021234469814462392
Gfi1	Pu1	0.019951193599577317
Gata2	Gfi1	0.01937767692845323
EgrNab	Pu1	0.019090005860603984
Cebpa	Gata1	0.018242380273331624
Fli1	cJun	0.016988277969378865
Fli1	Gfi1	0.016280292541907444
cJun	Fog1	0.01625575853080286
Gfi1	Scl	0.015608941284551614
Gata2	Fog1	0.015328462449860188
Fli1	Cebpa	0.015167463816812558
EgrNab	Eklf	0.015116863434929472
Eklf	cJun	0.015064779806544113
Gfi1	Fog1	0.014822607432045852
Fli1	EgrNab	0.014755545970529443
cJun	Scl	0.01428309434652269
Eklf	EgrNab	0.014281762030013932
Eklf	Cebpa	0.014223314206728312
Gata2	Scl	0.01394058757530049
Eklf	Gfi1	0.013544290796811551
Gata2	EgrNab	0.012824826682146854
EgrNab	Fli1	0.012764802579881104
Gfi1	Gata1	0.01219331256472347
EgrNab	Fog1	0.008952546288435824
EgrNab	Scl	0.007528538626419794
EgrNab	Gata1	0.0069397734874058915
