,LRP,source_gene,target_gene
1,0.0034741033,G2,G1
2,0.0019484356,G3,G1
3,0.0039573084,G4,G1
4,0.0032301275,G5,G1
5,0.0045737717,G6,G1
6,0.00050181197,G7,G1
7,0.0029653981,G8,G1
8,0.00097342714,G9,G1
9,0.002139648,G10,G1
10,0.0014168948,G11,G1
11,0.006133233,G12,G1
12,0.0018522092,G13,G1
13,0.0013180622,G14,G1
14,0.003974944,G15,G1
15,0.001179787,G16,G1
16,0.0015599562,G17,G1
17,0.0026615392,G18,G1
18,0.0011915573,G19,G1
19,0.001165317,G20,G1
20,0.0006180984,G21,G1
21,0.0023650974,G22,G1
22,0.0017189258,G23,G1
23,0.002893836,G24,G1
24,0.0035651978,G25,G1
25,0.004325196,G26,G1
26,0.0033932957,G27,G1
27,0.002898117,G28,G1
28,0.0031095187,G29,G1
29,0.0011019966,G30,G1
30,0.0017756906,G31,G1
31,0.0029954968,G32,G1
32,0.0011888861,G33,G1
33,0.0041590156,G34,G1
34,0.0036528143,G35,G1
35,0.0010378883,G36,G1
36,0.0028223658,G37,G1
37,0.0041357544,G38,G1
38,0.004091793,G39,G1
39,0.002768055,G40,G1
40,0.0013994446,G41,G1
41,0.0030636976,G42,G1
42,0.00079458277,G43,G1
43,0.0012565784,G44,G1
44,0.0010714385,G45,G1
45,0.0027590287,G46,G1
46,0.0027826973,G47,G1
47,0.0014809429,G48,G1
48,0.0023396173,G49,G1
49,0.0008413156,G50,G1
50,0.00041250183,G51,G1
51,0.0044111176,G52,G1
52,0.0042838426,G53,G1
53,0.0030115817,G54,G1
54,0.0028710682,G55,G1
55,0.002335089,G56,G1
56,0.002574604,G57,G1
57,0.0017760289,G58,G1
58,0.0036490993,G59,G1
59,0.0022735123,G60,G1
60,0.00455147,G61,G1
61,0.0032240176,G62,G1
62,0.0034517949,G63,G1
63,0.0030273106,G64,G1
64,0.0012632349,G65,G1
65,0.004051839,G66,G1
66,0.0018041083,G67,G1
67,0.0025716964,G68,G1
68,0.0047522793,G69,G1
69,0.0018839391,G70,G1
70,0.00221628,G71,G1
71,0.0032512413,G72,G1
72,0.0013297278,G73,G1
73,0.0035879472,G74,G1
74,0.002282552,G75,G1
75,0.0011400653,G76,G1
76,0.004206254,G77,G1
77,0.0022391314,G78,G1
78,0.004506919,G79,G1
79,0.0032257976,G80,G1
80,0.00078347686,G81,G1
81,0.0028966318,G82,G1
82,0.002786485,G83,G1
83,0.003967236,G84,G1
84,0.0025891424,G85,G1
85,0.003852648,G86,G1
86,0.0023212654,G87,G1
87,0.002553785,G88,G1
88,0.0030897057,G89,G1
89,0.0028003978,G90,G1
90,0.0029794215,G91,G1
91,0.0008648543,G92,G1
92,0.0015699492,G93,G1
93,0.0044352156,G94,G1
94,0.0022473212,G95,G1
95,0.00055694795,G96,G1
96,0.0031717718,G97,G1
97,0.0027934453,G98,G1
98,0.0035844217,G99,G1
99,0.004000736,G100,G1
102,0.0027424213,G3,G2
103,0.0015615675,G4,G2
104,0.0012586076,G5,G2
105,0.0043883757,G6,G2
106,0.0036709232,G7,G2
107,0.0035168654,G8,G2
108,0.0029619187,G9,G2
119,0.00086850766,G20,G2
120,0.0019183357,G21,G2
121,0.0027441112,G22,G2
122,0.0023637393,G23,G2
123,0.0018508541,G24,G2
124,0.005773633,G25,G2
125,0.0035672346,G26,G2
126,0.0018800816,G27,G2
127,0.0051486767,G28,G2
128,0.0037248319,G29,G2
129,0.0017059509,G30,G2
130,0.0013394766,G31,G2
131,0.0011111817,G32,G2
132,0.0027517525,G33,G2
133,0.0036333122,G34,G2
134,0.0029176527,G35,G2
135,0.0019713293,G36,G2
136,0.0012698858,G37,G2
137,0.003416074,G38,G2
138,0.0024887717,G39,G2
139,0.0032982929,G40,G2
140,0.004626166,G41,G2
141,0.0058593163,G42,G2
142,0.0005675042,G43,G2
143,0.0049249968,G44,G2
144,0.004434173,G45,G2
145,0.007204794,G46,G2
146,0.0030553867,G47,G2
147,0.0010812036,G48,G2
148,0.0022064515,G49,G2
149,0.0038693359,G50,G2
150,0.0026680138,G51,G2
151,0.0019690006,G52,G2
152,0.0052091475,G53,G2
153,0.00185566,G54,G2
154,0.0026971723,G55,G2
155,0.00280903,G56,G2
156,0.003655654,G57,G2
157,0.0017052132,G58,G2
158,0.0026549406,G59,G2
159,0.005461583,G60,G2
160,0.006493737,G61,G2
161,0.00088294176,G62,G2
162,0.0041634296,G63,G2
163,0.0019049901,G64,G2
164,0.0031376025,G65,G2
165,0.0030763953,G66,G2
166,0.0014941974,G67,G2
167,0.0015613574,G68,G2
168,0.0041389153,G69,G2
169,0.00075971155,G70,G2
170,0.0026724623,G71,G2
171,0.002892158,G72,G2
172,0.0036769232,G73,G2
173,0.0014166525,G74,G2
174,0.002010928,G75,G2
175,0.0010291764,G76,G2
176,0.00077215186,G77,G2
177,0.0025270076,G78,G2
178,0.0010289213,G79,G2
179,0.0017581425,G80,G2
180,0.0026694168,G81,G2
181,0.002709466,G82,G2
182,0.0020406977,G83,G2
183,0.0018101267,G84,G2
184,0.00081469107,G85,G2
185,0.005733662,G86,G2
186,0.0014594035,G87,G2
187,0.0053726984,G88,G2
188,0.0054269135,G89,G2
189,0.0029931436,G90,G2
190,0.004549434,G91,G2
