,LRP,source_gene,target_gene
1,0.0037309742,G2,G1
2,0.005113693,G3,G1
3,0.0028041569,G4,G1
4,0.0032997276,G5,G1
5,0.004441077,G6,G1
6,0.0011286603,G7,G1
7,0.003222071,G8,G1
8,0.0013389386,G9,G1
9,0.001925385,G10,G1
10,0.002473106,G11,G1
11,0.0058270693,G12,G1
12,0.0034005977,G13,G1
13,0.0042564007,G14,G1
14,0.0037209978,G15,G1
15,0.00083136157,G16,G1
16,0.0031355284,G17,G1
17,0.0018096128,G18,G1
18,0.0013808695,G19,G1
19,0.0012265737,G20,G1
20,0.002128772,G21,G1
21,0.0043261563,G22,G1
22,0.0035203807,G23,G1
23,0.0039787833,G24,G1
24,0.005903672,G25,G1
25,0.006298754,G26,G1
26,0.0040245894,G27,G1
27,0.0039723376,G28,G1
28,0.0032240525,G29,G1
29,0.0011409362,G30,G1
30,0.0023512202,G31,G1
31,0.0034641463,G32,G1
32,0.0007156982,G33,G1
33,0.004892397,G34,G1
34,0.0036353,G35,G1
35,0.0018628405,G36,G1
36,0.0025960924,G37,G1
37,0.0059348247,G38,G1
38,0.0031138882,G39,G1
39,0.004127167,G40,G1
40,0.001127835,G41,G1
41,0.00178573,G42,G1
42,0.0021333299,G43,G1
43,0.0007503972,G44,G1
44,0.0035579922,G45,G1
45,0.002029006,G46,G1
46,0.004450099,G47,G1
47,0.0021964526,G48,G1
48,0.0016311904,G49,G1
49,0.001985358,G50,G1
50,0.0017170077,G51,G1
51,0.005052952,G52,G1
52,0.006896821,G53,G1
53,0.0059216977,G54,G1
54,0.006134424,G55,G1
55,0.003506605,G56,G1
56,0.004406728,G57,G1
57,0.00119463,G58,G1
58,0.0039091264,G59,G1
59,0.0020314748,G60,G1
60,0.0027573113,G61,G1
61,0.0031533865,G62,G1
62,0.0015615453,G63,G1
63,0.005565297,G64,G1
64,0.0021831447,G65,G1
65,0.0050353035,G66,G1
66,0.0027593665,G67,G1
67,0.0024057366,G68,G1
68,0.00553599,G69,G1
69,0.0028214373,G70,G1
70,0.0051657297,G71,G1
71,0.0022454525,G72,G1
72,0.0008824255,G73,G1
73,0.004192756,G74,G1
74,0.0040982775,G75,G1
75,0.0021629892,G76,G1
76,0.0069894684,G77,G1
77,0.0010578707,G78,G1
78,0.00649395,G79,G1
79,0.0022597902,G80,G1
80,0.0021262816,G81,G1
81,0.003449527,G82,G1
82,0.0022480043,G83,G1
83,0.0025567606,G84,G1
84,0.0015383232,G85,G1
85,0.006783354,G86,G1
86,0.0021190818,G87,G1
87,0.0030525397,G88,G1
88,0.0022360708,G89,G1
89,0.0028961743,G90,G1
90,0.0022743745,G91,G1
91,0.0035509448,G92,G1
92,0.0023083584,G93,G1
93,0.002832978,G94,G1
94,0.002299156,G95,G1
95,0.0014953094,G96,G1
96,0.00582285,G97,G1
97,0.002478741,G98,G1
98,0.001569592,G99,G1
99,0.0059753917,G100,G1
102,0.0048254915,G3,G2
103,0.002936286,G4,G2
104,0.0015162791,G5,G2
105,0.004488677,G6,G2
106,0.00440927,G7,G2
107,0.00085163023,G8,G2
108,0.0032363483,G9,G2
119,0.001021299,G20,G2
120,0.0011527655,G21,G2
121,0.0043933517,G22,G2
122,0.0023804128,G23,G2
123,0.0014123835,G24,G2
124,0.0044170963,G25,G2
125,0.0024220338,G26,G2
126,0.0009011517,G27,G2
127,0.0037074788,G28,G2
128,0.0032173207,G29,G2
129,0.003183762,G30,G2
130,0.00035758835,G31,G2
131,0.0019445202,G32,G2
132,0.0037051616,G33,G2
133,0.0037734671,G34,G2
134,0.0040422385,G35,G2
135,0.0033908165,G36,G2
136,0.0027064518,G37,G2
137,0.0031832308,G38,G2
138,0.002277629,G39,G2
139,0.002477042,G40,G2
140,0.0035241442,G41,G2
141,0.006609547,G42,G2
142,0.00047691737,G43,G2
143,0.00546686,G44,G2
144,0.003059037,G45,G2
145,0.0055672834,G46,G2
146,0.0019731466,G47,G2
147,0.000850564,G48,G2
148,0.0017755752,G49,G2
149,0.0034247553,G50,G2
150,0.0026517028,G51,G2
151,0.0030872629,G52,G2
152,0.003613894,G53,G2
153,0.0028080037,G54,G2
154,0.0027459958,G55,G2
155,0.0033566963,G56,G2
156,0.0029586619,G57,G2
157,0.003041036,G58,G2
158,0.0035207053,G59,G2
159,0.0039125765,G60,G2
160,0.005086148,G61,G2
161,0.00069136266,G62,G2
162,0.0030846116,G63,G2
163,0.002561569,G64,G2
164,0.0029994713,G65,G2
165,0.00427912,G66,G2
166,0.0043838425,G67,G2
167,0.0016082868,G68,G2
168,0.0053142547,G69,G2
169,0.0005887756,G70,G2
170,0.0026619863,G71,G2
171,0.0023862398,G72,G2
172,0.0012362528,G73,G2
173,0.0020687757,G74,G2
174,0.0010577398,G75,G2
175,0.001640924,G76,G2
176,0.0009421224,G77,G2
177,0.0018428888,G78,G2
178,0.0016861573,G79,G2
179,0.0026466441,G80,G2
180,0.0016574243,G81,G2
181,0.0036035278,G82,G2
182,0.0019998807,G83,G2
183,0.0024446237,G84,G2
184,0.0011708004,G85,G2
185,0.0039959815,G86,G2
186,0.0034362786,G87,G2
187,0.005515194,G88,G2
188,0.0053368174,G89,G2
189,0.0024960767,G90,G2
190,0.0037208446,G91,G2
191,0.0019332194,G92,G2
192,0.0026146243,G93,G2
193,0.004203772,G94,G2
194,0.0021018288,G95,G2
195,0.0022293918,G96,G2
196,0.004813178,G97,G2
197,0.0012097114,G98,G2
198,0.0037420613,G99,G2
203,0.0023690332,G4,G3
204,0.0034380876,G5,G3
205,0.001703904,G6,G3
206,0.003003611,G7,G3
207,0.0021712894,G8,G3
208,0.0030246074,G9,G3
229,0.0009760184,G30,G3
230,0.003472051,G31,G3
231,0.0015532465,G32,G3
232,0.0028171449,G33,G3
233,0.0017699797,G34,G3
234,0.0029457032,G35,G3
235,0.0034023288,G36,G3
236,0.0020806668,G37,G3
237,0.0035064623,G38,G3
238,0.0054668826,G39,G3
239,0.0019125573,G40,G3
240,0.0025744026,G41,G3
241,0.0016827049,G42,G3
242,0.006819269,G43,G3
243,0.0034019328,G44,G3
244,0.00067525584,G45,G3
245,0.00075984746,G46,G3
246,0.00381911,G47,G3
247,0.008122675,G48,G3
248,0.0059888926,G49,G3
249,0.00093515794,G50,G3
250,0.0033107512,G51,G3
251,0.0043015582,G52,G3
252,0.00071897515,G53,G3
253,0.0028819593,G54,G3
254,0.0022216805,G55,G3
255,0.004863513,G56,G3
256,0.00902187,G57,G3
257,0.004424488,G58,G3
258,0.0009721727,G59,G3
259,0.00094387186,G60,G3
260,0.0025279135,G61,G3
261,0.0025885398,G62,G3
262,0.0055790152,G63,G3
263,0.0030841776,G64,G3
264,0.003428618,G65,G3
265,0.0035079853,G66,G3
266,0.0032484154,G67,G3
267,0.0034891553,G68,G3
268,0.0044437395,G69,G3
269,0.0018499177,G70,G3
270,0.003420086,G71,G3
271,0.0011929192,G72,G3
272,0.00653359,G73,G3
273,0.00386721,G74,G3
274,0.00043167837,G75,G3
275,0.004169832,G76,G3
276,0.004808069,G77,G3
277,0.0025460199,G78,G3
278,0.0036999541,G79,G3
279,0.0046125613,G80,G3
280,0.0019604815,G81,G3
281,0.005633224,G82,G3
282,0.003497513,G83,G3
283,0.00039354037,G84,G3
284,0.0014491086,G85,G3
285,0.0039013075,G86,G3
286,0.003583197,G87,G3
287,0.0011711667,G88,G3
288,0.0055126245,G89,G3
289,0.0064487625,G90,G3
290,0.008928893,G91,G3
291,0.003538027,G92,G3
292,0.0010122252,G93,G3
293,0.002591108,G94,G3
294,0.002068748,G95,G3
295,0.0017145593,G96,G3
296,0.0024501462,G97,G3
297,0.0011112066,G98,G3
298,0.004648306,G99,G3
304,0.0026230444,G5,G4
305,0.0047901957,G6,G4
306,0.0041815834,G7,G4
307,0.0067035803,G8,G4
308,0.003213503,G9,G4
339,0.0045850184,G40,G4
340,0.0020325796,G41,G4
341,0.0036364794,G42,G4
342,0.0034282221,G43,G4
343,0.001894861,G44,G4
344,0.0031286895,G45,G4
345,0.0018858619,G46,G4
346,0.0027279826,G47,G4
347,0.0052894894,G48,G4
348,0.0023699678,G49,G4
349,0.001821406,G50,G4
350,0.0025661606,G51,G4
351,0.0031227868,G52,G4
352,0.0031533297,G53,G4
353,0.00040150777,G54,G4
354,0.0006546107,G55,G4
355,0.005193855,G56,G4
356,0.0036429027,G57,G4
357,0.0018669765,G58,G4
358,0.0014299473,G59,G4
359,0.003366963,G60,G4
360,0.0032801565,G61,G4
361,0.0041508353,G62,G4
362,0.0024499535,G63,G4
363,0.0026262912,G64,G4
364,0.0039303135,G65,G4
365,0.002325756,G66,G4
366,0.0012302885,G67,G4
367,0.0038971165,G68,G4
368,0.003958551,G69,G4
369,0.0022580214,G70,G4
370,0.003035726,G71,G4
371,0.0012741082,G72,G4
372,0.0028725506,G73,G4
373,0.0031853707,G74,G4
374,0.005685307,G75,G4
375,0.003356891,G76,G4
376,0.0010966813,G77,G4
377,0.0030975018,G78,G4
378,0.0035645314,G79,G4
379,0.0018426687,G80,G4
380,0.002952699,G81,G4
381,0.003252961,G82,G4
382,0.0023822002,G83,G4
383,0.003337473,G84,G4
384,0.00064624543,G85,G4
385,0.003818532,G86,G4
386,0.0016184954,G87,G4
387,0.003919664,G88,G4
388,0.001681549,G89,G4
389,0.0038144984,G90,G4
390,0.0017745345,G91,G4
391,0.002582857,G92,G4
392,0.0012575614,G93,G4
393,0.0018672319,G94,G4
394,0.002334559,G95,G4
395,0.00249963,G96,G4
396,0.0038212035,G97,G4
397,0.003906766,G98,G4
398,0.002621117,G99,G4
405,0.0013331808,G6,G5
406,0.0040335553,G7,G5
407,0.0033573895,G8,G5
408,0.0027256466,G9,G5
449,0.0015211031,G50,G5
450,0.0045386464,G51,G5
451,0.002581384,G52,G5
452,0.0012331612,G53,G5
453,0.00319512,G54,G5
454,0.003913339,G55,G5
455,0.006036216,G56,G5
456,0.0041808956,G57,G5
457,0.001992487,G58,G5
458,0.00086322695,G59,G5
459,0.00089638133,G60,G5
460,0.00088053686,G61,G5
461,0.0032402426,G62,G5
462,0.0027066616,G63,G5
463,0.00042511546,G64,G5
464,0.0022409926,G65,G5
465,0.0029621571,G66,G5
466,0.00067318004,G67,G5
467,0.00220229,G68,G5
468,0.0047982996,G69,G5
469,0.0045215725,G70,G5
470,0.0025679579,G71,G5
471,0.0019397605,G72,G5
472,0.0030384194,G73,G5
473,0.0037919078,G74,G5
474,0.0014403427,G75,G5
475,0.001337579,G76,G5
476,0.0017533452,G77,G5
477,0.002696909,G78,G5
478,0.0037372266,G79,G5
479,0.00370346,G80,G5
480,0.0026291383,G81,G5
481,0.0018125827,G82,G5
482,0.0028804094,G83,G5
483,0.0010560843,G84,G5
484,0.0031043629,G85,G5
485,0.0008904735,G86,G5
486,0.0038977312,G87,G5
487,0.0051692342,G88,G5
488,0.004176138,G89,G5
489,0.0023168428,G90,G5
490,0.0036259496,G91,G5
491,0.0032556395,G92,G5
492,0.00095022,G93,G5
493,0.0016361518,G94,G5
494,0.0039373464,G95,G5
495,0.003375338,G96,G5
496,0.0017607969,G97,G5
497,0.001817905,G98,G5
498,0.0051282784,G99,G5
506,0.0035773325,G7,G6
507,0.004785876,G8,G6
508,0.0019433926,G9,G6
559,0.0018700644,G60,G6
560,0.0052821115,G61,G6
561,0.0020745092,G62,G6
562,0.0011970262,G63,G6
563,0.0018857885,G64,G6
564,0.0064851325,G65,G6
565,0.0062090247,G66,G6
566,0.0024226033,G67,G6
567,0.0015766774,G68,G6
568,0.0034351235,G69,G6
569,0.0018026169,G70,G6
570,0.0018602875,G71,G6
571,0.00062269776,G72,G6
572,0.0038093626,G73,G6
573,0.0017222835,G74,G6
574,0.0015426395,G75,G6
575,0.002121837,G76,G6
576,0.0020005186,G77,G6
577,0.003962004,G78,G6
578,0.0017030765,G79,G6
579,0.0037719726,G80,G6
580,0.0025198997,G81,G6
581,0.0021496154,G82,G6
582,0.000416051,G83,G6
583,0.0055979397,G84,G6
584,0.0019791273,G85,G6
585,0.0017559477,G86,G6
586,0.004630189,G87,G6
587,0.0039271927,G88,G6
588,0.0051171435,G89,G6
589,0.0017734122,G90,G6
590,0.0054256297,G91,G6
591,0.003336959,G92,G6
592,0.0010553253,G93,G6
593,0.0012529842,G94,G6
594,0.0019246257,G95,G6
595,0.005763616,G96,G6
596,0.001252564,G97,G6
597,0.0030068334,G98,G6
598,0.0045296513,G99,G6
607,0.0032480326,G8,G7
608,0.0024613026,G9,G7
669,0.0031023845,G70,G7
670,0.000935727,G71,G7
671,0.0023916,G72,G7
672,0.0053134775,G73,G7
673,0.0040154248,G74,G7
674,0.0048718834,G75,G7
675,0.003176756,G76,G7
676,0.0007293854,G77,G7
677,0.004336887,G78,G7
678,0.004960038,G79,G7
679,0.0055869874,G80,G7
680,0.0035575181,G81,G7
681,0.004464294,G82,G7
682,0.00057462475,G83,G7
683,0.0048133633,G84,G7
684,0.0019251588,G85,G7
685,0.0030988376,G86,G7
686,0.006704085,G87,G7
687,0.003403814,G88,G7
688,0.0037743,G89,G7
689,0.0020496377,G90,G7
690,0.0019117702,G91,G7
691,0.00021465535,G92,G7
692,0.002202611,G93,G7
693,0.0034593702,G94,G7
694,0.0034697289,G95,G7
695,0.0050927773,G96,G7
696,0.0033463123,G97,G7
697,0.0030992636,G98,G7
698,0.0015101307,G99,G7
708,0.0032896325,G9,G8
779,0.003213996,G80,G8
780,0.0010483412,G81,G8
781,0.002800201,G82,G8
782,0.0006293763,G83,G8
783,0.005905493,G84,G8
784,0.002474486,G85,G8
785,0.004550157,G86,G8
786,0.0041568135,G87,G8
787,0.001036584,G88,G8
788,0.0045817234,G89,G8
789,0.0054529365,G90,G8
790,0.00035034853,G91,G8
791,0.003398258,G92,G8
792,0.001031577,G93,G8
793,0.0006384514,G94,G8
794,0.0025662794,G95,G8
795,0.0059322184,G96,G8
796,0.003365187,G97,G8
797,0.0037123144,G98,G8
798,0.005775237,G99,G8
889,0.0054641766,G90,G9
890,0.0050315727,G91,G9
891,0.0062602987,G92,G9
892,0.0033048214,G93,G9
893,0.002420557,G94,G9
894,0.0044004316,G95,G9
895,0.0040069446,G96,G9
896,0.0020399536,G97,G9
897,0.002094633,G98,G9
898,0.0042897156,G99,G9
901,0.0035779052,G2,G10
902,0.006659673,G3,G10
903,0.0026084203,G4,G10
904,0.0046640607,G5,G10
905,0.0012956546,G6,G10
906,0.0010301736,G7,G10
907,0.0043444806,G8,G10
908,0.005381627,G9,G10
910,0.00536134,G11,G10
911,0.0039390763,G12,G10
912,0.0023650995,G13,G10
913,0.0025231577,G14,G10
914,0.0017721395,G15,G10
915,0.00192446,G16,G10
916,0.0008796712,G17,G10
917,0.005430926,G18,G10
918,0.0024939734,G19,G10
919,0.0054943594,G20,G10
920,0.0039177914,G21,G10
921,0.0011036394,G22,G10
922,0.002218319,G23,G10
923,0.00091184524,G24,G10
924,0.005432073,G25,G10
925,0.0010369183,G26,G10
926,0.004175481,G27,G10
927,0.0028950316,G28,G10
928,0.0063106795,G29,G10
929,0.0025735584,G30,G10
930,0.0034004492,G31,G10
931,0.003077025,G32,G10
932,0.0005461403,G33,G10
933,0.0009514673,G34,G10
934,0.0043004355,G35,G10
935,0.0029968726,G36,G10
936,0.002724511,G37,G10
937,0.0021213857,G38,G10
938,0.00074028975,G39,G10
939,0.0021397888,G40,G10
940,0.0038918117,G41,G10
941,0.002183638,G42,G10
942,0.0017611415,G43,G10
943,0.00940695,G44,G10
944,0.0022471743,G45,G10
945,0.0016635882,G46,G10
946,0.0050341855,G47,G10
947,0.0032824473,G48,G10
948,0.0022326077,G49,G10
949,0.0022753458,G50,G10
950,0.0049878675,G51,G10
951,0.004427783,G52,G10
952,0.0019927062,G53,G10
