,LRP,source_gene,target_gene
1,0.0036248686,G2,G1
2,0.003702079,G3,G1
3,0.0021700284,G4,G1
4,0.0026694923,G5,G1
5,0.004324711,G6,G1
6,0.0018968668,G7,G1
7,0.0027167897,G8,G1
8,0.0021018991,G9,G1
9,0.0013534095,G10,G1
10,0.0024095234,G11,G1
11,0.005476414,G12,G1
12,0.0019185378,G13,G1
13,0.004102749,G14,G1
14,0.0043804473,G15,G1
15,0.0006893786,G16,G1
16,0.0019049731,G17,G1
17,0.0020910061,G18,G1
18,0.0022364315,G19,G1
19,0.0013910031,G20,G1
20,0.00073432154,G21,G1
21,0.005069251,G22,G1
22,0.001605341,G23,G1
23,0.003497677,G24,G1
24,0.0063320985,G25,G1
25,0.004979278,G26,G1
26,0.0030522263,G27,G1
27,0.0045749936,G28,G1
28,0.0040226076,G29,G1
29,0.0024281468,G30,G1
30,0.0020487949,G31,G1
31,0.0037720422,G32,G1
32,0.0010567536,G33,G1
33,0.003877925,G34,G1
34,0.0035389052,G35,G1
35,0.0024198717,G36,G1
36,0.0038845267,G37,G1
37,0.004537312,G38,G1
38,0.0048887655,G39,G1
39,0.0038347496,G40,G1
40,0.00079689076,G41,G1
41,0.0021253019,G42,G1
42,0.00049279374,G43,G1
43,0.0009116637,G44,G1
44,0.0021043392,G45,G1
45,0.0019441263,G46,G1
46,0.0029709986,G47,G1
47,0.0012844116,G48,G1
48,0.00063090876,G49,G1
49,0.0025469745,G50,G1
50,0.001631195,G51,G1
51,0.0031971848,G52,G1
52,0.004194279,G53,G1
53,0.0039108424,G54,G1
54,0.0044815824,G55,G1
55,0.003330684,G56,G1
56,0.0019205909,G57,G1
57,0.001849593,G58,G1
58,0.0044581145,G59,G1
59,0.0020769595,G60,G1
60,0.0017619437,G61,G1
61,0.0021455411,G62,G1
62,0.00040873425,G63,G1
63,0.0028840415,G64,G1
64,0.0018984317,G65,G1
65,0.007039305,G66,G1
66,0.0021340514,G67,G1
67,0.0018788376,G68,G1
68,0.0047816364,G69,G1
69,0.0025890893,G70,G1
70,0.0039978884,G71,G1
71,0.0017714513,G72,G1
72,0.0019347172,G73,G1
73,0.003392352,G74,G1
74,0.0026174258,G75,G1
75,0.00056239986,G76,G1
76,0.0054303724,G77,G1
77,0.0029693341,G78,G1
78,0.0043793046,G79,G1
79,0.0034655547,G80,G1
80,0.0008173459,G81,G1
81,0.0036491705,G82,G1
82,0.003471508,G83,G1
83,0.004939277,G84,G1
84,0.0023714164,G85,G1
85,0.005325961,G86,G1
86,0.0009842674,G87,G1
87,0.0033506076,G88,G1
88,0.0037923078,G89,G1
89,0.0023338902,G90,G1
90,0.004082438,G91,G1
91,0.0027104872,G92,G1
92,0.0019797182,G93,G1
93,0.004507203,G94,G1
94,0.0016855753,G95,G1
95,0.0013349545,G96,G1
96,0.0064737042,G97,G1
97,0.0026424662,G98,G1
98,0.0039324746,G99,G1
99,0.0038827215,G100,G1
102,0.0016518002,G3,G2
103,0.001861119,G4,G2
104,0.0025479523,G5,G2
105,0.0036192941,G6,G2
106,0.0042223753,G7,G2
107,0.0017829245,G8,G2
108,0.0031157047,G9,G2
119,0.0009803835,G20,G2
120,0.0027162312,G21,G2
