,LRP,source_gene,target_gene
1,0.035161864,Dbx2,Dbx1
2,0.004335748,Irx3,Dbx1
3,0.026363188,Nkx22,Dbx1
4,0.012966281,Nkx61,Dbx1
5,0.00049169856,Nkx62,Dbx1
6,0.016870938,Olig2,Dbx1
7,0.01741946,Pax6,Dbx1
10,0.019024912,Irx3,Dbx2
11,0.03006424,Nkx22,Dbx2
12,0.10220474,Nkx61,Dbx2
13,0.03568376,Nkx62,Dbx2
14,0.015302792,Olig2,Dbx2
15,0.017416447,Pax6,Dbx2
19,0.09235438,Nkx22,Irx3
20,0.011738421,Nkx61,Irx3
21,0.006220607,Nkx62,Irx3
22,0.04999046,Olig2,Irx3
23,0.11873781,Pax6,Irx3
28,0.025979754,Nkx61,Nkx22
29,0.024209406,Nkx62,Nkx22
30,0.08186642,Olig2,Nkx22
31,0.23479667,Pax6,Nkx22
37,0.011603745,Nkx62,Nkx61
38,0.03889541,Olig2,Nkx61
39,0.039562073,Pax6,Nkx61
46,0.018667033,Olig2,Nkx62
47,0.011980007,Pax6,Nkx62
55,0.12103361,Pax6,Olig2
