,LRP,source_gene,target_gene
1,0.0018610335,Dbx2,Dbx1
2,0.011157518,Irx3,Dbx1
3,0.0013014842,Nkx22,Dbx1
4,0.0045684464,Nkx61,Dbx1
5,0.0026729594,Nkx62,Dbx1
6,0.01766907,Olig2,Dbx1
7,0.006287852,Pax6,Dbx1
10,0.0074341525,Irx3,Dbx2
11,0.0020358986,Nkx22,Dbx2
12,0.0033765435,Nkx61,Dbx2
13,0.0018405234,Nkx62,Dbx2
14,0.005221222,Olig2,Dbx2
15,0.008746213,Pax6,Dbx2
19,0.12746593,Nkx22,Irx3
20,0.008192949,Nkx61,Irx3
21,0.0025151824,Nkx62,Irx3
22,0.2978928,Olig2,Irx3
23,0.12575004,Pax6,Irx3
28,0.0024749087,Nkx61,Nkx22
29,0.0038840186,Nkx62,Nkx22
30,0.19586003,Olig2,Nkx22
31,0.116227694,Pax6,Nkx22
37,0.006398853,Nkx62,Nkx61
38,0.0586404,Olig2,Nkx61
39,0.010527394,Pax6,Nkx61
46,0.01906653,Olig2,Nkx62
47,0.0017955198,Pax6,Nkx62
55,0.17113313,Pax6,Olig2
