,LRP,source_gene,target_gene
1,0.0015307445,Dbx2,Dbx1
2,0.007479615,Irx3,Dbx1
3,0.0037987754,Nkx22,Dbx1
4,0.004080334,Nkx61,Dbx1
5,0.0029903431,Nkx62,Dbx1
6,0.016576942,Olig2,Dbx1
7,0.004328335,Pax6,Dbx1
10,0.010735669,Irx3,Dbx2
11,0.0033126462,Nkx22,Dbx2
12,0.0034911917,Nkx61,Dbx2
13,0.0019335112,Nkx62,Dbx2
14,0.0017581007,Olig2,Dbx2
15,0.0076406933,Pax6,Dbx2
19,0.11332171,Nkx22,Irx3
20,0.012753323,Nkx61,Irx3
21,0.004643342,Nkx62,Irx3
22,0.27356187,Olig2,Irx3
23,0.14156193,Pax6,Irx3
28,0.0074571776,Nkx61,Nkx22
29,0.0040018335,Nkx62,Nkx22
30,0.16888666,Olig2,Nkx22
31,0.121527046,Pax6,Nkx22
37,0.006270634,Nkx62,Nkx61
38,0.0776345,Olig2,Nkx61
39,0.014129445,Pax6,Nkx61
46,0.017986862,Olig2,Nkx62
47,0.0046882057,Pax6,Nkx62
55,0.15658352,Pax6,Olig2
