,LRP,source_gene,target_gene
1,0.0017994614,Dbx2,Dbx1
2,0.0035747162,Irx3,Dbx1
3,0.021529123,Nkx22,Dbx1
4,0.0043517044,Nkx61,Dbx1
5,0.001787295,Nkx62,Dbx1
6,0.009168545,Olig2,Dbx1
7,0.032284576,Pax6,Dbx1
10,0.0045832167,Irx3,Dbx2
11,0.023611125,Nkx22,Dbx2
12,0.0036966146,Nkx61,Dbx2
13,0.0017056565,Nkx62,Dbx2
14,0.007255045,Olig2,Dbx2
15,0.012801705,Pax6,Dbx2
19,0.14182436,Nkx22,Irx3
20,0.022187745,Nkx61,Irx3
21,0.005328434,Nkx62,Irx3
22,0.13166189,Olig2,Irx3
23,0.1058471,Pax6,Irx3
28,0.14097351,Nkx61,Nkx22
29,0.059237517,Nkx62,Nkx22
30,0.21757402,Olig2,Nkx22
31,0.4562987,Pax6,Nkx22
37,0.0034377836,Nkx62,Nkx61
38,0.025902253,Olig2,Nkx61
39,0.056191307,Pax6,Nkx61
46,0.0076461635,Olig2,Nkx62
47,0.034054928,Pax6,Nkx62
55,0.10780187,Pax6,Olig2
