,PseudoTime1,PseudoTime2
E1420_150,NA,0.29697
E3566_78,NA,0.15152
E921_86,0.16768,NA
E1648_12,NA,0.01818
E38_372,0.74545,NA
E2720_146,NA,0.28889
E3797_354,NA,0.70909
E2924_96,0.18788,NA
E2479_105,NA,0.20606
E4446_36,0.06667,NA
E4112_194,0.38586,NA
E4392_75,0.14545,NA
E175_437,0.87677,NA
E3761_8,0.0101,NA
E2727_321,NA,0.64242
E4398_279,0.55758,NA
E1204_408,NA,0.81818
E3878_360,0.72121,NA
E49_224,0.44646,NA
E893_39,NA,0.07273
E1215_247,0.49293,NA
E2544_242,0.48283,NA
E356_462,NA,0.92727
E1121_111,0.21818,NA
E2596_127,NA,0.25051
E3444_273,NA,0.54545
E550_422,NA,0.84646
E644_409,0.8202,NA
E2856_113,0.22222,NA
E110_18,NA,0.0303
E2818_92,0.1798,NA
E4610_146,0.28889,NA
E1712_413,0.82828,NA
E2074_350,0.70101,NA
E838_12,NA,0.01818
E2296_392,NA,0.78586
E2559_91,0.17778,NA
E609_42,NA,0.07879
E2476_322,NA,0.64444
E443_408,NA,0.81818
E1466_122,NA,0.2404
E4169_198,NA,0.39394
E245_365,NA,0.73131
E4480_272,NA,0.54343
E4769_401,NA,0.80404
E2360_367,0.73535,NA
E2427_144,0.28485,NA
E4721_352,NA,0.70505
E2737_204,0.40606,NA
E4636_491,0.98586,NA
E3708_155,NA,0.30707
E3751_68,0.13131,NA
E4012_407,0.81616,NA
E2797_117,0.2303,NA
E3288_237,0.47273,NA
E3037_33,0.06061,NA
E1471_252,NA,0.50303
E4511_147,0.29091,NA
E1468_72,NA,0.13939
E797_120,0.23636,NA
E4259_69,NA,0.13333
E2271_240,NA,0.47879
E173_156,0.30909,NA
E3538_289,NA,0.57778
E792_288,NA,0.57576
E2940_351,0.70303,NA
E379_18,NA,0.0303
E1972_288,0.57576,NA
E731_162,0.32121,NA
E4872_124,0.24444,NA
E2895_453,0.90909,NA
